security_code,as_of_year,cutoff_notice,verdict,basis,business_desc_at_period,reason,evidence,batch,judged_at
002325,2019,2020-04-30,boundary_pending,fin,建筑业-建筑装饰、装修和其他建筑业｜广东｜员工69人,幕墙装饰：2016-17 ROE 3.9%、2018 亏损，2019 1.2%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300280,2019,2020-04-25,boundary_pending,fin,租赁和商务服务业-商务服务业｜福建,商务服务/软件：2012-2019 ROE 0.3~10.9%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002621,2019,2020-04-29,boundary_pending,fin,教育-教育｜辽宁｜员工50人,早教重组：上市后摊薄 ROE 0.9~9.5%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600068,2020,2021-03-20,boundary_pending,fin,建筑业-土木工程建筑业｜湖北,建筑：2010-2019 ROE 13~17% 十年稳定但低于门槛，毛利率 13~18% 低，2020 回落 10.3%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
000976,2020,2021-04-30,boundary_pending,fin,制造业-铁路、船舶、航空航天和其他运输设备制造业｜广东,轨交配件重组：2005、2008-09、2011、2013-14 多年亏损，2016 重组后 ROE ≤12.8%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300379,2020,2021-04-27,boundary_pending,fin,"信息传输、软件和信息技术服务业-软件和信息技术服务业｜北京｜员工2,023人",软件：2017 亏损，上市后 ROE 8~17.5% 单边回落，2020 13.0%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600696,2021,2022-04-26,boundary_pending,fin,制造业-酒、饮料和精制茶制造业｜上海｜员工41人,酒类借壳：1998-99、2015-16 亏损且净资产趋零，2021 重组后首年 ROE 13.8%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300114,2023,2024-03-15,boundary_pending,fin,"制造业-计算机、通信和其他电子设备制造业｜陕西｜员工26,595人",测控/电子：2011-2022 ROE 8~15.3% 未达门槛，2023 ROE 30.3% 与净利 0.98 亿（−49%）不相容（原值行），单年不外推,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300114,2024,2025-03-28,boundary_pending,fin,"制造业-计算机、通信和其他电子设备制造业｜陕西｜员工26,595人",2024 资产重组后营收 17→650 亿、毛利率 32%→11%，主体不可比,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600200,2024,2025-04-30,boundary_pending,fin,制造业-医药制造业｜江苏｜员工891人,医药/贸易：2007、2018、2020、2022-23 亏损，2010-2017 ROE 3.5~5.3%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600462,2024,2025-04-30,boundary_pending,fin,租赁和商务服务业-商务服务业｜湖北｜员工182人,2005-2023 多年亏损且净资产为负，ROE 读数无意义,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002604,2011,2012-04-30,boundary_pending,fin,制造业-农副食品加工业｜山东｜员工386人,纤维乙醇/食品加工：ROE 26.7→8.0% 四年单边下行，毛利率 27→20%，上市当年摊薄后 8.0%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300186,2011,2012-04-30,boundary_pending,fin,制造业-医药制造业｜广东,兽用疫苗：营收 2 倍而毛利率 40.6→52% 上行（5② 形态），但上市当年（2011-03，摊薄已反映逾八个月）ROE 10.1% 远低于门槛,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600532,2011,2012-03-29,boundary_pending,fin,卫生和社会工作-卫生｜上海｜员工27人,2008、2010 亏损，2003-2009 ROE ≤5.3%，2011 单年 36.8% 系重组跃升,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
002464,2017,2018-04-26,boundary_pending,fin,信息传输、软件和信息技术服务业-互联网和相关服务｜山东｜员工7人,互联网/数码：2011-2015 ROE ≤6.7% 含 2014 亏损，2016-17 重组后 17.3%/15.2% 不可比,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
300089,2017,2018-04-23,boundary_pending,fin,制造业-非金属矿物制品业｜广东｜员工77人,陶瓷：上市后 ROE 0.5~12.4%，2017 4.1%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R1-主判,2026-08-21
600432,2006,2007-04-30,boundary_pending,boundary,"制造业-有色金属冶炼和压延加工业｜吉林｜员工2,676人",镍冶炼：ROE 19→30.5%、毛利率 22→39% 随镍价景气上行，上市满 3 年、资源周期品，待周期穿越,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
600432,2007,2008-04-30,boundary_pending,boundary,"制造业-有色金属冶炼和压延加工业｜吉林｜员工2,676人",镍价 2007 周期顶：ROE 47.3%/毛利率 44.8%、BPS 2.69→9.99 增发，有色周期品顶部不外推（同批有色对照）,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
000527,2009,2010-03-16,boundary_pending,boundary,制造业-电气机械和器材制造业｜广东,家电：2007-09 ROE 21/28.8/28.8%、营收 2.2 倍而毛利率 17.7→21.8%（5② 形态成形），但毛利率扩张 4pp 弱于判例、≥25% 仅两年，列复核 2010,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
000527,2010,2011-03-17,boundary_pending,boundary,制造业-电气机械和器材制造业｜广东,2010 ROE 29.5% 但毛利率 21.8%→16.7% 随营收 746 亿扩张下降，5② 形态中断；三年 ≥25% 与毛利率下行两可,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
000780,2009,2010-04-30,boundary_pending,boundary,采矿业-煤炭开采和洗选业｜内蒙古,煤炭采矿权（判据 1 同构候选）：煤炭主体三年 ROE 13.1/24.9/17.5%，2009 回落，待四年观测,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
000780,2010,2011-03-18,boundary_pending,boundary,采矿业-煤炭开采和洗选业｜内蒙古,煤炭采矿权为真、煤炭主体四年 ROE 13.1/24.9/17.5/19.2%，但判据 1 的煤炭同构已被 v6 规则 12 收紧为链主条件（§12.71.4：晋控煤业因无链主地位除名），区域煤企无链主地位，不入选,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
002308,2010,2011-04-20,boundary_pending,fin,制造业-计算机、通信和其他电子设备制造业｜广东｜员工206人,显示设备：上市后摊薄 ROE 12.7% 可观测且低于 25%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
002308,2011,2012-04-18,boundary_pending,fin,制造业-计算机、通信和其他电子设备制造业｜广东｜员工206人,摊薄后 ROE 12.7%/14.7% 两年低于门槛,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
002118,2011,2012-04-26,boundary_pending,fin,制造业-医药制造业｜吉林,医药：2011 ROE 回落 12.8%、毛利率由 76~81% 降至 54%，2010 跃升不可持续,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
000861,2012,2013-03-20,worth_attention,fin,租赁和商务服务业-商务服务业｜广东｜员工604人,商业物业运营：2007 转型后六年毛利率 42~47%（4.7pp 窄带）且穿越 2008-09 下行期（判据 5①），ROE 2010-2012 32.3/37.4/32.2% 连续三年 ≥25%、营收 2.9 倍,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
002477,2012,2013-04-30,boundary_pending,boundary,农、林、牧、渔业-畜牧业｜河南,生猪：2012 ROE 15.0%、毛利率 39→31% 随猪价回落，周期未穿越,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
000861,2013,2014-04-01,worth_attention,fin,租赁和商务服务业-商务服务业｜广东｜员工604人,2013 ROE 22.3%（首年低于 25%），毛利率 42.2% 仍在窄带内；退出须连续两个年度触发，维持,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
002477,2013,2014-04-30,boundary_pending,fin,农、林、牧、渔业-畜牧业｜河南,生猪周期谷：2013 ROE 3.6%、毛利率 25%，摊薄后回报 17.6→24.5→15→3.6% 不稳定,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
000540,2014,2015-02-17,boundary_pending,boundary,"房地产业-房地产业｜贵州｜员工1,936人",地产：ROE 38.8% 但毛利率 41.9→31.3% 下行、依赖杠杆与结算，维持两可,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
000540,2015,2016-02-06,boundary_pending,boundary,"房地产业-房地产业｜贵州｜员工1,936人",地产：ROE 32.2%/毛利率 35.4%，九年 ROE 19~46% 但资本复制测试存疑，维持两可,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
002450,2015,2016-04-22,boundary_pending,boundary,制造业-橡胶和塑料制品业｜江苏,预涂膜/光学膜：2015 ROE 25.7% 首年过线，但 2015 行为原值行、营收/毛利率缺失，5② 形态是否延续不可确认,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
002450,2016,2017-04-14,boundary_pending,fin,制造业-橡胶和塑料制品业｜江苏,2016 ROE 回落 12.6%（原值行），回报不稳定,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
300202,2015,2016-04-15,boundary_pending,fin,"制造业-通用设备制造业｜辽宁｜员工1,068人",金融设备：2015 ROE 17.4%、营收 11.3→8.9 亿，≥25% 仅 2013-14 两年后回落,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
300202,2016,2017-04-21,boundary_pending,fin,"制造业-通用设备制造业｜辽宁｜员工1,068人",2016 ROE 18.2%，连续两年低于门槛,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
002680,2016,2017-03-31,boundary_pending,fin,制造业-医药制造业｜江苏,2016 ROE 12.2%（BPS 6.78→3.68），借壳后回报未稳定,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
002680,2017,2018-03-09,boundary_pending,fin,制造业-医药制造业｜江苏,2017 ROE 15.0%，借壳后四年 22.2/25.4/12.2/15.0% 不稳定,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
000418,2018,2019-03-30,boundary_pending,boundary,制造业-电气机械和器材制造业｜江苏,家电：2013-2018 ROE 10.9→24.4% 六年上行、毛利率 25~26.5% 稳定、营收 3.4 倍，仍未达 25%（末年）,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
600705,2018,2019-03-15,boundary_pending,fin,金融业-货币金融服务｜黑龙江,金融控股：2016-2018 ROE 10.8~12.9%，多牌照回报持续低于门槛,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
600705,2019,2020-04-22,boundary_pending,fin,金融业-货币金融服务｜黑龙江,2019 ROE 10.8%、毛利率 45%→45%，连续四年低于门槛,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
300630,2019,2020-04-21,boundary_pending,boundary,制造业-医药制造业｜海南,注射剂：2019 ROE 29.7% 首年过线、毛利率 81.6%、营收七年 7 倍（5② 成立），上市 2.75 年，列复核 2020,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
300630,2020,2021-04-24,boundary_pending,boundary,制造业-医药制造业｜海南,2020 ROE 24.0% 回落、毛利率 81.6→74.8% 下行，≥25% 仅 2019 一年,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
000780,2011,2012-03-16,boundary_pending,boundary,采矿业-煤炭开采和洗选业｜内蒙古,2011 ROE 21.8%/毛利率 40.7%，规则 12 链主条件仍不满足,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
000780,2012,2013-04-20,boundary_pending,fin,采矿业-煤炭开采和洗选业｜内蒙古,2012 ROE 9.0%/毛利率 31.3% 随煤价回落，回报亦不过门槛,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
000861,2014,2015-04-29,worth_attention,fin,租赁和商务服务业-商务服务业｜广东｜员工604人,2014 ROE 14.3%（连续第二年低于 25%、低于 15%），毛利率 39.8% 仍在带内；按 §10.2 视触发条件定退出,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
000861,2016,2017-04-19,boundary_pending,fin,租赁和商务服务业-商务服务业｜广东｜员工604人,2015-2016 ROE 6.7%/6.9%、净利 4.28→2.06 亿腰斩，回报已退出门槛,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
000861,2018,2019-04-29,boundary_pending,fin,租赁和商务服务业-商务服务业｜广东｜员工604人,2017-2018 ROE 7.3%/3.8%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
000861,2020,2021-04-29,boundary_pending,fin,租赁和商务服务业-商务服务业｜广东｜员工604人,2019-2020 ROE 3.9%/0.9%,输入=build_judgment_input.py 盲判块（按公告日截断、无简称代码）,R2-前向复判,2026-08-21
