security_code,as_of_year,cutoff_notice,verdict,basis,business_desc_at_period,reason,evidence
600895,2005,2006-04-30,boundary_pending,fin,房地产业｜上海｜房地产开发经营,ROE由2000年15.1%逐年降至2005年6.7%（连续五年下行），毛利率在32.3%~74.3%间随项目结算摆动；营收2003-2005由8.2亿降至5.4亿、净利停滞在1.75~1.78亿。回报连续下行且规模收缩。行业非绝望。,2000-2005 ROE 15.1/11.7/7.6/7.4/7.1/6.7%；营收1.7/6.1/3.5/8.2/5.6/5.4亿；净利1.28/2.02/1.74/1.76/1.78/1.75亿
600533,2005,2006-04-30,boundary_pending,fin,房地产业｜江苏｜住宅小区综合开发与商品房销售,ROE七年在10.0%~35.0%间大幅波动（2002年低至10.0%）、毛利率27.6~39.0%属房地产常态；净利七年由0.22亿增至1.49亿主要由营收11倍带动。房地产开发的土地与资金要素资金充足者可同样取得，回报随结算节奏而非定价能力变化。行业非绝望。,1999-2005 ROE 35.0/17.8/25.5/10.0/12.8/17.9/23.3%；毛利率39.0/29.3/33.0/31.1/34.2/27.6/30.4%
600201,2005,2006-04-30,boundary_pending,fin,制造业-医药制造业｜内蒙古｜兽用生物药品与化学药品制剂制造,2005年净利由0.44亿降至0.12亿（降73%）、ROE由7.6%降至2.1%；2000-2005六年ROE仅2.1~7.9%，从未突破8%。毛利率虽由16.4%升至42.8%但完全未转化为股东回报。行业非绝望。,2000-2005 ROE 7.5/2.8/7.5/7.9/7.6/2.1%；净利0.18/0.14/0.40/0.44/0.44/0.12亿
600880,2005,2006-04-30,boundary_pending,boundary,文化、体育和娱乐业-新闻和出版业｜四川｜数字文化创意内容与广告服务,2002-2005四年ROE稳定在18.4%~19.8%的1.4pp极窄区间、毛利率同期46.3~55.3%，稳定性在本批最高；但2002年毛利率由31.8%骤升至55.3%（一年升23.5pp）说明业务结构发生重大变化、此前六年口径与之后不可比，可比历史因此仅四年，且营收仅5.5亿。按§5.4.1第6条判boundary，待再积累两个年度。,2001→2002毛利率31.8→55.3%；2002-2005毛利率55.3/51.6/46.3/46.4%；ROE 19.4/18.4/19.8/18.6%；营收2.7/3.5/4.3/5.5亿
600190,2005,2006-04-30,boundary_pending,boundary,交通运输业-水上运输业｜辽宁｜港口经营与货物装卸仓储,港口岸线属区位独占的不可复制资源，毛利率十年43.8%~71.4%反映该属性；但ROE 2000-2005六年仅−0.2%~11.4%（2002年为−0.2%、2001年3.5%），2004-2005恢复至11.4%仍低于同批另一家港口公司的17.1%。独占资源长期未转化为可观回报。按§5.4.1第4条存疑不放入。,1998-2005 ROE 14.2/—/6.6/3.5/−0.2/7.7/11.4/11.4%；毛利率67.0/68.5/58.2/43.8/47.1/56.0/59.8/64.0%
600158,2005,2006-04-30,boundary_pending,fin,文化、体育和娱乐业-体育｜天津｜体育用品生产与体育场馆经营,ROE 2001-2005五年仅1.8~3.8%，2000年后从未突破4%；毛利率由66.7%降至32.5%后回升至41.4%，营收虽由2.1亿增至8.5亿但净利仅由0.49亿降至0.31亿。规模扩张伴随利润下滑，体育用品无准入门槛。行业非绝望。,2000-2005 ROE 9.7/1.8/1.8/1.9/2.6/3.8%；净利0.49/0.14/0.14/0.15/0.21/0.31亿；毛利率66.4/64.2/55.4/33.9/32.5/41.4%
600003,2005,2006-04-30,boundary_pending,boundary,交通运输业-道路运输业｜吉林｜公路开发建设养护与经营,1996-2003八年营收字段全部缺失、仅2004-2005有营收；2004年亏损1.25亿（ROE −4.0%），2000-2005六年ROE仅−4.0~7.6%。收费路权虽属特许经营，但数据不完整且回报长期低于8%、其中一年为负。按§5.4.1第6条判boundary。,1996-2003营收字段缺失；2000-2005 ROE 7.6/6.6/0.0/5.2/−4.0/5.1%；2004净利−1.25亿
601988,2006,2007-04-30,worth_attention,qual,金融业-货币金融服务｜北京｜全国性商业银行,"银行牌照为法定特许、数量极少，资金充足的新进入者无法自行设立，属§5.4.2列举的""政策优势""，通过资本复制测试——判据与2002档三家及2005档一家已入选的股份制银行同构，不因规模或上市时点不同而区别对待。公司层面同步验证：净利2004-2006由209.32亿增至426.24亿、ROE三年10.0/12.6/13.4%逐年上行，营收四年由928.4亿增至1460.7亿。**保留**：2006-07才上市满0年，可比历史仅四年。",经营范围含吸收人民币存款、发放贷款、发行金融债券等特许业务；2003-2006净利287.07/209.32/274.92/426.24亿；ROE 10.0/12.6/13.4%
600048,2006,2007-04-30,boundary_pending,boundary,房地产业｜广东｜房地产开发经营与物业管理,ROE四年19.0/38.8/54.0/31.1%表面极高，但BPS仅2.02~2.85（2006年募资后才升至6.59），高ROE主要来自极低的净资产基数与房地产项目结算的杠杆效应；毛利率32.7~42.6%属房地产常态。且2006-07才上市满0年、可比历史仅四年。按§5.4.2(a)判boundary。,2003-2006 ROE 19.0/38.8/54.0/31.1%；BPS 2.02/2.85/2.37/6.59；毛利率32.8/32.7/42.6/35.8%
000630,2006,2007-04-30,boundary_pending,fin,制造业-有色金属冶炼和压延加工业｜安徽｜铜采选冶炼与压延加工,毛利率十一年由17.5%单调降至7.8%（2006年为区间最低），说明其业务已由采选转向低毛利的冶炼加工；ROE 2001-2003三年仅6.2~7.7%，2004-2006回升至11.7~15.3%与铜价上行同步。营收由11.7亿增至296.9亿（25倍）而毛利率反向崩塌。行业非绝望。,1996-2006毛利率10.4/11.0/17.5/14.2/13.9/13.9/12.4/11.3/10.2/10.0/7.8%；ROE 6.2/6.7/7.7/11.7/14.8/15.3%
600150,2006,2007-04-30,boundary_pending,boundary,制造业-铁路船舶航空航天与其他运输设备制造业｜上海｜船舶设计制造改装修理,2006年营收由14.2亿跳至117.4亿（8.3倍）、净利由1.36亿增至12.18亿、BPS由2.97跳至13.40，是典型的资产注入而非经营改善；此前1999-2003五年ROE仅−9.6%~8.1%（其中两年为负）。注入后的主体与此前八年不可比，可比历史实为一年。按§5.4.1第6条判boundary。,1999-2003 ROE −/−9.6/2.6/1.9/8.1%；2005→2006营收14.2→117.4亿、BPS 2.97→13.40、净利1.36→12.18亿
601111,2006,2007-04-30,boundary_pending,fin,交通运输业-航空运输业｜北京｜国际国内航空客货邮运输,毛利率五年由25.9%降至15.4%（降10.5pp）、ROE在9.0%~37.2%间剧烈摆动（2005年仅9.0%）；航线时刻虽属准入管制，但燃油与汇率波动直接吞噬利润，2003年净利更低至2.15亿。且2006-08才上市满0年。行业非绝望。,2002-2006毛利率25.9/20.8/25.3/20.1/15.4%；净利8.28/2.15/25.61/17.09/29.77亿；ROE 37.2/9.0/12.5%
601991,2006,2007-04-30,boundary_pending,fin,电力、热力生产和供应业｜北京｜电厂建设经营与电力热力销售,毛利率五年由37.1%降至29.5%、ROE五年12.4~14.4%无提升；燃煤成本上行无法向下游传导，受管制电价把回报锁定在13%上下。且2006-12才上市满0年。行业非绝望。,2002-2006毛利率36.6/37.1/35.0/29.3/29.5%；ROE 12.4/14.0/13.6/14.4%
000527,2006,2007-04-30,boundary_pending,boundary,制造业-电气机械和器材制造业｜广东｜家用电器电机与通讯设备制造,1996-2005十年营收字段全部缺失、仅2006年有营收211.7亿，无法计算毛利率与净利率；ROE 2002-2003两年仅7.1%/7.2%、2001年11.1%，2004-2006回升至12.9~15.5%。数据不完整且中段回报明显走弱，原因无法从表内分辨。按§5.4.1第6条判boundary。,1996-2005营收字段缺失；ROE 14.9/—/15.0/11.1/7.1/7.2/12.9/13.3/15.5%；净利0.95/1.29/1.96/2.94/2.84/2.63/1.55/1.68/3.27/3.82/5.36亿
000066,2006,2007-04-30,boundary_pending,fin,制造业-电子设备制造业｜广东｜计算机硬件金融机具与税控机具,毛利率十一年在4.0%~14.0%的低位、2006年仅7.3%；2006年ROE由19.7%崩至3.4%、净利由3.37亿降至0.53亿（降84%）而营收仍增38%。2004-2005的高ROE未能延续一年即崩塌，说明其盈利不由自身定价能力决定。行业非绝望。,1996-2006毛利率11.4/13.5/14.0/9.5/6.8/5.6/4.0/4.4/6.0/7.4/7.3%；2005→2006净利3.37→0.53亿、ROE 19.7→3.4%
002092,2006,2007-04-30,boundary_pending,boundary,制造业-化学原料和化学制品制造业｜新疆｜烧碱液氯与氯乙烯生产,毛利率四年22.7~30.0%、ROE 22.4~49.3%，两项水平不俗，且氯碱生产依赖当地电力与盐资源的区位组合；但2006-12才上市满0年、可比历史仅四年，且ROE由49.3%逐年降至22.4%、毛利率由30.0%降至22.7%，两项同时下行。按§5.4.2(a)判boundary。,2003-2006毛利率30.0/28.1/28.9/22.7%；ROE 29.7/49.3/31.7/22.4%
002060,2006,2007-04-30,boundary_pending,fin,建筑业-土木工程建筑业｜广东｜对外承包工程与建筑金属结构制造,毛利率四年由13.1%单调降至11.4%、绝对水平属工程承包常态，ROE由22.3%降至12.1%；营收四年由13.0亿仅增至20.0亿而净利由0.58亿仅增至0.69亿。工程承包按招标定价，无定价权。且2006-08上市满0年。行业非绝望。,2003-2006毛利率13.1/12.6/11.6/11.4%；ROE 22.3/15.6/15.2/12.1%；净利0.58/0.54/0.57/0.69亿
601006,2006,2007-04-30,boundary_pending,boundary,交通运输业-铁路运输业｜山西｜铁路客货运输及相关服务,铁路运营权属国家特许配置、线路具绝对区位独占性，资金充足者无法自建平行干线，毛利率四年49.5%~59.4%反映该属性，净利四年由15.27亿增至44.15亿（2.9倍）；但2006-08才上市满0年、可比历史仅四年，且毛利率四年由59.4%单调降至49.5%（降9.9pp）。按§5.4.2(a)判boundary，待再积累两个年度。,2003-2006毛利率54.4/59.4/53.8/49.5%；净利15.27/23.90/35.61/44.15亿；ROE 16.2/21.1%
600489,2006,2007-04-30,boundary_pending,fin,采矿业-有色金属矿采选业｜北京｜黄金有色金属勘查采选冶炼,虽经营范围含黄金地质勘查与采选，但毛利率七年由17.4%降至最低5.1%后仅回升至13.5%——与本批另一家黄金公司同型：业务重心已由采选转向低毛利的黄金冶炼与贸易，营收由5.9亿增至54.1亿（9倍）而毛利率反向下行；ROE 2003-2005三年仅5.1~8.7%。资源禀赋未在回报上体现。行业非绝望。,2000-2006毛利率17.4/16.2/14.1/6.9/5.1/11.2/13.5%；ROE 11.9/11.5/8.2/5.1/8.7/17.9%
600875,2006,2007-04-30,boundary_pending,boundary,制造业-通用设备制造业｜四川｜发电设备与核能风电设备制造,2006年营收由30.5亿跳至230.8亿（7.6倍）、净利由5.28亿增至20.71亿，属资产注入而非内生增长；此前1999-2003五年ROE仅−25.7%~3.5%（2001年净亏2.61亿）。注入后主体与此前不可比，可比历史实为一年。按§5.4.1第6条判boundary。,1999-2003 ROE 0.5/0.2/−25.7/2.2/3.5%；2005→2006营收30.5→230.8亿、净利5.28→20.71亿
600332,2006,2007-04-30,boundary_pending,fin,制造业-医药制造业｜广东｜化学药中成药生物药制造与医药商业,毛利率十年由25.3%降至17.4%、ROE 2001-2006六年仅2.3~8.4%（2004年低至2.3%）；营收由30.7亿增至103.0亿（3.4倍）而净利仅由1.12亿增至2.38亿、净利率2.3%。规模来自低毛利的医药分销而非药品本身。行业非绝望。,1997-2006毛利率25.3/24.0/25.1/24.2/21.9/22.1/20.0/18.1/17.2/17.4%；ROE 10.2/7.0/7.0/5.9/2.3/7.3/8.4%
600221,2006,2007-04-30,boundary_pending,fin,交通运输业-航空运输业｜海南｜国际国内航空客货邮运输,2003年亏损10.52亿（ROE −72.2%）、2005年再亏2.16亿，十一年中有两年巨亏；毛利率由37.1%降至18.3%、2006年ROE仅6.0%。航线准入未能抵御燃油与运价波动，回报极不稳定。行业非绝望。,2003/2005净利−10.52/−2.16亿；1996-2006毛利率37.1/36.4/33.5/30.8/29.8/30.4/27.6/6.4/24.3/18.4/18.3%
000060,2006,2007-04-30,boundary_pending,boundary,制造业-有色金属冶炼和压延加工业｜广东｜有色金属冶炼与国内贸易,2006年ROE由21.0%跳至55.6%、毛利率由26.7%升至37.1%、净利由2.77亿增至11.08亿（4倍），跳升幅度在本批最大；但2001-2003三年ROE仅3.0~5.4%、毛利率18.8~21.9%，改善集中在2004-2006并与同期有色金属价格大幅上行完全同步。周期贡献与自身能力无法从表内分离。按§5.4.1第6条判boundary。,2001-2006 ROE 3.0/4.3/5.4/11.7/21.0/55.6%；毛利率18.8/21.9/21.7/24.9/26.7/37.1%
600981,2006,2007-04-30,boundary_pending,fin,批发和零售业-批发业｜江苏｜进出口贸易与纺织原料制造,毛利率六年仅6.6~8.8%、净利率1.6%，ROE由2002年18.1%降至2006年8.0%；营收六年由17.7亿增至38.1亿而净利仅由0.38亿增至0.61亿。进出口贸易无准入门槛。行业非绝望。,2001-2006毛利率8.2/8.6/8.8/6.8/6.6/7.4%；ROE 10.9/18.1/17.0/9.1/6.0/8.0%
601699,2006,2007-04-30,boundary_pending,boundary,采矿业-煤炭开采和洗选业｜山西｜原煤开采洗选与煤焦冶炼,毛利率四年31.1~35.6%、ROE四年23.6~47.8%，两项水平不俗，煤矿资源属不可复制要素；但2006-09才上市满0年、可比历史仅四年，且ROE由47.8%降至38.6%、毛利率由35.6%降至31.1%系2006年募资摊薄（BPS由3.37跳至5.74），摊薄后的稳态回报尚无数据验证。按§5.4.2(a)判boundary。,2003-2006毛利率34.4/33.6/35.6/31.1%；ROE 23.6/35.2/47.8/38.6%；BPS 3.37→5.74
000960,2006,2007-04-30,boundary_pending,fin,制造业-有色金属冶炼和压延加工业｜云南｜有色金属贵金属及矿产品批发零售,ROE 2001-2003三年仅0.1~3.9%（2002年几乎为零），2004年跳至24.5%后又逐年降至2006年12.3%；毛利率十一年在13.8%~22.3%间波动、2006年降至15.8%。回报随有色价格摆动且2006年已明显回落。行业非绝望。,2001-2006 ROE 1.3/0.1/3.9/24.5/17.6/12.3%；毛利率14.1/13.8/15.9/22.3/20.1/15.8%
600196,2006,2007-04-30,boundary_pending,fin,制造业-医药制造业｜上海｜生物化学产品与试剂制造,毛利率十一年由45.2%降至21.7%（降23.5pp）、ROE由2000年15.8%降至2006年10.1%，2005年更低至6.9%；营收由0.9亿增至40.8亿（45倍）而净利仅由0.06亿增至2.58亿。规模扩张以摊薄毛利为代价，说明增量来自低毛利的商业分销。行业非绝望。,2000-2006毛利率45.2/38.3/35.2/27.4/31.9/30.5/21.7%；ROE 15.8/11.2/10.7/16.5/10.8/6.9/10.1%
600837,2006,2007-04-30,boundary_pending,boundary,金融业-资本市场服务｜上海｜证券经纪自营承销与保荐,1996-2000连续五年亏损（累计亏7.17亿）、净资产一度为负（BPS 1999年−7.73、2000年−8.79），2001年经重组后恢复；2001-2006 ROE 9.8~41.0%但随证券市场行情剧烈摆动（2002年9.8%、2004年41.0%）。重组后可比历史六年且回报不由自身能力主导。按§5.4.1第6条判boundary。,1996-2000净利−0.26/−1.10/−1.10/−4.02/−0.69亿、BPS −1.56/−7.73/−8.79；2001-2006 ROE 11.8/9.8/21.7/41.0/25.0/23.2%
002091,2006,2007-04-30,boundary_pending,fin,批发和零售业-批发业｜江苏｜国内贸易与服装鞋帽针纺织品生产,毛利率四年仅7.0~9.2%、净利率2.3%，ROE 24.0~37.4%的高位来自BPS仅2.55~4.07的低净资产基数；营收四年由22.9亿仅增至31.5亿、净利由0.70亿仅增至0.74亿几近停滞。且2006-12上市满0年。行业非绝望。,2003-2006毛利率7.3/7.0/7.2/9.2%；净利0.70/0.60/0.58/0.74亿；ROE 37.4/26.3/24.0/24.6%
002078,2006,2007-04-30,boundary_pending,boundary,制造业-造纸和纸制品业｜山东｜纸浆纸制品与包装材料制造,毛利率四年16.2~20.0%属造纸常态，ROE 27.2~43.2%的高位主要来自BPS仅2.80~4.96的低净资产基数（2006年募资后升至7.38、ROE即降至27.2%）；造纸产能由资金即可复制。且2006-11上市满0年、可比历史仅四年。按§5.4.2(a)判boundary。,2003-2006毛利率20.0/17.3/16.2/16.4%；ROE 43.2/32.4/32.6/27.2%；BPS 2.80/3.82/4.96/7.38
600102,2006,2007-04-30,boundary_pending,boundary,采矿业与钢铁｜山东｜发电供热与生铁钢锭钢材生产,1996-2005十年营收字段全部缺失、仅2006年有营收269.9亿，无法计算毛利率趋势；ROE在8.9%~21.8%间波动、2005年一度降至8.9%后2006年回升至14.7%。数据不完整且回报无稳定趋势。按§5.4.1第6条判boundary。,1996-2005营收字段缺失；ROE 21.8/—/18.9/14.9/10.8/13.3/16.4/8.9/14.7%
600001,2006,2007-04-30,boundary_pending,boundary,制造业-黑色金属冶炼和压延加工业｜河北｜钢坯钢材轧制与焦炭制造,1996-2005十年营收字段全部缺失；ROE由1998年18.7%单调降至2006年8.6%（连续下行，仅2004年小幅回升），净利十一年由4.95亿仅增至9.48亿而EPS由0.605降至0.358。数据不完整，但可见的回报趋势为持续下行。按§5.4.1第6条判boundary。,1996-2005营收字段缺失；ROE 18.7/16.6/13.8/11.0/8.1/9.0/11.9/10.9/8.6%；EPS 0.605/0.536/0.528/0.451/0.356/0.421/0.616/0.516/0.358
601666,2006,2007-04-30,boundary_pending,boundary,采矿业-煤炭开采和洗选业｜河南｜煤炭开采洗选深加工与销售,毛利率四年23.5~31.0%、ROE四年17.9~45.3%，煤矿资源属不可复制要素；但2006-11才上市满0年、可比历史仅四年，且毛利率由31.0%降至27.2%、ROE由45.3%降至33.2%（部分由募资摊薄，BPS由3.59跳至4.75）。且其毛利率明显低于本批另一家煤炭公司的51.4~60.5%，资源禀赋处于中游。按§5.4.2(a)判boundary。,2003-2006毛利率23.5/31.0/30.2/27.2%；ROE 17.9/45.3/42.0/33.2%；BPS 3.59→4.75
002081,2006,2007-04-30,boundary_pending,fin,建筑业-建筑装饰装修｜江苏｜建筑工程施工总承包与室内外装修,毛利率四年稳定在18.1~19.0%但绝对水平属装饰工程常态，ROE 31.8~54.4%的高位来自BPS仅1.49~2.40的低净资产基数（2006年募资后升至5.21）；净利四年由0.31亿仅增至0.67亿。装饰工程按招标定价、无准入门槛。且2006-11上市满0年。行业非绝望。,2003-2006毛利率19.0/18.2/18.1/18.2%；ROE 54.4/37.8/36.2/31.8%；BPS 2.40/1.49/2.15/5.21
600582,2006,2007-04-30,boundary_pending,boundary,制造业-专用设备制造业｜北京｜矿山机电产品与环保设备制造,毛利率八年由38.9%降至26.9%（降12.0pp）、ROE在8.4%~35.4%间大幅波动（2003年低至8.4%）；2006年营收由9.2亿跳至23.0亿（2.5倍）、ROE由18.2%跳至28.4%，单年跳升的来源无法从表内判断。按§5.4.1第6条判boundary。,1999-2006毛利率32.8/35.9/38.9/34.9/32.5/29.5/24.8/26.9%；ROE 35.4/34.8/10.3/8.4/12.1/18.2/28.4%
601872,2006,2007-04-30,boundary_pending,boundary,交通运输业-水上运输业｜上海｜国际船舶危险品运输与能源运输,毛利率四年37.5~54.0%在航运中属高位，油品与危险品运输需专门资质、构成一定准入；但2006年净利由13.44亿降至8.83亿（降34%）、ROE由33.2%降至19.4%、毛利率由54.0%降至45.5%，三项同时回落，且2006-12才上市满0年、可比历史仅四年。按§5.4.2(a)判boundary。,2003-2006毛利率37.5/52.1/54.0/45.5%；净利4.29/12.06/13.44/8.83亿；ROE 33.2/19.4%
600183,2006,2007-04-30,boundary_pending,fin,制造业-电子设备制造业｜广东｜覆铜板粘结片与电子级玻璃布制造,毛利率十一年在14.8%~27.2%间大幅波动（2001年低至15.0%、2005年15.5%、2006年19.8%），ROE同期在6.5%~28.7%间摆动；覆铜板成本随铜箔与树脂价格波动、售价随下游PCB景气波动，两端均无定价权。行业非绝望。,1998-2006毛利率14.8/23.3/27.2/15.0/19.3/18.2/23.6/15.5/19.8%；ROE 12.2/18.1/26.6/6.5/8.9/12.0/17.9/16.3/28.7%
002048,2006,2007-04-30,boundary_pending,fin,制造业-汽车制造业｜浙江｜汽车摩托车零配件与模具仪表制造,毛利率五年由35.4%降至20.2%（降15.2pp）、2005年ROE一度降至8.4%；2006年营收由3.9亿跳至15.9亿（4倍）、ROE回升至24.2%，但毛利率同时由21.0%微降至20.2%——规模跳增未带来单位盈利改善。零部件配套议价能力在下行。行业非绝望。,2002-2006毛利率34.6/35.4/31.4/21.0/20.2%；ROE 21.7/8.4/24.2%；2005→2006营收3.9→15.9亿
000422,2006,2007-04-30,boundary_pending,fin,制造业-化学原料和化学制品制造业｜湖北｜肥料生产与危险化学品包装,毛利率十一年由38.1%降至19.8%（降18.3pp）、ROE 2001-2003三年仅6.6~8.0%；2004-2006回升至12.7~15.7%与同期化肥价格上行同步。营收由2.2亿增至30.2亿（14倍）而毛利率反向下行。行业非绝望。,1998-2006毛利率38.1/25.8/13.5/19.8/19.2/19.5/20.0/16.8/19.8%；ROE 22.1/—/—/7.2/6.6/8.0/12.7/13.8/15.7%
600685,2006,2007-04-30,boundary_pending,fin,制造业-铁路船舶航空航天与其他运输设备制造业｜广东｜金属船舶与集装箱制造,2000年亏损7.40亿（ROE −73.4%），毛利率十一年在0.4%~15.5%的极低区间（2002年仅0.4%）；2006年ROE 30.8%与毛利率15.5%的回升与同期造船与集装箱景气上行同步，而1998-2004七年ROE仅0.1~6.6%。低毛利业务无保护。行业非绝望。,2000净利−7.40亿；1998-2006毛利率9.7/13.0/5.0/4.5/0.4/3.1/5.0/8.0/15.5%；ROE 1.4/0.1/−73.4/1.5/2.5/6.6/4.9/12.9/30.8%
600595,2006,2007-04-30,boundary_pending,fin,制造业-有色金属冶炼和压延加工业｜河南｜有色金属压延加工与冶炼,毛利率八年由40.2%降至16.3%（1999年40.2%为小规模基数下的水平，2000年起即降至20%以下），ROE在6.7%~21.0%间波动、2005年低至6.7%；2006年ROE 19.0%的回升与有色价格上行同步。加工费模式无定价权。行业非绝望。,1999-2006毛利率40.2/17.4/19.6/21.6/20.0/13.8/13.5/16.3%；ROE 21.0/12.4/10.7/10.8/6.7/19.0%
600008,2006,2007-04-30,boundary_pending,boundary,水的生产和供应业｜北京｜公用基础设施投资与污水处理,1998-2005八年中净利长期数倍于营收（1998年营收1.7亿而净利4.00亿、2004年营收3.1亿而净利4.90亿），说明利润几乎全部来自权益法投资收益而非自身经营；ROE 2000-2006仅9.3~13.8%且逐年下行。主体经营内容与底层资产的护城河无法从表内判断。按§5.4.1第6条判boundary。,1998-2005营收1.7/1.6/1.7/1.8/2.0/2.3/3.1/4.7亿对净利4.00/3.92/4.19/4.82/4.61/0.67/4.90/4.82亿；ROE 13.8/11.8/11.1/—/11.7/10.9/9.3%
002056,2006,2007-04-30,boundary_pending,boundary,制造业-电气机械和器材制造业｜浙江｜磁性材料与电子元器件制造,毛利率四年稳定在29.5%~33.6%、ROE四年18.5~22.9%，两项均稳定且水平不俗；但2006-08才上市满0年、可比历史仅四年，且2006年ROE由22.9%降至18.7%系募资摊薄（BPS由3.56跳至6.09），摊薄后的稳态回报尚无数据验证。按§5.4.2(a)判boundary，待再积累两个年度。,2003-2006毛利率33.6/31.0/31.4/29.5%；ROE 18.5/19.1/22.9/18.7%；BPS 3.56→6.09
601588,2006,2007-04-30,boundary_pending,fin,房地产业｜北京｜物业管理写字楼公寓出租与房地产开发,ROE四年仅4.3~6.8%，从未突破7%；毛利率28.0~41.5%属持有型物业常态但完全未转化为股东回报，营收四年由23.3亿增至28.4亿（22%）而净利由2.27亿仅增至3.39亿。且2006-10上市满0年。行业非绝望。,2003-2006 ROE 5.3/4.3/5.0/6.8%；净利2.27/1.91/2.09/3.39亿；毛利率28.0/32.6/29.6/41.5%
600299,2006,2007-04-30,boundary_pending,fin,制造业-食品制造业｜北京｜项目投资与技术开发,毛利率十年在13.5%~21.6%的低位、2006年降至13.5%，ROE 2001-2003三年仅6.4~6.9%；营收由2.4亿增至52.1亿（22倍）而净利仅由0.27亿增至2.06亿，且2006年净利较2005年下降5%而营收翻倍。规模扩张以摊薄毛利为代价。行业非绝望。,1997-2006毛利率20.4/20.2/19.4/19.8/16.7/15.2/15.0/15.5/21.6/13.5%；ROE 22.4/9.9/6.4/6.4/6.9/10.1/—/17.3%
002075,2006,2007-04-30,boundary_pending,fin,制造业-黑色金属冶炼和压延加工业｜江苏｜黑色金属冶炼加工与国内贸易,毛利率四年由8.9%单调降至5.3%——绝对水平在本批全部钢铁公司中最低，ROE 12.3~17.7%来自BPS仅1.52~3.15的低净资产基数；营收四年由8.7亿增至30.6亿（3.5倍）而净利仅由0.19亿增至0.50亿、净利率1.6%。且2006-10上市满0年。行业非绝望。,2003-2006毛利率8.9/8.2/7.1/5.3%；ROE 12.3/17.0/17.7/15.8%；净利0.19/0.31/0.38/0.50亿
600357,2006,2007-04-30,boundary_pending,boundary,制造业-钒钛与钢铁产品｜河北｜钒渣钒铁合金钛精矿与带钢生产,1999-2005七年营收字段全部缺失、仅2006年有营收84.1亿；ROE 2000-2002三年仅7.3~8.7%，2003年起升至14.7~15.9%但2005年又降至10.2%。虽经营范围含钒钛资源产品，但数据不完整且回报无稳定趋势。按§5.4.1第6条判boundary。,1999-2005营收字段缺失；ROE 8.6/8.7/7.3/14.7/15.9/10.2/15.6%；净利0.57/0.73/0.76/0.82/2.28/2.77/1.94/3.07亿
601001,2006,2007-04-30,boundary_pending,boundary,采矿业-煤炭开采和洗选业｜山西｜煤炭洗选与矿山机械制造,毛利率四年51.4%~60.5%——在本批三家煤炭公司中最高，与2002档已入选的一家煤炭公司（七年53.4~58.8%）处同一档次，指向优质煤种与低开采成本；ROE四年19.5~32.8%。**但2006-06才上市满0年、可比历史仅四年**，且2006年ROE由32.8%降至20.3%系募资摊薄（BPS由2.56跳至4.05），摊薄后的稳态回报尚无数据验证。按§5.4.2(a)次新股披露不足判boundary，**待2008年后再积累两年数据复判**。,2003-2006毛利率60.5/55.9/56.0/51.4%；ROE 19.5/29.9/32.8/20.3%；BPS 2.56→4.05；净利2.26/3.87/4.49/4.92亿
002082,2006,2007-04-30,boundary_pending,fin,制造业-医药制造业｜浙江｜药品与医疗器械生产,毛利率四年由12.5%崩至3.3%——在医药制造中属极端异常的低位，说明其业务实质为药品流通而非生产；营收四年由4.2亿暴增至37.4亿（8.9倍）而净利仅由0.20亿增至0.33亿、净利率0.9%。且2006-11上市满0年。行业非绝望。,2003-2006毛利率11.2/12.5/6.0/3.3%；营收4.2/5.4/11.7/37.4亿；净利0.20/0.26/0.21/0.33亿
000767,2006,2007-04-30,boundary_pending,fin,电力、热力生产和供应业｜山西｜电力与热力生产销售,毛利率十一年由33.2%降至15.8%（2005年低至13.9%）、ROE 2000-2005六年仅6.0~12.8%；2006年ROE 17.7%的回升伴随BPS由2.27降至1.95（分红或减资），非经营改善。受管制发电既无定价权也无成本保护。行业非绝望。,1999-2006毛利率33.2/27.9/20.4/25.1/30.3/22.5/13.9/15.8%；ROE 10.1/10.0/6.0/11.5/11.5/12.8/17.7%
002085,2006,2007-04-30,boundary_pending,fin,制造业-汽车制造业｜浙江｜汽车铝合金车轮及零部件制造,毛利率四年由27.7%单调降至12.6%（降15.1pp）、ROE由58.9%降至16.3%；营收四年由5.3亿增至15.3亿（2.9倍）而净利由0.91亿降至0.57亿——规模三倍而利润反降37%，是整车降价向零部件传导的典型形态。且2006-11上市满0年。行业非绝望。,2003-2006毛利率27.7/20.6/15.1/12.6%；净利0.91/0.91/0.55/0.57亿；ROE 58.9/38.4/20.7/16.3%
600308,2006,2007-04-30,boundary_pending,fin,制造业-造纸和纸制品业｜山东｜纸浆纸制品与专用化学产品制造,毛利率十年稳定在24.4%~30.1%（2006年26.1%），ROE 2001-2006六年8.1~15.7%但从未突破16%；净利十年由0.47亿增至4.24亿主要由营收12倍带动。造纸产能由资金即可复制，稳定的毛利率反映的是行业格局而非公司壁垒。按§5.4.1第4条存疑不放入。,1997-2006毛利率38.0/29.5/30.1/28.7/27.6/29.4/28.4/24.4/25.6/26.1%；ROE 15.2/8.1/12.2/12.9/13.4/14.9/15.7%
