security_code,security_name,quality_tier,carrier,carrier_fact,replication_test,quant_support,quant_note,peer_anchor,erosion,erosion_path,verdict,confidence,reason,sources,evidence_status,industry,roe_median,roe_pctl_median,roe_years_ge15,_batch
688281,华秦科技,L3,客户锁定＋定价权,中高温隐身材料型号定型独供，公司披露国内无技术水平与产业化相当的竞争者（佳驰主攻常温、光启为超材料结构件）；前五大客户占比 89.3%(2022)→95.1%(2023)；毛利 43-47%；保密资质+型号定型以年计；2026H1 营收 7.34 亿(+42%),pass,partial,FY2018-2025 ROE 中位 10.5、≥15% 3 年（2018/2020/2021），2022-25 为 11.5/8.4/9.4/6.6；分位中位 67；毛利 60.2→54.3（2025 43.4）；营收 CAGR 59%；OCF/NI 0.92；低 ROE 结构性原因：2022 IPO 净现金约占内在价值 1/3＋募投产能投入期,与佳驰科技双寡（佳驰常温/成飞系、毛利 67-77%；华秦中高温/多主机厂、毛利 43-47%）；2026H1 华秦 +42% 而佳驰 −6.5%，型号绑定不同；校准文档 nonmetal-new-materials 保留,medium,毛利 2019 起由 60% 降至 43%（军品审价）；单一体系客户集中 95%；新旧型号切换期配套量波动,维持,medium,载体为隐身材料型号定型独供（认证锁+保密资质），前五客户 95% 且无同水平国内竞争者。ROE 2022 后 7-11% 系 IPO 现金与募投投入期，毛利仍 43%+；2026H1 营收 +42%。,data/interim/moat_audit_2026-09-07/batch_10_input.json ; data/companies/688281_华秦科技/README.md ; docs/peer-group-calibration/a-share-nonmetal-new-materials.md ; https://www.chinabaogao.com/detail/733683.html ; https://www.jiemian.com/article/11070292.html,external_verified,制造业,10.45,67.0,3,batch_10.jsonl
688981,中芯国际,L3,稀缺资源＋成本优势,2025 年报：销售 93.3 亿美元(+16.2%)，全球代工第二、中国大陆第一，产能利用率 93.5%；本土唯一 7nm 级量产厂（DUV 多重曝光）；折旧摊销 38.1 亿美元占营收 40.9%；设备出口管制使境外代工对国产先进芯片客户不可用,pass,no,FY2017-2025 ROE 中位 4.3、最高 10.3(2021)、≥15% 0 年；分位中位 36；毛利 22.9→25.9（2025 21.6）；营收 CAGR 15.4%、归母 19.1%；OCF/NI 4.61；结构性原因：折旧占营收 41%、资本开支约 75 亿美元/年接近营收 80%，战略产能投入期,判例 9：华虹为成熟制程过剩产能、无先进制程稀缺性；对照台积电（ROE 25%+）：中芯技术落后两代以上但在国产客户处不可替代,medium,无 EUV 下先进制程良率与成本劣势固化；成熟制程全球过剩压价（毛利 21.6%）；资本开支持续压制 ROE,维持,medium,载体为出口管制下国产先进制程唯一来源（本土唯一 7nm 级量产、全球代工第二、稼动率 93.5%），替代客观不可能。十年 ROE≤10% 系折旧占营收 41%、资本开支≈营收 80% 的战略投入期。,data/interim/moat_audit_2026-09-07/batch_10_input.json ; data/companies/688981_中芯国际/README.md ; docs/peer-group-calibration/a-share-integrated-circuit.md ; https://www.cls.cn/detail/2325992 ; https://static.cninfo.com.cn/finalpage/2026-03-27/1225037057.PDF,external_verified,制造业,4.26,36.0,0,batch_10.jsonl
000063,中兴通讯,L2,客户锁定,电信设备全球四寡头之一、国内第二（华为未上市）；5G 专利池与自研芯片；运营商集采为单一买方；但净利率约 4%、2026H1 毛利 32.5→25.5%、每股经营现金流 −0.03；2016/2018 制裁年亏损,pass,no,ROE 中位 12.3、最低 −26.1（2018）、≥15% 仅 3 年；亏损 2 年；毛利首末五年 32.6→36.4，2025 为 30.3；营收 CAGR 2.9%、归母 CAGR 5.8%；OCF/NI 1.58；2026H1 ROE 3.65,对照烽火通信（国内第四）：中兴回报更高；对照华为（国内第一、份额约 2 倍）：全面覆盖；对照爱立信/诺基亚：同为低回报寡头——格局固化未带来超额回报,n/a,运营商资本开支下行；华为全面覆盖；服务器低毛利稀释；地缘制裁,降 boundary_pending,medium,四寡头格局真实但未转化为回报：十一年 ROE ≥15% 仅 3 年、两年亏损、中位 12.3%、净利率约 4%、营收 CAGR 2.9%；运营商单一买方下 ROE 不稳定，客户集中口径不满足；2026H1 毛利 −7pp、经营现金流转负。,data/interim/moat_audit_2026-09-07/batch_01_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/000063_中兴通讯/README.md ; docs/peer-group-calibration/a-share-communication-transmission.md,repo_only,制造业,12.28,66.0,3,batch_01.jsonl
000425,徐工机械,L2,成本优势,2026 全球工程机械第三（销售额 143.68 亿美元）、起重机全球第一、品类最全；但净利率约 6.6%、ROE 十一年中位 9.8%、门类分位中位 51；行业多寡头同质竞争、无定价权,doubtful,no,ROE 中位 9.8、最低 0.3（2015）、≥15% 仅 1 年（2021）；门类分位中位 51、最低 8；毛利首末五年 18.6→21.5；归母 CAGR 60.9%（极低基数）；OCF/NI 1.62；2026H1 归母 −9.1%,对照三一重工（同档锚）：净利率 6.6% vs 9.5%、国际化效率低一档；对照中联重科：位置相近；「全球第三」未带来高于同业的回报,n/a,行业同质竞争无定价权；国企应收与回款质量；对照三一效率差距,降 boundary_pending,high,规模（全球第三、起重机第一）未转化为六项之一：净利率约 6.6%、十一年 ROE 中位 9.8%、≥15% 仅 1 年、门类分位中位 51 与制造业中位持平；多寡头同质竞争无定价权，分层表自认「测试部分通过」即存疑。,data/interim/moat_audit_2026-09-07/batch_01_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/000425_徐工机械/README.md ; docs/peer-group-calibration/a-share-construction-machinery.md,repo_only,制造业,9.83,51.0,1,batch_01.jsonl
000951,中国重汽,L2,品牌渠道锁（海外 KD 厂与服务网络）＋成本优势（规模）,集团重卡出口连续 21 年国内第一、2025 年超 15 万辆、占我国重卡出口 50% 以上，37 座 KD 组装厂/千余营销网点；A 股公司 2025 年销量 17.39 万辆（+30.8%）、出口占近五成；但 2025 年毛利率 7.8%（十年 10.0→7.5%），新能源重卡 2025 年徐工 3.54 万、三一 3.36 万、解放 3.24 万居前三，重汽 1.79 万第四,doubtful,no,ROE 中位 9.85、最低 1.55、≥15% 仅 3 年（2017/2019/2020 景气顶），分位中位 64、≥80 仅 1 年；毛利首末五年 10.0→7.5；归母 CAGR 19.6；OCF/NI 中位 1.96。高于一汽解放（2025 ROE 2.7、毛利 7.0）但低于潍柴（中位 13.7）,对照一汽解放（整车同业）出口差异化使回报高一档；对照潍柴动力（发动机环节）议价与毛利低一档；三一 2018 年进入、7 年内在新能源段跻身前二，说明整车环节新进入者可在 5~7 年越过,high,新能源重卡由徐工/三一/远程等新进入者主导；出口竞争对手（陕汽/解放/福田）出口增速更快；国内重卡周期,降 boundary_pending,medium,唯一难买要素是 21 年出口第一的海外服务网络（品牌渠道锁），但十年毛利 10.0→7.5%、ROE 中位 9.85% 未转化为定价权或超额回报；三一/徐工 7 年内在新能源重卡越过重汽，复制测试存疑，存疑不留。,data/interim/moat_audit_2026-09-07/batch_02_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/000951_中国重汽/README.md ; docs/peer-group-calibration/a-share-commercial-vehicles.md ; data/raw/financials/2025-12-31.csv ; https://finance.sina.com.cn/roll/2025-12-18/doc-inhcfepm8577566.shtml ; https://caifuhao.eastmoney.com/news/20260328214600033131720 ; https://www.yunshuren.com/article-60734.html ; https://www.sohu.com/a/914504399_120774496,external_verified,制造业,9.85,64.0,3,batch_02.jsonl
002130,沃尔核材,L2,客户锁定（认证锁）＋能力锁,高速铜缆 2024 全球第二（约 25%，前五家合计 87%，唯一中国厂商），224G 批量交付英伟达/谷歌；但 2025 高速通信线收入 10.17 亿仅占营收 84.51 亿的 12%，通信线缆合计 25.51 亿；基本盘热缩材料分散、毛利约 30%,doubtful,partial,ROE 中位 15.0、最低 0.75（2018）、≥15% 共 6 年但集中在 2021-25；2016-19 年 ROE 0.8~7.7%（分位 11~38）；毛利首末五年 31.7→32.0 持平；归母 CAGR 7.2%；OCF/NI 1.1,对照安费诺/立讯（线缆自供、组装端）：沃尔为裸线供应商而非组件平台；对照华丰科技（连接器侧）互补。高速线全球第二为实位，但立讯/兆龙互连正在切入，认证周期 2~3 年可压,high,机柜内互连铜→光/CPO 路线切换；AI 资本开支周期；立讯垂直整合与兆龙等国产追赶；基本盘热缩材料回报平庸,降 boundary_pending,medium,高速铜缆全球第二（2024约25%）、224G批量交付英伟达，但2025高速通信线收入10.17亿仅占84.51亿的12%；2016-19年ROE 0.8~7.7%，超额回报仅始于AI景气，铜/光路线可切换，复制测试存疑。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; https://finance.sina.com.cn/stock/aigc/stockfs/2026-03-31/doc-inhswttx9226835.shtml ; https://caifuhao.eastmoney.com/news/20260602205356245899940 ; https://finance.sina.com.cn/stock/relnews/cn/2025-01-09/doc-ineeixvc3240910.shtml,external_verified,制造业,15.0,69.0,6,batch_03.jsonl
002158,汉钟精机,L2,能力锁（可靠性与售后体系）,螺杆压缩机销售额约 19 亿、市占约 12%，非主导份额；光伏长晶/电池片真空泵份额高但该市场 2025 崩塌（营收 29.27 亿 −20.35%、归母 4.69 亿 −45.66%）；半导体真空泵 Edwards/Ebara 合计约 80%，公司仍在验证,doubtful,no,ROE 中位 12.65、最低 10.32、≥15% 共 5 年全部在 2020-24（光伏景气）；2015-19 年 10.3~12.7%（分位 45~56）；2025 回落 11.0；毛利首末五年 35.0→36.5；归母 CAGR 11.6%；OCF/NI 1.22,对照中科仪（干泵）同处真空泵国产化但汉钟工业基本盘更大；对照比泽尔/冰轮（螺杆压缩机）汉钟约 12% 份额无定价权；对照 Edwards 半导体级差距明确,high,光伏真空泵需求崩塌已兑现；热泵/冷链周期；半导体真空泵对 Edwards 差距,降 boundary_pending,high,螺杆压缩机市占约12%非主导；光伏真空泵份额高但2025营收-20.4%、归母-45.7%；半导体真空泵Edwards/Ebara占约80%。2015-19年ROE 10~13%（分位45~56），2020-24年超额回报系光伏景气。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; https://www.fxbaogao.com/detail/5376362 ; https://zhuanlan.zhihu.com/p/643779210 ; https://file.finance.qq.com/finance/hs/pdf/2025/04/26/1223303172.PDF,external_verified,制造业,12.65,69.0,5,batch_03.jsonl
002223,鱼跃医疗,L2,品牌渠道锁,制氧机连续 12 年全网销量第一、2006 年起国内领先；电子血压计 2024 销量超 1000 万台为国内第一品牌（欧姆龙按金额仍占约 50%）；可孚医疗 2025 营收 33.87 亿/归母 3.72 亿，规模为鱼跃约 40%。但 2024 制氧机/呼吸机收入 −22.42%（集采与进口冲击、电商买一送一清库存）,doubtful,partial,ROE 中位 14.82、最低 11.37、≥15% 共 5 年（其中 2020-23 四年为疫情需求）；疫情前 2016-19 年 11.4~14.3%（分位 49~60），2025 回落 11.42；毛利首末五年 40.0→49.7 上行；归母 CAGR 15.1% 但 2021-25 归母 14.82→14.82 零增长；OCF/NI 1.01,对照可孚医疗（单品类，ROE 约 8~9%）鱼跃规模与盈利领先但增速更低；对照欧姆龙（血压计按金额约 50%）鱼跃为国产第一而非市场第一；高端器械校准组已明确剔除、家用组未校准,high,制氧机/呼吸机集采与进口品牌冲击；线上白牌与小米生态链；CGM 竞争；ROE 19.2→11.4 五年单调下滑,降 boundary_pending,medium,载体仅品牌渠道锁（制氧机12年全网销量第一、血压计年销千万台）；疫情前2016-19年ROE 11~14%（分位49~60），2025回落至11.4%，2024制氧机/呼吸机收入-22.4%、集采下买一送一清库存，回报平庸无结构性原因。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; docs/peer-group-calibration/a-share-medical-device.md ; https://static.cninfo.com.cn/finalpage/2025-04-26/1223316577.PDF ; https://mp.ofweek.com/medical/a356714336597 ; https://news.qq.com/rain/a/20260311A02D3R00,external_verified,制造业,14.82,79.0,5,batch_03.jsonl
002273,水晶光电,L2,能力锁（镀膜工艺）＋客户锁定（苹果认证，非平台）,红外截止滤光片 2023 全球市占 21% 为第一但非垄断（市场约 60 亿）；微棱镜为苹果第一大供应商且仅用于高端机型；光学元器件 24H1 收入占比 46.9%；定价与创新节奏由大客户主导,doubtful,no,ROE 中位 9.1、最低 6.71、≥15% 共 0 年；分位中位 51（2021 年 33）；毛利首末五年 29.4→28.2 持平；归母 CAGR 22.9% 但 ROE 未随之抬升；OCF/NI 1.3,对照蓝思/歌尔（苹果链，防3 判 boundary）：滤光片品类集中度更高；对照法拉/华明（元件垄断组，毛利 50%+、ROE 15~22%）定价权明显弱；对照舜宇/欧菲光镀膜产能可竞争,high,苹果链集中与可替换性；光学创新节奏由大客户主导；AR 期权兑现遥远,降 boundary_pending,high,红外截止滤光片全球份额21%（2023）为第一但非垄断，微棱镜为苹果第一供应商；十年ROE中位9.1%、无一年≥15%、分位中位51，毛利28~31%持平，定价由大客户主导，无超额回报亦无结构性原因。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; https://pdf.dfcfw.com/pdf/H3_AP202406131636081279_1.pdf ; https://www.foundersc.com/u/cms/www/ZX/20231020/1f9bf6b65d0948b0bb67bc2a8b8c60b4.pdf,external_verified,制造业,9.1,51.0,0,batch_03.jsonl
002409,雅克科技,L2,客户锁定（前驱体晶圆厂认证，经 UP Chemical 并购获得）,2025 营收 86.11 亿(+25.5%)：前驱体 21.11 亿(+8.0%、毛利 44.79%、稼动率 59.31%) 仅占 24.5%；光刻胶及配套 19.60 亿（韩国先科分销 17.23 亿）、电子特气 4.17 亿、硅微粉 2.88 亿，其余为 LNG 保温板材等；前驱体客户集中于三星/海力士,doubtful,no,ROE 中位 6.89、最低 2.25、≥15% 共 0 年；分位中位 34、2025 年 85（12.6%）；毛利首末五年 26.7→30.2；归母 CAGR 27.2% 由并购并表驱动、并购溢价摊薄净资产回报；OCF/NI 1.02,对照南大光电（MO 源/特气，品类小）前驱体环节国内无对手为实位；但护城河只在子公司层面，公司为并购拼盘（LNG 保温/阻燃剂/分销）；对照鼎龙股份（CMP 垫，ROE 更高、纯度更高）,high,业务混杂稀释纯度；并购商誉；韩系客户集中与其资本开支周期；前驱体稼动率不足六成,降 boundary_pending,medium,前驱体2025收入21.11亿仅占86.11亿的24.5%（毛利44.8%、稼动率59.3%），其余为光刻胶分销、LNG保温等；十年ROE中位6.9%、无一年≥15%、分位中位34，并购溢价摊薄回报。护城河仅在子公司，公司层面复制存疑。,data/interim/moat_audit_2026-09-07/batch_03_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; https://static.cninfo.com.cn/finalpage/2026-04-28/1225216876.PDF ; https://finance.sina.com.cn/wm/2026-05-09/doc-inhxhcxm1639959.shtml ; https://www.sohu.com/a/1028890569_122014422,external_verified,制造业,6.89,34.0,0,batch_03.jsonl
002484,江海股份,L2,成本优势,国内铝电解电容份额约 7.6%（2023，前瞻），与艾华 6.8% 同处第一梯队，市场高度分散；高端由尼吉康/贵弥功/红宝石把持；无配方、牌照或份额垄断，可指事实仅「国产第一梯队」,doubtful,no,ROE 中位 10.19、最低 6.26、≥15% 共 0 年（最高 14.4）；分位中位 47；毛利首末五年 26.3→25.5；归母 CAGR 18.0%；经营现金流÷净利中位 0.80；2021-25 归母 4.35-7.07 亿近零增长,对照法拉电子（薄膜电容全球第一，ROE 十一年 17.9-27.2）：同为电容器，法拉的载体已持续转化为超额回报，江海从未≥15%；对照艾华（ROE 16→6.9）同样平庸，国产铝电解电容整体无定价权,,日系高端差距、电极箔成本周期、超容商业化节奏,降 boundary_pending,high,国内份额约 7.6% 仅为分散市场第一梯队，高端在日系手中；十一年 ROE 最高 14.4%、中位 10.2%、分位 47，毛利十年不动，无重资产低谷或投入期等结构性解释，载体未转化为超额回报。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002484_江海股份/README.md ; docs/peer-group-calibration/a-share-electronic-components.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://bg.qianzhan.com/trends/detail/506/241216-0c9ece18.html ; https://www.qianzhan.com/analyst/detail/220/241015-caefa6e9.html,external_verified,制造业,10.19,47.0,0,batch_04.jsonl
002683,广东宏大,L2,稀缺资源,工业炸药产能70.15万吨（含雪峰科技）「位居全国前列」而非第一；2025收入203.7亿中矿山开采144.4亿占70.9%、民爆器材仅29.9亿占14.7%、能化11.4%、防务2.3%；公司自述行业「产品同质化高、全国总产能利用率不足」，2025行业炸药产销−3.1%；并购后每股净负债18.49、2026H1每股经营现金流−1.20（2026H1经营评述、2025分部）,doubtful,no,ROE中位8.83、最低2.49(2016)、≥15%共0年，2023-25为11.6/12.4/14.2含并购杠杆；采矿分位中位53、≥80共0年；毛利首末五年20.8→20.4；归母CAGR 25.2；经营现金流÷净利中位2.36（2026H1转负）,易普力（中国能建系，民爆产能相近，未入池）、江南化工（未入池）；矿服对照金诚信（professional-engineering direct watch）——「双一级」资质公司有6家子公司持有，同业亦多家,high,债务并购整合（雪峰、永生化工）与高杠杆；军品订单波动；民爆行业缩量,降 boundary_pending,medium,牌照载体只覆盖民爆14.7%收入，主业矿服70.9%为执行型服务且资质多家持有；牌照可经并购购买（公司即以此扩张）；十年ROE中位8.8%、无一年≥15%，2025 14.2%靠并购杠杆（每股净负债18.5、26H1现金流转负）。,data/interim/moat_audit_2026-09-07/batch_11_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002683_广东宏大/README.md ; docs/peer-group-calibration/a-share-civil-explosives.md ; 东财 F10 经营分析/核心题材（emweb.securities.eastmoney.com/PC_HSF10，2026H1 经营评述与 2025 分部）,external_verified,采矿业,8.83,53.0,0,batch_11.jsonl
002837,英维克,L2,客户锁定,机房温控/液冷国内收入最高（2024 45.89 亿），Coolinside 全链条方案，客户含字节/腾讯/阿里/百度；但毛利率 35.8%（2015-19 均值）→27.9%（FY2025）→24.9%（2026H1）四年连降，2026Q1 净利率 1.2%，2026H1 营收 +17% 归母 −14%；竞争者申菱/高澜/同飞/依米康/曙光数创/维谛/台达均在场,doubtful,partial,ROE 中位 14.14、最低 11.92、≥15% 共 5 年；分位中位 74；毛利首末五年 35.8→29.1；营收 CAGR 30.6%；经营现金流÷净利中位 0.66；净利率 9.9%（2023）→8.9%（2025）→1.2%（2026Q1）,对照申菱环境（ROE 13-15→5-8）、高澜（跌至负）：英维克回报为国内组内最高，差异化在全链条方案；但对照维谛/台达等国际厂与服务器厂自带液冷，格局未固化，客户多源采购压价,,液冷路线未定（冷板/浸没）；超大客户多源采购压价；AI 资本开支周期,降 boundary_pending,medium,温控无牌照/稀缺要素，认证周期 1-2 年，维谛/台达/申菱/曙光数创等均在场；营收年增 30% 的同时毛利 35.8→24.9 四年连降、2026Q1 净利率 1.2%，放量不带定价权，复制测试存疑。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002837_英维克/README.md ; docs/peer-group-calibration/a-share-other-special-machinery.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列） ; https://www.chinabaogao.com/detail/750857.html ; https://www.21jingji.com/article/20250822/herald/a13e3c01716b729f5233134f027164af.html,external_verified,制造业,14.14,74.0,5,batch_04.jsonl
002906,华阳集团,L2,客户锁定,HUD 国内市占 23.4% 第一、首家出货破 200 万套（上轮外证）；但 ROE 十一年从未≥15%、中位 9.5%，毛利 22.0→20.9→18.4（FY2025）→16.8（2026H1），2025 营收 +24% 归母仅 +6.6%；座舱域控被德赛西威覆盖，分层表自认「测试部分通过」,doubtful,no,ROE 中位 9.48、最低 0.48（2018）、≥15% 共 0 年；分位中位 47；毛利首末五年 22.0→20.9；归母 CAGR 15.7%；经营现金流÷净利中位 1.10,对照德赛西威（座舱域控 15.6% 第一，ROE 21.7 vs 华阳 11.7、毛利 19.1 vs 16.8）：华阳在同一客户群里是低一档的价格接受者；HUD 品类华为/泽景/水晶光电 2-3 年内进入,,车企年降、HUD 竞争者进入、域控被德赛压制,降 boundary_pending,high,HUD 23.4% 第一属实，但十一年 ROE 从未≥15%、中位 9.5%，毛利四年连降至 16.8%，营收 +24% 归母仅 +6.6%，无重资产低谷等结构性解释；份额未转化为定价权，对照德赛低一档。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/002906_华阳集团/README.md ; docs/peer-group-calibration/a-share-auto-parts.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列）,repo_only,制造业,9.48,47.0,0,batch_04.jsonl
300308,中际旭创,L2,客户锁定,光模块全球出货第一、800G/1.6T 份额领先属实（分层表与档案口径）；但 2019-22 ROE 8.3/11.7/10.0/10.3 低于新易盛 17.2/31.7/17.9/20.7，2025 ROE 43.8 亦低于新易盛 72.8、与天孚 41.9 相当；剑桥科技/华工正源 2-3 年内进入 800G 供应,doubtful,no,ROE 中位 10.28、最低 1.02（2015-16 为并购前壳公司）、≥15% 共 3 年（2023-25）；分位中位 53、2019-22 分位 40-60；毛利首末五年 27.8→32.7、FY2025 42.0；归母 CAGR 113%；经营现金流÷净利中位 1.02,对照新易盛（同一客户群、规模更小）：2019-2025 每一年 ROE 都高于中际；对照光迅（8-11）中际略高。份额第一未带来高于同业的回报，超额回报仅出现于 2024-25 AI 资本开支景气,,每代产品价格年降；云厂集中与多源采购；CPO/光电共封装路线切换,降 boundary_pending,medium,出货全球第一属实，但载体仅为能力锁：2019-22 ROE 8-12% 逐年低于新易盛 17-32%，2025 43.8% 仍低于新易盛 72.8%，份额第一十年未转化为高于同业的回报；当前超额回报系 AI 景气。,data/interim/moat_audit_2026-09-07/batch_04_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300308_中际旭创/README.md ; docs/peer-group-calibration/a-share-communication-transmission.md ; data/archive/completed-queues/evidence_review_log.md ; data/raw/financials/<FY>-12-31.csv（同业 ROE 序列）,repo_only,制造业,10.28,53.0,3,batch_04.jsonl
300346,南大光电,L2,定价权,MO 源全球份额 40%+、电子级磷烷/砷烷国内第一大供应商（曾占 75%）；2025 年前驱体材料(含MO源)收入 7.1 亿、毛利 50.9%，特气收入 15.4 亿、毛利 36.7%（2024 39.9%）；ArF 光刻胶 2017 年起投入至今未成利润来源；FY2015-2025 ROE 从未 ≥15%,doubtful,no,ROE 中位 6.9、最低 0.6（2016）、≥15% 共 0 年，门类分位中位 34；毛利首末五年 46.3→42.5；归母 CAGR 21.8；OCF/NI 中位 2.39；2025 ROE 9.2,对照华特气体/金宏气体（特气 ROE 10-15%）与安集/鼎龙/雅克（材料垄断组锚）：南大特气毛利 36.7% 与华特同级无溢价，十年 ROE 低于全部锚点,n/a,n/a,降 boundary_pending,medium,MO源全球40%+、磷烷砷烷国内第一是真寡头，但十年ROE中位6.9%、无一年≥15%，特气毛利36.7%与华特同级无溢价；寡头地位未转化为超额回报，光刻胶投入期已逾八年不足以解释。,data/interim/moat_audit_2026-09-07/batch_05_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300346_南大光电/README.md ; data/archive/completed-queues/evidence_review_log.md ; docs/peer-group-calibration/a-share-semiconductor-materials.md ; https://www.nbd.com.cn/articles/2024-05-10/3384508.html ; https://www.yicai.com/news/101271160.html ; https://datacenter.eastmoney.com/securities/api/data/v1/get?reportName=RPT_F10_FN_MAINOP&columns=ALL&filter=(SECUCODE%3D%22300346.SZ%22),external_verified,制造业,6.9,34.0,0,batch_05.jsonl
300435,中泰股份,L2,客户锁定,载体仅公司自述「板翅式换热器国内领先」「石化深冷工艺段国内有成功运行业绩的两家之一」，无份额/认证周期数字；2025收入设备51%/城燃43%/气体6%；2024因中邑燃气商誉减值3.24亿致归母−0.78亿（中邑销气量−23%、顺价不畅、村村通应收坏账）,doubtful,no,ROE中位8.92、最低−2.54(2024)、≥15%仅2015一年；分位中位67、≥80共2年；毛利首末五年28.3→20.8（城燃稀释）；亏损年1；经营现金流÷净利中位1.11,杭氧股份（空分设备+气体运营，规模约十倍，未入池）；四川空分/开封空分/中船711同持压力容器与深冷设计资质——「两家之一」仅指石化深冷工艺段,high,城燃板块（43%收入）顺价与需求萎缩、商誉再减值；深冷设备随煤化工/LNG项目周期,降 boundary_pending,high,载体只有「国内领先/两家之一」自述，无份额与认证锁事实；压力容器资质与深冷设计杭氧等同业皆有；十年ROE中位8.9%、仅1年≥15%，2024因中邑燃气商誉减值3.24亿转亏——回报平庸且无硬载体。,data/interim/moat_audit_2026-09-07/batch_11_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300435_中泰股份/README.md ; docs/peer-group-calibration/a-share-gas-utilities.md ; https://news.qq.com/rain/a/20250418A05FOX00 ; https://finance.sina.com.cn/stock/stockzmt/2025-04-22/doc-inetzras7731584.shtml ; 东财 F10 经营分析/核心题材（emweb.securities.eastmoney.com/PC_HSF10，2026H1 经营评述与 2025 分部）,external_verified,水电煤气,8.92,67.0,1,batch_11.jsonl
300476,胜宏科技,L2,客户锁定,AI 算力高阶 HDI 进入英伟达/AMD/微软等供应链，2025 收入 192.9 亿、前五客户 42%（第一 15%）；FY2015-2024 毛利 22-26%、ROE 中位 14%，2025 毛利 35%/ROE 35.6% 为 AI 周期；2026-04 H 股募资净额 198.9 亿港元，74% 用于内地扩产；行业校准原列 boundary watch,doubtful,no,ROE 中位 14.0、最低 0.15（2020）、≥15% 共 3 年，门类分位中位 67；毛利首末五年 26.2→23.4（2025 35.2）；归母 CAGR 42.3；OCF/NI 中位 1.32；2026H1 毛利 33.2（−3pt）、ROE 11.8,对照沪电股份/深南电路（十年毛利 30%+、穿越周期验证深）：胜宏 2024 前毛利 23% 属普通 PCB 产能，AI 期弹性最大但高阶 HDI 制程沪电/鹏鼎/台系欣兴健鼎均具备,n/a,n/a,降 boundary_pending,medium,AI高阶HDI位置为景气与阶段份额：2015-2024毛利22-26%、ROE≥15%仅3年，无别于普通PCB；沪电/鹏鼎/台系同具高阶HDI制程，英伟达多源认证2-3年可复制；巨额募资扩产属资本可买要素。,data/interim/moat_audit_2026-09-07/batch_05_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300476_胜宏科技/README.md ; data/archive/completed-queues/evidence_review_log.md ; docs/peer-group-calibration/a-share-electronic-components.md ; http://www.eeo.com.cn/2026/0313/810524.shtml ; https://www.gilin.com.cn/essence0615318.html ; https://static.cninfo.com.cn/finalpage/2026-04-13/1225097032.PDF ; https://finance.sina.com.cn/stock/relnews/cn/2026-04-21/doc-inhvfqch6321478.shtml,external_verified,制造业,13.95,67.0,3,batch_05.jsonl
