security_code,security_name,exchange,board,industry,listing_date,round1_attention_class,round1_attention_reason,round1_note,round1_reviewed_at_utc,prior_final_decision,prior_watch_selection_route,prior_decision_reason,prior_quality_tier,prior_strategy_tag,prior_tier_reason,prior_valuation_tier,prior_valuation_reason,prior_core_pool_eligible,decision_log_entries,decision_log_last_at_utc
300854,中兰环保,SZSE,chinext,N 公共环保,2021-09-16,boundary_pending,环保防渗工程，毛利22.8%、净利率3.0%，垫资模式,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
300855,图南股份,SZSE,chinext,C 制造业,2020-07-23,boundary_pending,2026H1 中报复核（2026-08-23）：营收 10.23 亿(+70.9%)、归母 2.49 亿(+167.9%)、ROE 11.7%（25H1 4.7%）、毛利 40.1%（25H1 27.9%）——H1 +71%/+168%、ROE 11.7%，为航发高温合金景气回补，营收 11 亿规模门槛与军品审价（防6）未变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 11.3亿、毛利 28.0%；ROE18-25 19/23/15/16/19/20/14/8，近三年中位 14.1%、最低 7.8%——回报结构本身成立，但规模或毛利未达逐家深判门槛,军品恢复与份额验证后复核,2026-08-23T00:00:00+00:00,watch,boundary_judged_watch,Watch. 图南股份: 图南股份在高温合金、特种不锈钢和航空航天等高验证场景中有工艺与客户资质，尽管规模不大仍值得观察。 triage 50.21; moat 43.21; technology 54.11; market 56.76; quality 53.79; governance 69.74.,,,,,,,1,
300856,科思股份,SZSE,chinext,C 制造业,2020-07-22,boundary_pending,营收 14.8亿、毛利 29.7%；ROE18-25 23/32/17/9/22/32/21/4，近三年中位 20.8%、最低 3.9%——回报结构本身成立，但规模或毛利未达逐家深判门槛,格局出清与回报修复后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,Watch. 科思股份: 科思股份在防晒剂等化妆品功能原料中有国际客户和法规认证，属于消费化学品中少数有客户验证和合规壁垒的环节。 triage 49.47; moat 43.60; technology 51.99; market 55.73; quality 51.57; governance 68.45.,,,,,,,1,
300857,协创数据,SZSE,chinext,C 制造业,2020-07-27,boundary_pending,数据存储设备与 AIoT 代工，25年报 ROE30.0%但毛利19.2%；代工属性，客户集中,算力再制造业务真实盈利验证后复核,2026-08-09T00:00:00+00:00,watch,boundary_judged_watch,"Retained after boundary review. 协创数据: AIoT terminal, intelligent storage, and cloud/compute service integration platform; retained as a boundary case because the thesis depends on whether terminal-plus-cloud integration becomes durable. triage 72.15; moat 67.67; technology 79.95; market 78.09; quality 65.44; governance 66.42.",,,,,,,1,
300858,科拓生物,SZSE,chinext,C 制造业,2020-07-27,boundary_pending,营收 3.7亿、毛利 51.5%；ROE18-25 30/26/15/11/11/5/5/5，近三年中位 5.4%,自主菌种品牌化放量后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,"Retained. 科拓生物: Boundary watch: probiotics and microbial preparations require strain resources, fermentation know-how, stability, and customer validation. Small scale and commercialization risk keep it boundary. triage 58.20; moat 59.18; technology 47.82; market 46.46; quality 82.25; governance 70.89. Special dimension: 益生菌菌株与发酵.",,,,,,,1,
300859,西域旅游,SZSE,chinext,N 公共环保,2020-08-06,boundary_pending,2026H1 中报核对（2026-08-23）：营收 1.07 亿(-6.1%)、归母 0.04 亿(-67.2%)、ROE 0.5%（25H1 1.6%）、毛利 28.7%（25H1 36.1%）；与 07 月预告「预减」一致（预告 -73~-64%，实际 -67%）——规制回报/不可判结论不变；维持 boundary_pending。前判（2025年报+26Q1+中报预告，2026-08-09）：天山天池等新疆景区，毛利47.4%、ROE9.7%；但营收仅3.3亿且门票受政府定价约束,提价扩容触发,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
300860,锋尚文化,SZSE,chinext,R 文化传播,2020-08-24,boundary_pending,营收 2.4亿、毛利 19.6%；ROE18-25 45/51/17/3/0/4/1/-1，近三年中位 1.3%,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300861,美畅股份,SZSE,chinext,C 制造业,2020-08-24,boundary_pending,金刚石线全球份额第一，25年报 ROE3.8%、毛利23.4%；光伏硅片需求下行使份额未转化为回报,钨丝线代际份额与盈利中枢重建后复核,2026-08-09T00:00:00+00:00,watch,direct_watch,"Retained. 美畅股份: Direct watch: photovoltaic wafer-cutting diamond wire requires fine-wire process control, durability, cost control, and scale manufacturing. It is cyclical, but remains a key consumable capability in silicon wafer cutting. triage 55.54; moat 49.44; technology 54.06; market 67.55; quality 53.36; governance 70.90. Special dimension: 金刚线龙头.",,,,,,,1,
300862,蓝盾光电,SZSE,chinext,C 制造业,2020-08-24,boundary_pending,营收 4.0亿、毛利 24.8%；ROE18-25 18/30/13/9/4/2/0/-4，近三年中位 0.3%,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300863,卡倍亿,SZSE,chinext,C 制造业,2020-08-24,boundary_pending,营收 40.4亿、毛利 10.4%；ROE18-25 28/21/13/14/19/16/13/8，近三年中位 12.9%、最低 8.3%——回报结构本身成立，但规模或毛利未达逐家深判门槛,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300864,南大环境,SZSE,chinext,L 商务服务,2020-08-24,boundary_pending,营收 8.0亿、毛利 36.2%；ROE18-25 71/75/27/9/11/13/13/11，由前期中位 26.6% 降至近三年 12.8%（留存 48%）,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300865,大宏立,SZSE,chinext,C 制造业,2020-08-24,boundary_pending,营收 3.3亿、毛利 31.2%；ROE18-25 17/20/15/4/2/-4/-0/0，其中 2 年为负,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300866,安克创新,SZSE,chinext,C 制造业,2020-08-24,worth_attention,L2 层，多年 ROE 结构稳定或上升，2025年报与2026Q1 未见护城河损坏,防3.1 ROE 检验通过；维持在池,2026-08-09T00:00:00+00:00,watch,boundary_judged_watch,"Retained after boundary review. 安克创新: Global consumer-electronics brand operator with Anker/Soundcore/eufy/Nebula portfolio, overseas channel capability, product iteration, and user mindshare, though accessory categories remain contestable. triage 68.17; moat 60.37; technology 76.54; market 72.33; quality 69.16; governance 67.51.",L2,C-GARP成长型,,高估,品牌出海龙头增长持续验证：营收连续多季25%+、2026Q1扣非+24.4%（归母-4.9%系非经常项），ROE25%+，PEG约0.84落在较低估档（0.7-1.0）。美国收入敞口大（关税与需求风险）与PE处自身中位分位是未到低估的原因。多品类研发+渠道飞轮通过了资本复制实证（判例11同族）。,yes,231,2026-08-23T21:38:14+00:00
300867,圣元环保,SZSE,chinext,N 公共环保,2020-08-24,boundary_pending,垃圾焚烧发电，毛利43.3%但ROE6.6%，重资产且依赖补贴与特许经营,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
300868,杰美特,SZSE,chinext,C 制造业,2020-08-24,boundary_pending,营收 6.3亿、毛利 23.0%；ROE18-25 16/29/11/2/-7/-6/0/-4，其中 3 年为负,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300869,康泰医学,SZSE,chinext,C 制造业,2020-08-24,boundary_pending,营收 4.7亿、毛利 48.0%；ROE18-25 13/14/62/21/11/8/-4/-1，其中 2 年为负,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300870,欧陆通,SZSE,chinext,C 制造业,2020-08-24,boundary_pending,营收 44.6亿、毛利 19.8%；ROE18-25 18/28/23/7/6/11/13/10，近三年中位 10.5%、最低 5.7%——回报结构本身成立，但规模或毛利未达逐家深判门槛,服务器电源份额验证,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300871,回盛生物,SZSE,chinext,C 制造业,2020-08-24,boundary_pending,2026H1 中报复核（2026-08-23）：营收 8.65 亿(+5.2%)、归母 2.06 亿(+75.6%)、ROE 9.1%（25H1 7.0%）、毛利 35.7%（25H1 27.6%）——H1 ROE 折年约 18.1% 有改善，但近三年中位口径未变，待 2026 年报复核；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 16.8亿、毛利 31.0%；ROE18-25 29/19/20/9/3/1/-1/13，近三年中位 1.1%,无重大变化则维持,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
300872,天阳科技,SZSE,chinext,I 信息技术,2020-08-24,boundary_pending,2026H1 中报复核（2026-08-23）：营收 9.64 亿(-3.3%)、归母 0.60 亿(+17.6%)、ROE 1.6%（25H1 1.5%）、毛利 24.7%（25H1 24.9%）——H1 折年营收约 19.3 亿且盈利越过 B 层排队线，但排队口径为 2025 年报年度值；H1 ROE 折年约 3.3% 仍低于 10%，回报不足结论不变；维持 boundary_pending，2026 年报后按 B 层复判。前判（2025年报+2026Q1，2026-08-10）：营收 17.8亿、毛利 17.8%；ROE18-25 11/12/10/4/3/5/3/-4，近三年中位 2.9%,无重大变化则维持,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
300873,海晨股份,SZSE,chinext,G 运输仓储,2020-08-24,boundary_pending,营收 19.0亿、毛利 25.9%；ROE18-25 15/21/18/16/16/10/10/9，近三年中位 9.9%,客户结构分散与网络效应验证后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,Watch. 海晨股份: 海晨股份嵌入消费电子、新能源汽车、半导体等制造业客户的生产物流，客户流程、系统对接和仓配一体化形成一定切换成本。 triage 54.35; moat 42.56; technology 60.75; market 53.19; quality 64.09; governance 69.27.,,,,,,,1,
300875,捷强装备,SZSE,chinext,C 制造业,2020-08-24,boundary_pending,营收 3.2亿、毛利 26.4%；ROE18-25 49/33/14/2/-1/-5/-25/-12，其中 4 年为负,装备放量与盈利稳定后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,"Watch. 捷强装备: 捷强装备 has nuclear/radiation detection, chemical defense, decontamination and emergency equipment exposure. It is niche and project-like, but safety and military qualification support boundary retention. triage 72.32; moat 75.00; technology 88.67; market 66.50; quality 63.07; governance 70.00.",,,,,,,1,
300876,蒙泰高新,SZSE,chinext,C 制造业,2020-08-24,boundary_pending,2026H1 中报复核（2026-08-23）：营收 2.57 亿(+5.4%)、归母 -0.17 亿(+50.6%)、ROE -1.6%（25H1 -4.3%）、毛利 5.9%（25H1 3.9%）——H1 仍亏损，多年亏损结构不变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 5.2亿、毛利 3.0%；ROE18-25 32/31/19/9/6/3/-8/-7，其中 2 年为负,无重大变化则维持,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
300877,金春股份,SZSE,chinext,C 制造业,2020-08-24,boundary_pending,营收 10.9亿、毛利 10.7%；ROE18-25 19/20/31/6/-2/2/2/5，近三年中位 1.9%,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300878,维康药业,SZSE,chinext,C 制造业,2020-08-24,boundary_pending,营收 2.3亿、毛利 31.1%；ROE18-25 25/28/16/7/4/-1/-12/-22，其中 3 年为负,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300879,大叶股份,SZSE,chinext,C 制造业,2020-09-01,boundary_pending,营收 37.5亿、毛利 23.1%；ROE18-25 17/19/13/6/1/-20/2/-4，其中 2 年为负,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300880,迦南智能,SZSE,chinext,C 制造业,2020-09-01,boundary_pending,营收 6.4亿、毛利 26.8%；ROE18-25 30/30/19/16/18/18/19/8，近三年中位 17.6%、最低 7.6%——回报结构本身成立，但规模或毛利未达逐家深判门槛,海外与非集采市场突破后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,"Retained. 迦南智能: Boundary watch: smart electricity meters, power information collection, and AMI products have State Grid/customer qualification and installed-base barriers. Meter competition is intense, so it remains boundary. triage 76.07; moat 81.32; technology 86.91; market 80.68; quality 53.80; governance 68.81. Special dimension: 智能电表与采集终端.",,,,,,,1,
300881,盛德鑫泰,SZSE,chinext,C 制造业,2020-09-01,boundary_pending,营收 31.5亿、毛利 15.7%；ROE18-25 22/21/10/7/9/14/22/23，近三年中位 21.8%、最低 6.9%——回报结构本身成立，但规模或毛利未达逐家深判门槛,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300882,万胜智能,SZSE,chinext,C 制造业,2020-09-10,boundary_pending,营收 14.0亿、毛利 24.6%；ROE18-25 23/22/17/8/15/24/10/10，近三年中位 10.3%、最低 8.0%——回报结构本身成立，但规模或毛利未达逐家深判门槛,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300883,龙利得,SZSE,chinext,C 制造业,2020-09-10,boundary_pending,2026H1 中报复核（2026-08-23）：营收 4.58 亿(+6.7%)、归母 -0.03 亿(-383.1%)、ROE -0.2%（25H1 0.1%）、毛利 15.2%（25H1 14.0%）——H1 仍亏损，多年亏损结构不变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 8.8亿、毛利 14.2%；ROE18-25 11/10/6/4/2/-0/-0/-1，其中 3 年为负,无重大变化则维持,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
300884,狄耐克,SZSE,chinext,C 制造业,2020-11-12,boundary_pending,营收 6.6亿、毛利 37.5%；ROE18-25 30/40/29/8/6/7/-1/1，近三年中位 0.9%,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300885,海昌新材,SZSE,chinext,C 制造业,2020-09-10,boundary_pending,营收 2.7亿、毛利 33.0%；ROE18-25 21/22/15/12/8/6/8/6，近三年中位 6.3%,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300886,华业香料,SZSE,chinext,C 制造业,2020-09-16,boundary_pending,2026H1 中报复核（2026-08-23）：营收 2.25 亿(+17.2%)、归母 0.07 亿(-67.5%)、ROE 1.1%（25H1 3.6%）、毛利 20.0%（25H1 26.5%）——H1 ROE 折年约 2.3% 仍低于 10%，回报不足结论不变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 3.7亿、毛利 24.9%；ROE18-25 34/20/12/3/4/-1/4/5，近三年中位 4.0%,无重大变化则维持,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
300887,谱尼测试,SZSE,chinext,M 科研服务,2020-09-16,boundary_pending,营收 13.6亿、毛利 32.4%；ROE18-25 18/15/17/12/11/3/-11/-8，其中 2 年为负,盈利质量与细分份额修复后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,Retained after boundary review. 谱尼测试: 谱尼测试具备全国实验基地和CMA、CNAS、食品复检、CATL、CCC、计量、认证等资质，覆盖环境、食品、消费品、医药和工业检测。相对华测和广电计量，平台质量与经营弹性需折价，但全国实验室和多资质仍使其不宜按普通检测小公司剔除。 triage 55.28; moat 45.32; technology 60.94; market 53.56; quality 46.53; governance 70.38.,,,,,,,1,
300888,稳健医疗,SZSE,chinext,C 制造业,2020-09-17,boundary_pending,营收 109.5亿、毛利 47.6%；ROE18-25 18/19/65/12/15/5/6/7，近三年中位 6.1%,全棉时代品牌盈利质量持续验证后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,"Watch. 稳健医疗: 稳健医疗 is retained because medical dressings, quality systems, infection-control products, and the Purcotton consumer brand create a cross-industry healthcare/consumer textile thesis. This is not ordinary cotton textile capacity. triage 58.09; moat 49.00; technology 58.57; market 75.50; quality 62.29; governance 68.43.",,,,,,,1,
300889,爱克股份,SZSE,chinext,C 制造业,2020-09-16,boundary_pending,营收 11.8亿、毛利 18.5%；ROE18-25 45/35/13/2/2/2/-7/-5，其中 2 年为负,需求企稳验证,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300890,翔丰华,SZSE,chinext,C 制造业,2020-09-17,boundary_pending,营收 16.8亿、毛利 16.2%；ROE18-25 11/10/6/9/11/5/3/2，近三年中位 2.6%,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300891,惠云钛业,SZSE,chinext,C 制造业,2020-09-17,boundary_pending,钛白粉，毛利5.9%、ROE-4.8%,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
300892,品渥食品,SZSE,chinext,F 批发零售,2020-09-24,boundary_pending,2026H1 中报复核（2026-08-23）：营收 3.93 亿(+5.9%)、归母 -0.04 亿(-133.3%)、ROE -0.4%（25H1 1.3%）、毛利 19.6%（25H1 17.2%）——H1 ROE 折年约 -0.9% 仍低于 10%，回报不足结论不变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 7.9亿、毛利 16.2%；ROE18-25 39/34/24/9/1/-7/1/0，近三年中位 0.5%,无重大变化则维持,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
300893,松原安全,SZSE,chinext,C 制造业,2020-09-24,boundary_pending,营收 26.8亿、毛利 28.5%；ROE18-25 21/25/20/15/14/20/22/23，近三年中位 21.9%、最低 13.8%——回报结构本身成立，但规模或毛利未达逐家深判门槛,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300894,火星人,SZSE,chinext,C 制造业,2020-12-31,boundary_pending,营收 7.7亿、毛利 37.5%；ROE18-25 30/47/38/27/20/15/1/-24，近三年中位 0.7%,品类企稳验证,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300895,铜牛信息,SZSE,chinext,I 信息技术,2020-09-24,boundary_pending,2026H1 中报复核（2026-08-23）：营收 1.08 亿(+3.4%)、归母 -0.37 亿(-2.7%)、ROE -4.9%（25H1 -4.3%）、毛利 -6.2%（25H1 -3.5%）——H1 仍亏损，多年亏损结构不变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 2.6亿、毛利 1.4%；ROE18-25 16/12/6/4/-6/-12/-14/-10，其中 4 年为负,无重大变化则维持,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
300896,爱美客,SZSE,chinext,C 制造业,2020-09-28,worth_attention,2026H1 中报复核（2026-08-23）：营收 12.16 亿(-6.4%)、归母 5.93 亿(-24.8%)、ROE 7.6%（25H1 10.1%）、毛利 92.5%（25H1 93.4%）——载体未见破坏，维持 worth_attention（归母 -24.8% 未及复核阈值，随 §7.2 池级复核）。前判（2025年报+2026Q1，2026-08-09）：L2 层，多年 ROE 结构稳定或上升，2025年报与2026Q1 未见护城河损坏,防3.1 ROE 检验通过；维持在池,2026-08-23T00:00:00+00:00,watch,direct_watch,"Retained. 爱美客: Medical-aesthetics injectable leader with brand, channel, registration, and product pipeline advantages; retained as the scarce high-margin aesthetic device/material platform. triage 68.61; moat 63.04; technology 71.50; market 72.72; quality 70.70; governance 70.58.",L2,C-GARP成长型,,较高估,注射类医美龙头的三类证壁垒仍在，但利润连续两年30%+下滑且2026Q1仍-32.8%，玻尿酸赛道受重组胶原品类替代冲击（判例12'曾经优秀'风险家族），增长中枢受损未见底；PE/PB处历史极低分位是下行的结果而非折扣。估值与风险相抵，定中性；季度企稳+新品放量后复核。,yes,226,2026-08-23T21:38:14+00:00
300897,山科智能,SZSE,chinext,C 制造业,2020-09-28,boundary_pending,营收 5.8亿、毛利 35.1%；ROE18-25 25/25/16/10/9/10/8/2，近三年中位 8.2%,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300898,熊猫乳品,SZSE,chinext,C 制造业,2020-10-16,boundary_pending,营收 8.1亿、毛利 25.6%；ROE18-25 22/14/15/10/6/12/11/11，近三年中位 10.9%、最低 6.3%——回报结构本身成立，但规模或毛利未达逐家深判门槛,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300899,*ST凯鑫,SZSE,chinext,N 公共环保,2020-10-16,boundary_pending,营收 2.1亿、毛利 34.1%；ROE18-25 26/29/13/8/4/2/-0/4，近三年中位 2.4%,整改摘帽,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300900,广联航空,SZSE,chinext,C 制造业,2020-10-29,boundary_pending,营收 10.1亿、毛利 17.4%；ROE18-25 14/14/13/2/9/7/-3/-8，其中 2 年为负,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300901,中胤时尚,SZSE,chinext,M 科研服务,2020-10-29,boundary_pending,鞋类设计服务，净利率1.4%、规模2.17亿,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
300902,国安达,SZSE,chinext,C 制造业,2020-10-29,boundary_pending,营收 3.1亿、毛利 35.3%；ROE18-25 24/25/14/3/2/4/-3/-0，其中 2 年为负,电池箱灭火等品类放量后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,"Retained after boundary review. 国安达: Boundary watch: fire-safety products for energy storage, EV, power, and special facilities require certification, reliability, and scenario experience. The industry size and order durability still need follow-up review. triage 73.88; moat 76.87; technology 91.99; market 63.59; quality 61.35; governance 71.62. Special dimension: 特种消防安全装备.",,,,,,,1,
300903,科翔股份,SZSE,chinext,C 制造业,2020-11-05,boundary_pending,营收 37.2亿、毛利 7.0%；ROE18-25 13/15/17/6/3/-7/-17/-14，其中 3 年为负,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300904,威力传动,SZSE,chinext,C 制造业,2023-08-09,boundary_pending,2026H1 中报复核（2026-08-23）：营收 6.01 亿(+72.0%)、归母 -0.52 亿(-19.4%)、ROE -8.8%（25H1 -6.1%）、毛利 11.0%（25H1 11.5%）——H1 仍亏损，多年亏损结构不变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 8.8亿、毛利 11.1%；ROE18-25 -27/71/139/35/28/9/-4/-14，其中 3 年为负,无重大变化则维持,2026-08-23T00:00:00+00:00,watch,boundary_judged_watch,Retained after boundary review. 威力传动: wind power pitch/yaw reducer specialist with renewable-equipment customer qualification triage 51.85; moat 47.56; technology 64.97; market 44.35; quality 48.23; governance 65.00.,,,,,,,1,
300905,宝丽迪,SZSE,chinext,C 制造业,2020-11-05,boundary_pending,2026H1 中报复核（2026-08-23）：营收 6.99 亿(+3.4%)、归母 0.69 亿(+7.5%)、ROE 3.5%（25H1 3.4%）、毛利 20.6%（25H1 20.8%）——H1 ROE 折年约 6.9% 仍低于 10%，回报不足结论不变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 14.9亿、毛利 21.4%；ROE18-25 23/31/19/8/4/6/6/8，近三年中位 6.4%,无重大变化则维持,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
300906,日月明,SZSE,chinext,C 制造业,2020-11-05,boundary_pending,营收 1.7亿、毛利 52.5%；ROE18-25 20/24/16/5/4/7/8/6，近三年中位 7.2%,检测装备品类扩张后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,Watch. 日月明: 日月明聚焦轨道几何状态检测、测控和运维设备，技术场景专业且客户替换成本较高，但市场空间较小。 triage 63.45; moat 73.00; technology 50.33; market 56.00; quality 82.83; governance 72.00.,,,,,,,1,
300907,康平科技,SZSE,chinext,C 制造业,2020-11-18,boundary_pending,营收 10.4亿、毛利 17.2%；ROE18-25 17/14/14/2/4/7/11/6，近三年中位 6.5%,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300908,仲景食品,SZSE,chinext,C 制造业,2020-11-23,boundary_pending,2026H1 中报复核（2026-08-23）：营收 5.66 亿(+8.0%)、归母 1.08 亿(+7.8%)、ROE 5.9%（25H1 5.7%）、毛利 44.8%（25H1 45.0%）——H1 ROE 5.9%（25H1 5.7%），多年 ROE 结构结论不变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 10.8亿、毛利 44.2%；ROE18-25 19/20/22/8/8/10/10/11，由前期中位 19.1% 降至近三年 10.5%（留存 55%）,全国化与品牌溢价验证后复核,2026-08-23T00:00:00+00:00,watch,boundary_judged_watch,Watch. 仲景食品: 仲景食品有香菇酱、调味油、香辛调味配料等细分品类，原料产地、配方和品牌有局部优势；但品类规模和全国性渠道弱于海天/天味。 triage 60.05; moat 64.50; technology 45.50; market 54.25; quality 78.75; governance 69.50.,,,,,,,1,
300909,汇创达,SZSE,chinext,C 制造业,2020-11-18,boundary_pending,营收 14.9亿、毛利 25.3%；ROE18-25 34/26/21/12/10/5/5/1，近三年中位 5.1%,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300910,瑞丰新材,SZSE,chinext,C 制造业,2020-11-27,worth_attention,L2 层，多年 ROE 结构稳定或上升，2025年报与2026Q1 未见护城河损坏,防3.1 ROE 检验通过；维持在池,2026-08-09T00:00:00+00:00,watch,direct_watch,"Watch. 瑞丰新材: 瑞丰新材 is retained because its specialty additive and new-material chemistry is not ordinary daily chemicals. Formulation know-how, customer validation, and process consistency are harder to copy than consumer-brand packaging or basic surfactants. triage 54.74; moat 45.67; technology 61.50; market 65.60; quality 53.62; governance 68.71.",L2,C-GARP成长型,,低估,润滑油添加剂全球第四极的替代逻辑未变，PE/PB处历史0.9%/0.4%分位；但FY2025增长停滞（扣非-1.8%）、2026Q1归母-28.2%，26E+18%修复假设无当期证据，海外认证驱动的增长节奏不可预测。历史最低估值与增长断档相抵，定中性；季度增速回正后上调复核。,yes,241,2026-08-23T21:38:14+00:00
300911,亿田智能,SZSE,chinext,C 制造业,2020-12-03,boundary_pending,营收 3.4亿、毛利 10.3%；ROE18-25 43/43/35/19/17/13/2/-13，近三年中位 1.8%,品类企稳验证,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300912,凯龙高科,SZSE,chinext,N 公共环保,2020-12-07,boundary_pending,营收 5.9亿、毛利 6.8%；ROE18-25 17/10/13/-11/-30/1/-41/-22，其中 4 年为负,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300913,兆龙互连,SZSE,chinext,C 制造业,2020-12-07,boundary_pending,营收 21.2亿、毛利 22.1%；ROE18-25 32/24/19/11/14/10/13/18，近三年中位 13.4%、最低 9.6%——回报结构本身成立，但规模或毛利未达逐家深判门槛,224G高速铜缆份额验证后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,"Retained after boundary review. 兆龙互连: High-speed data cable and connection-product supplier for data centers, cloud computing, 5G, industrial automation, and special applications with standards and CNAS/Intertek lab support. triage 62.95; moat 56.83; technology 62.83; market 63.33; quality 64.79; governance 70.75.",,,,,,,1,
300915,海融科技,SZSE,chinext,C 制造业,2020-12-02,boundary_pending,营收 10.0亿、毛利 24.5%；ROE18-25 35/32/22/8/7/6/7/-1，近三年中位 6.1%,无重大变化则维持,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
300916,朗特智能,SZSE,chinext,C 制造业,2020-12-02,boundary_pending,智能控制器，毛利15.9%、ROE7.6%，中报预减91.7%,无重大变化则维持,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
300917,特发服务,SZSE,chinext,K 房地产,2020-12-21,boundary_pending,2026H1 中报复核（2026-08-23）：营收 15.03 亿(+7.9%)、归母 0.64 亿(+8.3%)、ROE 5.0%（25H1 5.4%）、毛利 11.3%（25H1 11.2%）——H1 ROE 5.0%（25H1 5.4%），多年 ROE 结构结论不变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 29.7亿、毛利 11.9%；ROE18-25 34/30/33/14/13/12/11/10，由前期中位 29.9% 降至近三年 11.4%（留存 38%）,无重大变化则维持,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
300918,南山智尚,SZSE,chinext,C 制造业,2020-12-22,boundary_pending,营收 17.9亿、毛利 28.0%；ROE18-25 14/12/8/10/11/10/9/4，近三年中位 9.1%,新材料批量客户验证后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,Watch. 南山智尚: 南山智尚 is not retained for ordinary wool textiles alone; it is retained because the company has a cross-industry high-performance fiber/new-material angle in addition to textile capability. That makes the thesis more defensible than typical wool-yarn or apparel exposure. triage 62.51; moat 58.00; technology 69.50; market 63.50; quality 65.50; governance 72.00.,,,,,,,1,
