security_code,security_name,q1_business_model_score,q2_moat_score,q2_reason,q3_capital_allocation_score,q4_management_score,credibility_deduction,quality_score,quality_tier,tier_reason,prior_tier,primary_strategy_tag,flags,score_reason,batch,evidence_status,evidence_note,evidence_sources,score_version,scored_at
688018,乐鑫科技,70,73,,72,74,0,72.2,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,ESP系列开发者生态+软件栈粘性，真实但可被追,B12软件,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。ESP 系列**开发者生态**+软件栈粘性，生态锁真实。72→73,—,v0.4,2026-07-31
600549,厦门钨业,64,79,钨资源+稀土配额双牌照+钨钼深加工,70,70,0,72.1,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,F-垄断资源型,,钨资源+稀土配额双牌照+钨钼深加工,B5资源,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。**钨资源+稀土配额双牌照**均为法定分配、不可投资获得，双锁强于原判。78→79,—,v0.4,2026-07-31
002318,久立特材,68,73,,74,74,0,72.1,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,高端不锈钢管认证+油气核电供应资质；分红高、扩产克制,B14其他,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。高端不锈钢管**油气/核电供应资质**（长认证周期）+材料工艺。72→73,—,v0.4,2026-07-31
603993,洛阳钼业,62,80,TFM/KFM世界级铜钴矿；高度依赖单一刚果金区域,80,70,-2,72.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,F-垄断资源型,,TFM/KFM世界级铜钴矿+IXM贸易平台，资源禀赋硬；Q3 并购整合与放量兑现；扣分为海外政治敞口+杠杆,B5资源,calibration_model_knowledge,,,v0.4,2026-07-31
688123,聚辰股份,70,75,,70,70,0,72.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,DDR5 SPD全球三强之一，认证壁垒真实；EEPROM基本盘,B8半导体设计,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。**DDR5 SPD 全球三强之一**+认证壁垒，份额小但格局是寡头。74→75,—,v0.4,2026-07-31
002463,沪电股份,66,74,,74,74,0,72.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,高多层/高频高速PCB认证+AI服务器客户绑定，真实但可被追,B9光电,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式3。高多层/高频高速 PCB 认证+AI 服务器客户绑定，与东山精密（据证据已升 76）同属 AI 服务器板第一梯队。72→74,—,v0.4,2026-07-31
600176,中国巨石,64,78,玻纤全球第一+成本曲线最左+池窑技术,70,72,0,72.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,F-垄断资源型,,全球玻纤第一+成本曲线最左+池窑技术；Q3 计周期顶部扩产史,B4化工,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式1**。玻纤**全球第一**+成本曲线最左+池窑技术，原判未计全球第一。76→78,—,v0.4,2026-07-31
600309,万华化学,66,79,MDI光气化牌照需国务院级审批+寡头纪律（单看MDI可达88），石化大宗多元化稀释,74,80,-3,71.9,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L1,F-垄断资源型,,Q2 MDI光气工艺+牌照+寡头纪律（单看MDI可88），石化大宗多元化稀释；Q3 逆势巨额开支回报未验证,anchor,calibration_model_knowledge,,,v0.4,2026-07-31
688300,联瑞新材,70,73,,72,72,0,71.9,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,电子级硅微粉国内第一+客户认证，细分市场小,B10电新,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。电子级硅微粉**国内第一**+客户认证。72→73,—,v0.4,2026-07-31
002916,深南电路,64,76,,72,74,0,71.9,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,PCB+封装基板+电子装联三业务，封装基板国产稀缺,B9光电,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。PCB+**封装基板**+电子装联三业务，封装基板国产稀缺、认证周期长。74→76,—,v0.4,2026-07-31
603806,福斯特,64,76,,72,74,0,71.9,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,光伏胶膜全球第一+成本与配方+客户认证,B10电新,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式1**。光伏胶膜**全球第一**+成本与配方+客户认证，原判未计全球第一。74→76,—,v0.4,2026-07-31
603279,景津装备,70,72,,74,72,0,71.9,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,压滤机全球第一+成本与渠道，技术门槛不高；分红高,B11机械,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式1**。压滤机**全球第一**+成本与渠道，原判「技术门槛不高」未计全球第一的规模壁垒。70→72,—,v0.4,2026-07-31
300910,瑞丰新材,70,73,,72,72,0,71.9,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,润滑油复合剂配方+国际认证突破，打破四大垄断,B14其他,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。润滑油复合剂配方+**国际认证突破**（打破路博润等四大垄断），认证是长周期锁。72→73,—,v0.4,2026-07-31
002158,汉钟精机,70,71,,74,74,0,71.8,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,螺杆压缩机工艺积累+真空泵，光伏周期冲击,B11机械,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。螺杆压缩机工艺积累+真空泵，光伏周期冲击由 Q1 承担。70→71,—,v0.4,2026-07-31
688278,特宝生物,74,72,,70,70,0,71.8,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,长效干扰素国内唯一+乙肝临床治愈路径，适应症窄,B13医药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。长效干扰素**国内唯一**+乙肝临床治愈路径；适应症窄由 Q3 承担。70→72,—,v0.4,2026-07-31
002304,洋河股份,78,71,,70,66,0,71.8,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,E-落难白马型,,深度分销首创但模式已被复制、份额被汾酒赶超、库存高；Q4 管理层动荡,B1消费,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式3。绵柔浓香品牌与深度分销网络仍是实位（份额被汾酒赶超但非被覆盖）。70→71,—,v0.4,2026-07-31
002128,电投能源,66,74,,74,72,0,71.7,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,F-垄断资源型,,褐煤资源+自备电+国电投体系，煤电铝一体化盈利稳定,B5资源,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。褐煤资源+自备电+国电投体系，74 合理。维持,—,v0.4,2026-07-31
002837,英维克,68,71,,76,74,0,71.7,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,液冷全链条能力+客户绑定，门槛可被追；Q3 AIDC放量再投回报好,B10电新,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。液冷全链条能力+客户绑定，AIDC 放量。70→71,—,v0.4,2026-07-31
002138,顺络电子,68,73,,72,74,0,71.7,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,片式电感国内第一+工艺积累，对标村田仍有差距,B10电新,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。片式电感**国内第一**+工艺积累，对标村田差距真实但国内第一是实位。72→73,—,v0.4,2026-07-31
600970,中材国际,66,74,,74,72,0,71.7,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,G-股东回报型低估,,全球水泥工程份额第一+中建材体系+海外执行力；工程总包应收重,B11机械,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式1**。**全球水泥工程份额第一**+中国建材体系+海外执行力。72→74,—,v0.4,2026-07-31
300037,新宙邦,66,73,,74,74,0,71.6,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,电解液添加剂配方+海斯福氟化工高毛利，氟化工是真实差异化,B10电新,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。电解液添加剂配方+海斯福氟化工高毛利，氟化工是真实差异化而非电解液同质竞争。72→73,—,v0.4,2026-07-31
600486,扬农化工,66,73,,74,74,0,71.6,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,F-垄断资源型,,菊酯技术+中化平台+环保准入；农药中间体仍是周期品,B4化工,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。菊酯技术+中化平台+**农药环保准入**（新证极难获批）。72→73,—,v0.4,2026-07-31
301269,华大九天,66,77,国产EDA唯一平台+制裁受益；对标Synopsys/Cadence差距巨大,68,70,0,71.4,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,国产EDA唯一平台+模拟全流程+制裁受益，但对标Synopsys/Cadence差距巨大；并购整合中,B8半导体设计,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。**国产 EDA 唯一平台**+模拟全流程+制裁受益；对标 Synopsys/Cadence 差距真实，但「唯一」在国产化刚需下是硬锁。76→77,—,v0.4,2026-07-31
300394,天孚通信,68,72,,74,72,0,71.4,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,光器件平台+封装，客户粘性好于模块厂，高毛利,B9光电,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。光器件平台+封装能力，客户粘性显著好于模块厂（不承担逐代重新竞争），原判未区分器件与模块的结构差异。70→72,—,v0.4,2026-07-31
300573,兴齐眼药,74,71,,70,70,0,71.4,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,低浓度阿托品首家获批+眼科专科，仿制跟进快,B13医药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。低浓度阿托品**首家获批**+眼科专科渠道。70→71,—,v0.4,2026-07-31
002475,立讯精密,62,74,,74,76,0,71.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,精密制造know-how+苹果深度绑定+汽车通信扩张；代工低毛利、苹果依赖；Q4 王来春执行力顶级,B9光电,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式3**。精密制造 know-how 是全球领先的制造平台能力（非简单代工），叠加苹果深度绑定与汽车/通信扩张；原判「代工低毛利」低估了制造平台本身的壁垒。70→74,—,v0.4,2026-07-31
688235,百济神州,60,78,泽布替尼全球头对头胜出=真实全球竞争力+全球临床商业化能力，国内唯一,70,74,0,71.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,泽布替尼全球头对头击败伊布替尼是真实全球竞争力+全球临床与商业化能力，国内唯一；长期巨亏,B13医药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。泽布替尼**全球头对头击败伊布替尼**+全球临床与商业化能力（国内唯一），是真实全球竞争力。77→78,—,v0.4,2026-07-31
000651,格力电器,72,75,,70,62,0,71.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,A-DCF/现金流复利型,governance_open_issue,空调单品类依赖+渠道变革滞后、被美的追；Q3 银隆多元化失败；Q4 个人化决策、接班无安排,B3家电,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。空调**国内份额第一梯队**+自建专卖店渠道+压缩机自供垂直一体化。74→75,—,v0.4,2026-07-31
601958,金钼股份,62,78,金堆城钼矿全国最大，资源硬,70,70,0,71.2,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,F-垄断资源型,,金堆城钼矿全国最大，资源硬；商品价格承受者,B5资源,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。金堆城钼矿全国最大，资源锁真实，78 合理；商品价格承受者由 Q1=62 反映。维持,—,v0.4,2026-07-31
002920,德赛西威,66,72,,74,74,0,71.2,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,座舱+智驾域控份额第一+客户绑定；Tier1对强势主机厂年降、主机厂自研风险,B12软件,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。座舱+智驾域控**份额第一**+客户绑定；主机厂自研风险真实但份额第一未被原判计入。70→72,—,v0.4,2026-07-31
689009,九号公司,72,69,,74,72,0,71.2,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,智能短交通技术+设计+品牌，脱离小米体系后自主，但可被追,B3家电,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。智能短交通技术+设计+品牌，脱离小米体系后自主品牌成型。68→69,—,v0.4,2026-07-31
600993,马应龙,74,72,,68,68,0,71.1,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,A-DCF/现金流复利型,,痔疮药品类心智独占但市场规模小，天花板明确,B2中药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。**痔疮药品类心智独占**（品类=品牌），市场规模小不减心智锁硬度。70→72,—,v0.4,2026-07-31
603129,春风动力,72,68,,74,74,0,71.1,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,摩托/全地形车出口高毛利，对标BRP/北极星仍有产品与渠道差距,B3家电,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式3。全地形车海外份额领先，对标 BRP/北极星差距真实但非被覆盖。66→68,—,v0.4,2026-07-31
920394,民士达,68,74,,70,70,0,71.1,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,芳纶纸国内唯一规模化+进口替代，细分小,B14其他,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。芳纶纸**国内唯一规模化**（打破杜邦垄断），细分小不减「唯一」的硬度。72→74,—,v0.4,2026-07-31
300661,圣邦股份,68,72,,72,72,0,71.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,模拟IC料号积累+客户导入周期，但对标TI差距巨大、国内价格战,B8半导体设计,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。模拟 IC 料号积累真实但对标 TI 差距巨大、国内竞争激烈，72 合理。维持,—,v0.4,2026-07-31
000338,潍柴动力,62,74,,74,74,0,71.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,重卡发动机份额+大缸径高毛利+凯傲全球布局；Q3 大缸径再投回报好,B11机械,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。重卡发动机国内份额第一+**大缸径发动机全球领先**（高毛利、数据中心与船机需求）+凯傲全球布局。72→74,—,v0.4,2026-07-31
688777,中控技术,66,76,,68,70,0,71.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,DCS国内份额第一+流程工业切换成本高，真实；海外与新业务投入大,B12软件,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式1**。DCS **国内份额第一**+流程工业控制系统切换成本极高（停产代价），原判未计份额第一与切换成本的强度。74→76,—,v0.4,2026-07-31
000960,锡业股份,62,79,全球锡龙头+锡资源稀缺；锡价周期主导,68,68,0,70.9,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,F-垄断资源型,,全球锡龙头，锡资源稀缺+冶炼份额真实；商品价格承受者,B5资源,calibration_model_knowledge,,,v0.4,2026-07-31
600750,华润江中,74,69,,70,72,0,70.9,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,A-DCF/现金流复利型,,健胃消食片复购真实但品类窄、可竞争；华润体系规范,B2中药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。健胃消食片品类心智+华润渠道，品类窄由 Q3 承担。68→69,—,v0.4,2026-07-31
600285,羚锐制药,74,67,,74,72,0,70.9,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,贴膏剂复购+高毛利，但品类壁垒一般可复制；Q3 高分红,B2中药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。贴膏剂品类**份额领先**+基层渠道network。66→67,—,v0.4,2026-07-31
002007,华兰生物,68,75,,68,68,0,70.8,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,浆站牌照+流感疫苗份额；疫苗批签发波动,B13医药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。**浆站牌照法定管制**+流感疫苗份额领先，法律锁未被充分计入。74→75,—,v0.4,2026-07-31
300226,上海钢联,68,76,,66,68,0,70.8,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,大宗商品价格数据事实标准+采集网络，真实；钢银电商占用资金回报低,B14其他,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。大宗商品价格数据**事实标准**+采集网络（Mysteel 价格被行业引用为定价基准），事实标准是强锁。74→76,—,v0.4,2026-07-31
688100,威胜信息,70,70,,72,72,0,70.7,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,国网供应商资质+份额，但招标制议价弱,B10电新,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。国网供应商资质与份额真实，但招标制下无定价权，70 合理。维持,—,v0.4,2026-07-31
300627,华测导航,70,70,,72,72,0,70.7,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,高精度GNSS+行业应用，天宝/司南竞争,B12软件,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。高精度 GNSS 与行业应用真实但天宝/司南竞争，70 合理。维持,—,v0.4,2026-07-31
300666,江丰电子,66,74,,70,70,0,70.6,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,溅射靶材认证周期长+国产替代，技术门槛低于设备；扩产多,B7半导体设备,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。溅射靶材认证周期长但技术门槛低于设备，74 合理。维持,—,v0.4,2026-07-31
688037,芯源微,64,75,,70,70,0,70.5,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,涂胶显影国产唯一，但对标TEL差距大、前道验证中,B7半导体设备,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。涂胶显影**国产唯一**，对标 TEL 差距真实但「唯一」本身是锁。74→75,—,v0.4,2026-07-31
603267,鸿远电子,70,72,,68,70,0,70.4,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,军用MLCC资质真实，但产品单一、代理业务占比高,B6军工,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。军用 MLCC 资质真实但产品单一、代理业务占比高，72 合理。维持,—,v0.4,2026-07-31
688318,财富趋势,74,72,,66,66,0,70.4,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,通达信授权模式，被券商自研替代风险,B12软件,corrected,**Q2 打低**：通达信在券商 B 端**市场份额 30%+ 遥遥领先**（同花顺超 20%）；证券公司客户达 **90 家**，面向券商的行情交易系统及维护服务**市场覆盖率超过 90%**——这是装机基础+切换成本锁。C 端确实弱（通达信 App 月活 286.83 万 vs 同花顺 3875 万、东财 1929 万），但 B 端 90% 覆盖率是事实。64→72，**升 L2**。,东吴证券 互联网金融行业复盘(2026-03-17); 浙商证券 财富趋势公司深度,v0.4,2026-07-31
002409,雅克科技,66,74,,70,68,0,70.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,前驱体+电子特气，技术由并购获得+客户认证；商誉与整合风险,B7半导体设备,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。前驱体与电子特气技术主要由并购获得、整合风险真实，74 合理。维持,—,v0.4,2026-07-31
605305,中际联合,70,69,,72,72,0,70.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,风电塔筒升降设备细分龙头+安全认证，市场小,B11机械,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。风电塔筒升降设备细分龙头+安全认证，市场小不减门槛。68→69,—,v0.4,2026-07-31
688002,睿创微纳,66,73,,70,70,0,70.2,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,非制冷红外探测器芯片自主+军品资质；高德/艾睿竞争,B8半导体设计,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。非制冷红外**探测器芯片自主**+军品资质，芯片自主是真实垂直壁垒。72→73,—,v0.4,2026-07-31
002821,凯莱英,68,71,,70,72,0,70.2,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,小分子CDMO国内第二+连续性反应技术；大订单退坡+地缘风险,B13医药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式3。小分子 CDMO **国内第二**+连续性反应技术，非被全面覆盖。70→71,—,v0.4,2026-07-31
603529,爱玛科技,70,70,,72,68,0,70.1,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,两轮车品牌+渠道与雅迪对峙，门槛低、渠道压货,B3家电,corrected,**Q2 打低**：2026Q1 国内零售份额 **24.9%、反超雅迪位居行业第一**；雅迪/爱玛/九号头部合计市占**突破七成**，新国标推动份额进一步向头部集中。份额第一+CR3>70% 是真实规模与渠道壁垒，非「门槛低」。62→70。（2025 业绩增速垫底、2026Q1 双降属周期与政策切换，已在 Q1 反映）,finance.sina.cn/2026-05-09 电动自行车观察; chinaventure.com.cn/news/110-20260122-389882,v0.4,2026-07-31
000895,双汇发展,68,69,,78,66,0,70.1,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,G-股东回报型低估,,屠宰低毛利+猪周期+产品老化；Q3 分红率90%+返还路径；Q4 万隆家族争议与关联交易,B1消费,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。肉制品**国内份额第一**+全国冷链渠道，产品老化由 Q1 承担。68→69,—,v0.4,2026-07-31
688208,道通科技,70,71,,68,70,0,70.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,汽车诊断数据库积累+海外渠道；充电桩业务拖累,B12软件,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。汽车诊断**数据库积累**（车型协议库需长期沉淀）+海外渠道。70→71,—,v0.4,2026-07-31
600150,中国船舶,60,78,全球造船份额第一+船坞资源，产能是硬约束,68,68,0,70.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,D-产业链爆发/关键瓶颈型,,全球造船份额第一+船坞资源+高端船型能力，产能是硬约束；长周期锁价,B11机械,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式1**。**全球造船份额第一**+船坞资源为物理硬约束（岸线不可再造）+高端船型能力，原判未计全球第一与岸线稀缺。76→78,—,v0.4,2026-07-31
300529,健帆生物,74,70,,68,66,0,70.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,血液灌流品类定义者，但学术推广模式受集采与合规冲击、增长失速,B13医药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。血液灌流**品类定义者**+临床教育壁垒；集采与合规冲击由 Q1/Q3 承担。68→70,—,v0.4,2026-07-31
000657,中钨高新,64,76,钨资源+硬质合金刀具，五矿体系,68,66,0,69.9,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,F-垄断资源型,,钨资源+硬质合金刀具，五矿体系；资产注入反复、关联交易,B5资源,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。钨资源+硬质合金刀具+五矿体系，76 合理；资产注入反复由 Q3/Q4 反映。维持,—,v0.4,2026-07-31
000951,中国重汽,62,72,,74,72,0,69.9,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,short_board(Q1),重卡份额+曼技术平台+出口第一；重卡强周期；分红高,B11机械,corrected,**Q2/Q1 均打低**：**2026H1 重卡销量全球第一**（19.6 万辆 +40.3%），营收 110 亿美元 +42%；新能源重卡中国第一（+141.3%）；海外布局 **37 座 KD 组装厂、千余家营销网点、700+ 标准化服务站**——规模与海外渠道是真实壁垒。2H25 毛利率企稳 **15.1%**，受益高毛利出口占比提升。Q2 66→72、Q1 58→62。**升 L2**。,news.qq.com/rain/a/20260721A09ZKU00; stcn.com/article/detail/3718388,v0.4,2026-07-31
603556,海兴电力,70,67,,74,72,0,69.9,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,海外电表渠道与本地化，产品门槛低、竞争加剧；分红高,B10电新,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。海外电表渠道与本地化能力真实（区别于纯国网招标厂商）。66→67,—,v0.4,2026-07-31
600036,招商银行,62,78,零售负债端franchise为银行业最深；但仍是牌照生意,74,76,-3,69.9,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L1,G-股东回报型低估,,Q1 杠杆利差+尾部风险的生意结构；Q2 零售负债端franchise为银行业最深；扣分为资产质量固有滞后不可验证,anchor,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。零售负债端 franchise **为银行业最深**（活期占比与客户粘性），是长期积累的客户锁。77→78,—,v0.4,2026-07-31
000933,神火股份,62,74,,74,66,0,69.8,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,F-垄断资源型,,煤+铝双主业，云南水电铝低成本+产能指标；Q4 计历史治理问题,B5资源,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。**电解铝产能指标为法定稀缺**（总量控制、不可新增），叠加云南水电铝低成本，法律锁被原判低估。72→74,—,v0.4,2026-07-31
002130,沃尔核材,66,71,,72,70,0,69.8,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,辐照交联材料技术+高速通信线缆放量,B9光电,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。辐照交联材料技术+高速通信线缆放量，材料工艺积累真实。70→71,—,v0.4,2026-07-31
002484,江海股份,66,72,,70,70,0,69.8,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,D-产业链爆发/关键瓶颈型,,铝电解电容国内第一+薄膜/超容布局,B9光电,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。铝电解电容**国内第一**+薄膜/超容布局，国内第一未被原判计入。70→72,—,v0.4,2026-07-31
002223,鱼跃医疗,72,68,,72,68,0,69.8,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,家用器械复购+品牌+渠道，但品类广而单品门槛低,B13医药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。家用医疗器械**品类份额领先**+品牌+渠道，单品门槛低但组合与渠道是实位。66→68,—,v0.4,2026-07-31
