segment_id,segment_start,segment_end,trading_days,signal_date,security_code,security_name,pv,signal_close,intrinsic_value,ma20,ma60,band_available_at,activation_date,anchor_date,stop_anchor,stop_line,qualification,rank,eligible_count,execution_date,execution_close,price_history_end,target_1y,end_1y,status_1y,end_close_1y,return_1y,target_3y,end_3y,status_3y,end_close_3y,return_3y
505,2020-12-31,2021-01-05,3,2020-12-31,601088,中国神华,0.6501,18.01,27.7039,18.263499999999958,17.802833333333332,2020-10-26,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued_below_ma20,2,5,2021-01-04,17.99,2026-08-07,2022-01-04,2022-01-04,complete,22.73,0.39326962450446823,2024-01-04,2024-01-04,complete,33.43,1.4256024993237202
505,2020-12-31,2021-01-05,3,2020-12-31,002466,天齐锂业,0.7712,39.27,50.9187,33.484500000000075,26.493666666666662,2019-10-23,2020-11-20,2020-11-23,21.79766666666667,21.79766666666667,continued,3,5,2021-01-04,42.0,2026-08-07,2022-01-04,2022-01-04,complete,100.66,1.3966666666666652,2024-01-04,2024-01-04,complete,53.66,0.33244463970683613
506,2021-01-06,2021-01-06,1,2021-01-06,002128,电投能源,0.5667,10.81,19.077,10.951000000000002,10.874000000000065,2020-10-27,2014-07-22,2014-07-23,5.132500000000048,5.132500000000048,continued_below_ma20,1,5,2021-01-07,10.88,2026-08-07,2022-01-07,2022-01-07,complete,14.59,0.39468604634045956,2024-01-07,2024-01-08,complete,14.85,0.526435991551444
506,2021-01-06,2021-01-06,1,2021-01-06,601088,中国神华,0.6479,17.95,27.7039,18.154499999999956,17.860833333333332,2020-10-26,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued_below_ma20,2,5,2021-01-07,18.26,2026-08-07,2022-01-07,2022-01-07,complete,22.51,0.35938232343262055,2024-01-07,2024-01-08,complete,33.65,1.4054631796694643
506,2021-01-06,2021-01-06,1,2021-01-06,601169,北京银行,0.8621,4.85,5.6255,4.823999999999991,4.816166666666669,2020-10-31,2020-06-19,2020-06-22,4.561500000000004,4.561500000000004,continued,3,5,2021-01-07,4.84,2026-08-07,2022-01-07,2022-01-07,complete,4.53,-0.00233857052038855,2024-01-07,2024-01-08,complete,4.65,0.17880461431971173
507,2021-01-07,2021-01-07,1,2021-01-07,002128,电投能源,0.5703,10.88,19.077,10.946500000000002,10.880833333333397,2020-10-27,2014-07-22,2014-07-23,5.132500000000048,5.132500000000048,continued_below_ma20,1,3,2021-01-08,10.84,2026-08-07,2022-01-08,2022-01-10,complete,14.96,0.4353320109777692,2024-01-08,2024-01-08,complete,14.85,0.5320685966863203
507,2021-01-07,2021-01-07,1,2021-01-07,601088,中国神华,0.6591,18.26,27.7039,18.137499999999957,17.887499999999996,2020-10-26,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued,2,3,2021-01-08,18.63,2026-08-07,2022-01-08,2022-01-10,complete,22.78,0.3483659019693486,2024-01-08,2024-01-08,complete,33.65,1.3576896221559007
507,2021-01-07,2021-01-07,1,2021-01-07,002466,天齐锂业,0.9702,49.4,50.9187,36.55900000000007,28.049333333333323,2019-10-23,2020-11-20,2020-11-23,21.79766666666667,21.79766666666667,continued,3,3,2021-01-08,54.34,2026-08-07,2022-01-08,2022-01-10,complete,95.48,0.7570850202429138,2024-01-08,2024-01-08,complete,53.65,0.02966959412088266
508,2021-01-08,2021-01-08,1,2021-01-08,002128,电投能源,0.5682,10.84,19.077,10.935500000000003,10.885500000000064,2020-10-27,2014-07-22,2014-07-23,5.132500000000048,5.132500000000048,continued_below_ma20,1,2,2021-01-11,10.21,2026-08-07,2022-01-11,2022-01-11,complete,14.93,0.5208420957686399,2024-01-11,2024-01-11,complete,14.57,0.5959337130912217
508,2021-01-08,2021-01-08,1,2021-01-08,601088,中国神华,0.6725,18.63,27.7039,18.141999999999957,17.918833333333332,2020-10-26,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued,2,2,2021-01-11,18.06,2026-08-07,2022-01-11,2022-01-11,complete,22.7,0.3860375869060486,2024-01-11,2024-01-11,complete,33.25,1.4031911824715326
508,2021-01-08,2021-01-08,1,2021-01-08,,无合格标的,,,,,,,,,,,,3,2,,,,,,,,,,,,,
509,2021-01-11,2021-01-11,1,2021-01-11,002128,电投能源,0.5352,10.21,19.077,10.894000000000002,10.871833333333399,2020-10-27,2014-07-22,2014-07-23,5.132500000000048,5.132500000000048,continued_below_ma20,1,3,2021-01-12,10.23,2026-08-07,2022-01-12,2022-01-12,complete,15.28,0.5534517900109313,2024-01-12,2024-01-12,complete,14.88,0.6267032593160415
509,2021-01-11,2021-01-11,1,2021-01-11,601088,中国神华,0.6519,18.06,27.7039,18.113499999999956,17.936166666666665,2020-10-26,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued_below_ma20,2,3,2021-01-12,18.22,2026-08-07,2022-01-12,2022-01-12,complete,22.83,0.38173397159948075,2024-01-12,2024-01-12,complete,33.62,1.4085948569080569
509,2021-01-11,2021-01-11,1,2021-01-11,002466,天齐锂业,1.0322,52.56,50.9187,39.12600000000007,29.102333333333327,2019-10-23,2020-11-20,2020-11-23,21.79766666666667,21.79766666666667,continued,3,3,2021-01-12,57.82,2026-08-07,2022-01-12,2022-01-12,complete,97.03,0.6781390522310606,2024-01-12,2024-01-12,complete,58.15,0.04886459989250547
510,2021-01-12,2021-01-13,2,2021-01-12,002128,电投能源,0.5362,10.23,19.077,10.884500000000003,10.862500000000065,2020-10-27,2014-07-22,2014-07-23,5.132500000000048,5.132500000000048,continued_below_ma20,1,2,2021-01-13,10.12,2026-08-07,2022-01-13,2022-01-13,complete,15.29,0.5713648431039751,2024-01-13,2024-01-15,complete,14.86,0.6421746218367106
510,2021-01-12,2021-01-13,2,2021-01-12,601088,中国神华,0.6577,18.22,27.7039,18.15199999999996,17.959166666666665,2020-10-26,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued,2,2,2021-01-13,18.81,2026-08-07,2022-01-13,2022-01-13,complete,23.19,0.35949886583138135,2024-01-13,2024-01-15,complete,34.04,1.3621918896044543
510,2021-01-12,2021-01-13,2,2021-01-12,,无合格标的,,,,,,,,,,,,3,2,,,,,,,,,,,,,
511,2021-01-14,2021-01-14,1,2021-01-14,002128,电投能源,0.5142,9.81,19.077,10.844000000000001,10.84266666666673,2020-10-27,2014-07-22,2014-07-23,5.132500000000048,5.132500000000048,continued_below_ma20,1,3,2021-01-15,9.98,2026-08-07,2022-01-15,2022-01-17,complete,15.33,0.5975765344502832,2024-01-15,2024-01-15,complete,14.86,0.6652111395779068
511,2021-01-14,2021-01-14,1,2021-01-14,601088,中国神华,0.6721,18.62,27.7039,18.253499999999956,18.023666666666664,2020-10-26,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued,2,3,2021-01-15,18.73,2026-08-07,2022-01-15,2022-01-17,complete,22.39,0.318205783482705,2024-01-15,2024-01-15,complete,34.04,1.3722813370774034
511,2021-01-14,2021-01-14,1,2021-01-14,600000,浦发银行,0.8919,9.87,11.0666,9.692999999999984,9.69266666666665,2020-10-31,2013-08-29,2013-08-30,3.285431235431232,3.285431235431232,continued,3,3,2021-01-15,9.92,2026-08-07,2022-01-15,2022-01-17,complete,8.57,-0.09266699037324855,2024-01-15,2024-01-15,complete,6.51,-0.23950422470882982
512,2021-01-15,2021-01-18,2,2021-01-15,601088,中国神华,0.6761,18.73,27.7039,18.283499999999954,18.055166666666665,2020-10-26,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued,1,2,2021-01-18,18.92,2026-08-07,2022-01-18,2022-01-18,complete,23.34,0.36033733048884775,2024-01-18,2024-01-18,complete,34.07,1.350527949860434
512,2021-01-15,2021-01-18,2,2021-01-15,600000,浦发银行,0.8964,9.92,11.0666,9.700499999999984,9.69716666666665,2020-10-31,2013-08-29,2013-08-30,3.285431235431232,3.285431235431232,continued,2,2,2021-01-18,10.08,2026-08-07,2022-01-18,2022-01-18,complete,8.63,-0.10081754342225624,2024-01-18,2024-01-18,complete,6.56,-0.24582731883445563
512,2021-01-15,2021-01-18,2,2021-01-15,,无合格标的,,,,,,,,,,,,3,2,,,,,,,,,,,,,
513,2021-01-19,2021-01-29,9,2021-01-19,601088,中国神华,0.6764,18.74,27.7039,18.272999999999957,18.128166666666665,2020-10-26,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued,1,3,2021-01-20,18.81,2026-08-07,2022-01-20,2022-01-20,complete,23.88,0.39994967296478556,2024-01-20,2024-01-22,complete,32.96,1.2872457309448535
513,2021-01-19,2021-01-29,9,2021-01-19,601225,陕西煤业,0.8167,11.07,13.5543,9.836500000000006,9.830000000000002,2020-10-31,2016-06-27,2016-06-28,3.388666666666668,3.388666666666668,continued,2,3,2021-01-20,11.19,2026-08-07,2022-01-20,2022-01-20,complete,12.99,0.2503267264847313,2024-01-20,2024-01-22,complete,22.56,1.6184088591442087
513,2021-01-19,2021-01-29,9,2021-01-19,600000,浦发银行,0.9181,10.16,11.0666,9.736999999999984,9.712833333333316,2020-10-31,2013-08-29,2013-08-30,3.285431235431232,3.285431235431232,continued,3,3,2021-01-20,9.98,2026-08-07,2022-01-20,2022-01-20,complete,8.8,-0.07391746844474356,2024-01-20,2024-01-22,complete,6.59,-0.23478695918789017
514,2021-02-01,2021-02-03,3,2021-02-01,601225,陕西煤业,0.7437,10.08,13.5543,10.492500000000007,10.084666666666667,2020-10-31,2016-06-27,2016-06-28,3.388666666666668,3.388666666666668,continued_below_ma20,1,2,2021-02-02,10.25,2026-08-07,2022-02-02,2022-02-07,complete,13.05,0.37129564359227296,2024-02-02,2024-02-02,complete,24.05,2.0473312704050333
514,2021-02-01,2021-02-03,3,2021-02-01,600000,浦发银行,0.9503,10.44,10.9861,9.870499999999984,9.792499999999983,2020-10-31,2013-08-29,2013-08-30,3.285431235431232,3.285431235431232,continued,2,2,2021-02-02,10.22,2026-08-07,2022-02-02,2022-02-07,complete,8.52,-0.12443929877767734,2024-02-02,2024-02-02,complete,6.84,-0.22440911706396716
514,2021-02-01,2021-02-03,3,2021-02-01,,无合格标的,,,,,,,,,,,,3,2,,,,,,,,,,,,,
515,2021-02-04,2021-02-10,5,2021-02-04,601225,陕西煤业,0.7673,10.4,13.5543,10.576500000000006,10.106166666666669,2020-10-31,2016-06-27,2016-06-28,3.388666666666668,3.388666666666668,continued_below_ma20,1,3,2021-02-05,9.89,2026-08-07,2022-02-05,2022-02-07,complete,13.05,0.42121135963809886,2024-02-05,2024-02-05,complete,24.5,2.2173495362940954
515,2021-02-04,2021-02-10,5,2021-02-04,600000,浦发银行,0.9357,10.28,10.9861,9.942999999999984,9.830999999999982,2020-10-31,2013-08-29,2013-08-30,3.285431235431232,3.285431235431232,continued,2,3,2021-02-05,10.72,2026-08-07,2022-02-05,2022-02-07,complete,8.52,-0.1652770180511065,2024-02-05,2024-02-05,complete,6.89,-0.25517897771767395
515,2021-02-04,2021-02-10,5,2021-02-04,002466,天齐锂业,0.9951,50.67,50.9187,59.854000000000056,40.73266666666665,2019-10-23,2020-11-20,2020-11-23,21.79766666666667,21.79766666666667,continued_below_ma20,3,3,2021-02-05,49.09,2026-08-07,2022-02-05,2022-02-07,complete,83.08,0.6924017111427976,2024-02-05,2024-02-05,complete,41.89,-0.1100509898082438
516,2021-02-18,2021-02-18,1,2021-02-18,601225,陕西煤业,0.8359,11.33,13.5543,10.648000000000007,10.141333333333336,2020-10-31,2016-06-27,2016-06-28,3.388666666666668,3.388666666666668,continued,1,2,2021-02-19,12.46,2026-08-07,2022-02-19,2022-02-21,complete,14.75,0.2750242007564849,2024-02-19,2024-02-19,complete,25.37,1.6444227077894191
516,2021-02-18,2021-02-18,1,2021-02-18,600000,浦发银行,0.9858,10.83,10.9861,10.174499999999984,9.933833333333313,2020-10-31,2013-08-29,2013-08-30,3.285431235431232,3.285431235431232,continued,2,2,2021-02-19,10.97,2026-08-07,2022-02-19,2022-02-21,complete,8.6,-0.17664071933450165,2024-02-19,2024-02-19,complete,7.12,-0.24785624238251402
516,2021-02-18,2021-02-18,1,2021-02-18,,无合格标的,,,,,,,,,,,,3,2,,,,,,,,,,,,,
517,2021-02-19,2021-03-01,7,2021-02-19,601225,陕西煤业,0.9193,12.46,13.5543,10.735000000000007,10.185000000000002,2020-10-31,2016-06-27,2016-06-28,3.388666666666668,3.388666666666668,continued,1,3,2021-02-22,12.14,2026-08-07,2022-02-22,2022-02-22,complete,14.86,0.3183920414686703,2024-02-22,2024-02-22,complete,26.91,1.878879345911162
517,2021-02-19,2021-03-01,7,2021-02-19,600000,浦发银行,0.9985,10.97,10.9861,10.226999999999986,9.954333333333313,2020-10-31,2013-08-29,2013-08-30,3.285431235431232,3.285431235431232,continued,2,3,2021-02-22,10.71,2026-08-07,2022-02-22,2022-02-22,complete,8.58,-0.1586138120169539,2024-02-22,2024-02-22,complete,7.21,-0.21985867558054883
517,2021-02-19,2021-03-01,7,2021-02-19,002466,天齐锂业,1.035,52.7,50.9187,58.66550000000003,43.66016666666666,2019-10-23,2020-11-20,2020-11-23,21.79766666666667,21.79766666666667,continued_below_ma20,3,3,2021-02-22,52.6,2026-08-07,2022-02-22,2022-02-22,complete,100.85,0.9173003802281359,2024-02-22,2024-02-22,complete,47.2,-0.06415472799628719
518,2021-03-02,2021-03-02,1,2021-03-02,601225,陕西煤业,0.8219,11.14,13.5543,10.854500000000005,10.289333333333335,2020-10-31,2016-06-27,2016-06-28,3.388666666666668,3.388666666666668,continued,1,5,2021-03-03,11.79,2026-08-07,2022-03-03,2022-03-03,complete,14.97,0.3675790691631482,2024-03-03,2024-03-04,complete,26.79,1.9511233436315218
518,2021-03-02,2021-03-02,1,2021-03-02,002466,天齐锂业,0.8494,43.25,50.9187,52.99200000000003,46.151,2019-10-23,2020-11-20,2020-11-23,21.79766666666667,21.79766666666667,continued_below_ma20,2,5,2021-03-03,44.5,2026-08-07,2022-03-03,2022-03-03,complete,93.64,1.104269662921347,2024-03-03,2024-03-04,complete,52.96,0.24118283700231125
518,2021-03-02,2021-03-02,1,2021-03-02,601988,中国银行,0.9397,3.22,3.4266,3.2050000000000085,3.20366666666666,2020-10-31,2014-04-04,2014-04-08,1.2410000000000012,1.2410000000000012,continued,3,5,2021-03-03,3.27,2026-08-07,2022-03-03,2022-03-03,complete,3.15,0.023356752990361995,2024-03-03,2024-03-04,complete,4.51,0.6699299432300372
519,2021-03-03,2021-03-03,1,2021-03-03,600897,厦门空港,0.806,17.94,22.2591,16.91999999999998,16.895500000000006,2020-10-30,2013-08-27,2013-08-28,7.134166666666663,7.134166666666663,continued,1,7,2021-03-04,17.9,2026-08-07,2022-03-04,2022-03-04,complete,17.1,-0.03475478454835268,2024-03-04,2024-03-04,complete,13.06,0.046225128186071274
519,2021-03-03,2021-03-03,1,2021-03-03,601328,交通银行,0.8175,4.62,5.6511,4.5405000000000015,4.531500000000003,2020-10-31,2014-05-28,2014-05-29,1.7810666666666726,1.7810666666666726,continued,2,7,2021-03-04,4.61,2026-08-07,2022-03-04,2022-03-04,complete,4.9,0.1382851208587499,2024-03-04,2024-03-04,complete,6.26,0.6730139612577002
519,2021-03-03,2021-03-03,1,2021-03-03,601225,陕西煤业,0.8698,11.79,13.5543,10.881500000000006,10.308666666666669,2020-10-31,2016-06-27,2016-06-28,3.388666666666668,3.388666666666668,continued,3,7,2021-03-04,11.59,2026-08-07,2022-03-04,2022-03-04,complete,15.2,0.4125525127136036,2024-03-04,2024-03-04,complete,26.79,2.0020486817442316
520,2021-03-04,2021-03-04,1,2021-03-04,002466,天齐锂业,0.8032,40.9,50.9187,50.57150000000003,46.708333333333336,2019-10-23,2020-11-20,2020-11-23,21.79766666666667,21.79766666666667,continued_below_ma20,1,8,2021-03-05,41.16,2026-08-07,2022-03-05,2022-03-07,complete,90.5,1.1987366375121469,2024-03-05,2024-03-05,complete,51.21,0.2975592734181782
520,2021-03-04,2021-03-04,1,2021-03-04,600897,厦门空港,0.8042,17.9,22.2591,17.004999999999978,16.89066666666667,2020-10-30,2013-08-27,2013-08-28,7.134166666666663,7.134166666666663,continued,2,8,2021-03-05,17.7,2026-08-07,2022-03-05,2022-03-07,complete,16.58,-0.05353221154336174,2024-03-05,2024-03-05,complete,13.07,0.05885702414114724
520,2021-03-04,2021-03-04,1,2021-03-04,601328,交通银行,0.8158,4.61,5.6511,4.547500000000002,4.529333333333335,2020-10-31,2014-05-28,2014-05-29,1.7810666666666726,1.7810666666666726,continued,3,8,2021-03-05,4.64,2026-08-07,2022-03-05,2022-03-07,complete,4.82,0.11246142868163278,2024-03-05,2024-03-05,complete,6.4,0.6993707968267049
521,2021-03-05,2021-03-09,3,2021-03-05,600897,厦门空港,0.7952,17.7,22.2591,17.07399999999998,16.88383333333334,2020-10-30,2013-08-27,2013-08-28,7.134166666666663,7.134166666666663,continued,1,8,2021-03-08,17.45,2026-08-07,2022-03-08,2022-03-08,complete,16.22,-0.0608174890202573,2024-03-08,2024-03-08,complete,12.9,0.060057150157508454
521,2021-03-05,2021-03-09,3,2021-03-05,002466,天齐锂业,0.8083,41.16,50.9187,49.632000000000026,46.971,2019-10-23,2020-11-20,2020-11-23,21.79766666666667,21.79766666666667,continued_below_ma20,2,8,2021-03-08,39.12,2026-08-07,2022-03-08,2022-03-08,complete,81.46,1.0823108384458067,2024-03-08,2024-03-08,complete,50.1,0.3356315701256585
521,2021-03-05,2021-03-09,3,2021-03-05,601225,陕西煤业,0.816,11.06,13.5543,10.969500000000005,10.339833333333335,2020-10-31,2016-06-27,2016-06-28,3.388666666666668,3.388666666666668,continued,3,8,2021-03-08,10.92,2026-08-07,2022-03-08,2022-03-08,complete,14.54,0.4341223965501413,2024-03-08,2024-03-08,complete,27.53,2.274251430593576
522,2021-03-10,2021-03-10,1,2021-03-10,600897,厦门空港,0.7786,17.33,22.2591,17.289999999999978,16.859500000000004,2020-10-30,2013-08-27,2013-08-28,7.134166666666663,7.134166666666663,continued,1,7,2021-03-11,17.48,2026-08-07,2022-03-11,2022-03-11,complete,16.09,-0.06994379626023972,2024-03-11,2024-03-11,complete,12.98,0.0648005453312126
522,2021-03-10,2021-03-10,1,2021-03-10,601225,陕西煤业,0.8116,11.0,13.5543,11.084000000000007,10.38766666666667,2020-10-31,2016-06-27,2016-06-28,3.388666666666668,3.388666666666668,continued_below_ma20,2,7,2021-03-11,11.27,2026-08-07,2022-03-11,2022-03-11,complete,14.68,0.40296420151372825,2024-03-11,2024-03-11,complete,26.45,2.048107034655635
522,2021-03-10,2021-03-10,1,2021-03-10,601328,交通银行,0.8228,4.65,5.6511,4.580000000000002,4.526666666666669,2020-10-31,2014-05-28,2014-05-29,1.7810666666666726,1.7810666666666726,continued,3,7,2021-03-11,4.66,2026-08-07,2022-03-11,2022-03-11,complete,4.81,0.10538881047709592,2024-03-11,2024-03-11,complete,6.34,0.6762141346811053
523,2021-03-11,2021-03-12,2,2021-03-11,600897,厦门空港,0.7853,17.48,22.2591,17.370499999999975,16.859000000000005,2020-10-30,2013-08-27,2013-08-28,7.134166666666663,7.134166666666663,continued,1,8,2021-03-12,17.88,2026-08-07,2022-03-12,2022-03-14,complete,15.68,-0.11391961644476933,2024-03-12,2024-03-12,complete,13.02,0.044187453213653916
523,2021-03-11,2021-03-12,2,2021-03-11,600016,民生银行,0.7879,5.23,6.6378,5.19949999999999,5.182499999999996,2020-10-31,2021-03-11,,,,initial,2,8,2021-03-12,5.26,2026-08-07,2022-03-12,2022-03-14,complete,3.74,-0.2548633233994436,2024-03-12,2024-03-12,complete,4.02,-0.1035797220411313
523,2021-03-11,2021-03-12,2,2021-03-11,601328,交通银行,0.8246,4.66,5.6511,4.589500000000003,4.5273333333333365,2020-10-31,2014-05-28,2014-05-29,1.7810666666666726,1.7810666666666726,continued,3,8,2021-03-12,4.68,2026-08-07,2022-03-12,2022-03-14,complete,4.79,0.09608835732996845,2024-03-12,2024-03-12,complete,6.22,0.6374599590363306
524,2021-03-15,2021-03-16,2,2021-03-15,601088,中国神华,0.693,19.2,27.7039,18.05599999999996,18.023499999999995,2020-10-26,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued,1,11,2021-03-16,19.04,2026-08-07,2022-03-16,2022-03-16,complete,24.8,0.4363214071099484,2024-03-16,2024-03-18,complete,36.76,1.5201301890595555
524,2021-03-15,2021-03-16,2,2021-03-15,600585,海螺水泥,0.7159,53.85,75.2206,52.851999999999926,52.764333333333376,2020-10-28,2016-07-15,2016-07-18,9.298,9.298,continued,2,11,2021-03-16,54.0,2026-08-07,2022-03-16,2022-03-16,complete,35.59,-0.30909095128393393,2024-03-16,2024-03-18,complete,23.38,-0.48528168959954776
524,2021-03-15,2021-03-16,2,2021-03-15,600016,民生银行,0.7954,5.28,6.6378,5.20999999999999,5.183333333333328,2020-10-31,2021-03-11,2021-03-12,5.181833333333328,5.181833333333328,continued,3,11,2021-03-16,5.29,2026-08-07,2022-03-16,2022-03-16,complete,3.64,-0.27889950441935196,2024-03-16,2024-03-18,complete,3.98,-0.11753241190017205
525,2021-03-17,2021-03-23,5,2021-03-17,002128,电投能源,0.5646,10.77,19.077,10.139499999999998,10.121500000000065,2020-10-27,2014-07-22,2014-07-23,5.132500000000048,5.132500000000048,continued,1,14,2021-03-18,10.6,2026-08-07,2022-03-18,2022-03-18,complete,15.45,0.5159074168508146,2024-03-18,2024-03-18,complete,16.2,0.709189391569095
525,2021-03-17,2021-03-23,5,2021-03-17,601088,中国神华,0.6847,18.97,27.7039,18.28899999999996,18.07183333333333,2020-10-26,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued,2,14,2021-03-18,18.92,2026-08-07,2022-03-18,2022-03-18,complete,25.03,0.45883647738371347,2024-03-18,2024-03-18,complete,36.76,1.5361141014637378
525,2021-03-17,2021-03-23,5,2021-03-17,600585,海螺水泥,0.7055,53.07,75.2206,53.05499999999993,52.79583333333338,2020-10-28,2016-07-15,2016-07-18,9.298,9.298,continued,3,14,2021-03-18,52.95,2026-08-07,2022-03-18,2022-03-18,complete,37.65,-0.25460638461980367,2024-03-18,2024-03-18,complete,23.38,-0.4750748109230515
526,2021-03-24,2021-03-26,3,2021-03-24,002128,电投能源,0.5111,9.75,19.077,10.2335,10.062333333333399,2020-10-27,2014-07-22,2014-07-23,5.132500000000048,5.132500000000048,continued_below_ma20,1,14,2021-03-25,9.82,2026-08-07,2022-03-25,2022-03-25,complete,16.42,0.7390486209223508,2024-03-25,2024-03-25,complete,16.18,0.8426721365393899
526,2021-03-24,2021-03-26,3,2021-03-24,601088,中国神华,0.6418,17.78,27.7039,18.355499999999957,18.083499999999997,2020-10-26,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued_below_ma20,2,14,2021-03-25,18.1,2026-08-07,2022-03-25,2022-03-25,complete,27.18,0.655913985237768,2024-03-25,2024-03-25,complete,38.51,1.7772141027904054
526,2021-03-24,2021-03-26,3,2021-03-24,601225,陕西煤业,0.7784,10.55,13.5543,11.278000000000006,10.689000000000004,2020-10-31,2016-06-27,2016-06-28,3.388666666666668,3.388666666666668,continued_below_ma20,3,14,2021-03-25,10.76,2026-08-07,2022-03-25,2022-03-25,complete,15.3,0.5315233040376461,2024-03-25,2024-03-25,complete,25.99,2.1370573700535793
527,2021-03-29,2021-03-30,2,2021-03-29,002128,电投能源,0.5394,10.29,19.077,10.241499999999998,10.011166666666732,2020-10-27,2014-07-22,2014-07-23,5.132500000000048,5.132500000000048,continued,1,13,2021-03-30,10.1,2026-08-07,2022-03-30,2022-03-30,complete,17.26,0.7773357515931807,2024-03-30,2024-04-01,complete,17.3,0.9156041475732832
527,2021-03-29,2021-03-30,2,2021-03-29,601088,中国神华,0.7425,19.94,26.8569,18.459499999999956,18.112333333333332,2021-03-27,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued,2,13,2021-03-30,20.39,2026-08-07,2022-03-30,2022-03-30,complete,29.03,0.5699893506810148,2024-03-30,2024-04-01,complete,38.38,1.4569830635740346
527,2021-03-29,2021-03-30,2,2021-03-29,600016,民生银行,0.7894,5.24,6.6378,5.2159999999999895,5.190499999999996,2020-10-31,2021-03-29,,,,initial,3,13,2021-03-30,5.27,2026-08-07,2022-03-30,2022-03-30,complete,3.82,-0.2403687368582993,2024-03-30,2024-04-01,complete,4.02,-0.10528070928583533
528,2021-03-31,2021-04-09,7,2021-03-31,002128,电投能源,0.5252,10.02,19.077,10.235,9.976333333333399,2020-10-27,2014-07-22,2014-07-23,5.132500000000048,5.132500000000048,continued_below_ma20,1,10,2021-04-01,10.1,2026-08-07,2022-04-01,2022-04-01,complete,17.17,0.7680680680680714,2024-04-01,2024-04-01,complete,17.3,0.9156041475732832
528,2021-03-31,2021-04-09,7,2021-03-31,601088,中国神华,0.7484,20.1,26.8569,18.66699999999996,18.177166666666665,2021-03-27,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued,2,10,2021-04-01,19.88,2026-08-07,2022-04-01,2022-04-01,complete,29.53,0.6380002489397205,2024-04-01,2024-04-01,complete,38.38,1.5200143192291034
528,2021-03-31,2021-04-09,7,2021-03-31,601328,交通银行,0.8102,4.95,6.1094,4.697500000000002,4.580333333333337,2021-03-27,2014-05-28,2014-05-29,1.7810666666666726,1.7810666666666726,continued,3,10,2021-04-01,4.92,2026-08-07,2022-04-01,2022-04-01,complete,5.12,0.11445044651788838,2024-04-01,2024-04-01,complete,6.48,0.6226918706284268
529,2021-04-12,2021-04-13,2,2021-04-12,002128,电投能源,0.5404,10.31,19.077,10.228000000000002,9.880500000000065,2020-10-27,2014-07-22,2014-07-23,5.132500000000048,5.132500000000048,continued,1,9,2021-04-13,10.01,2026-08-07,2022-04-13,2022-04-13,complete,17.11,0.7777307777307809,2024-04-13,2024-04-15,complete,19.83,1.2154893978184806
529,2021-04-12,2021-04-13,2,2021-04-12,601088,中国神华,0.7298,19.6,26.8569,19.170999999999957,18.356999999999996,2021-03-27,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued,2,9,2021-04-13,19.32,2026-08-07,2022-04-13,2022-04-13,complete,31.99,0.8258874960930405,2024-04-13,2024-04-15,complete,41.05,1.7734507458251882
529,2021-04-12,2021-04-13,2,2021-04-12,601225,陕西煤业,0.8086,10.96,13.5543,11.245500000000005,11.00666666666667,2020-10-31,2016-06-27,2016-06-28,3.388666666666668,3.388666666666668,continued_below_ma20,3,9,2021-04-13,10.83,2026-08-07,2022-04-13,2022-04-13,complete,17.68,0.7583213687804318,2024-04-13,2024-04-15,complete,26.78,2.211519541543875
530,2021-04-14,2021-04-29,12,2021-04-14,002128,电投能源,0.5294,10.1,19.077,10.166,9.875000000000066,2020-10-27,2014-07-22,2014-07-23,5.132500000000048,5.132500000000048,continued_below_ma20,1,8,2021-04-15,10.34,2026-08-07,2022-04-15,2022-04-15,complete,17.28,0.7380939934131456,2024-04-15,2024-04-15,complete,19.83,1.1447822893774648
530,2021-04-14,2021-04-29,12,2021-04-14,601088,中国神华,0.7272,19.53,26.8569,19.20149999999996,18.39983333333333,2021-03-27,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued,2,8,2021-04-15,19.77,2026-08-07,2022-04-15,2022-04-15,complete,31.03,0.730780536900804,2024-04-15,2024-04-15,complete,41.05,1.7103221249035228
530,2021-04-14,2021-04-29,12,2021-04-14,601328,交通银行,0.7955,4.86,6.1094,4.804500000000002,4.642833333333337,2021-03-27,2014-05-28,2014-05-29,1.7810666666666726,1.7810666666666726,continued,3,8,2021-04-15,4.86,2026-08-07,2022-04-15,2022-04-15,complete,5.15,0.13481969416595363,2024-04-15,2024-04-15,complete,6.68,0.6934264956855416
