priority,priority_reason,severity,security_code,security_name,quality_tier,strategy_tag,valuation_tier,fair_price_low,fair_price_high,band_derivation,violations,fair_price_basis,queued_at
3,其余,blocking,688281,华秦科技,L2,D-产业链爆发/关键瓶颈型,中性,43.7,55.7,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径53.0-66.3与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,688629,华丰科技,L2,D-产业链爆发/关键瓶颈型,高估,101,158,fallback,检查6 band_derivation=fallback（档位反推带，高估（精确复算为 0.5-0.78×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按高估档标准带0.50-0.78×估值价换算（锚点口径165.7-207.1与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,688692,达梦数据,L2,C-GARP成长型,中性,213,271,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径154.7-232.1与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,689009,九号公司,L2,C-GARP成长型,中性,33.3,42.4,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径90.0-135.0与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,920186,中科仪,L2,C-GARP成长型,高估,48.1,75.1,fallback,检查6 band_derivation=fallback（档位反推带，高估（精确复算为 0.5-0.78×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按高估档标准带0.50-0.78×估值价换算,2026-08-01
3,其余,blocking,920394,民士达,L2,C-GARP成长型,高估,26.3,41.0,fallback,检查6 band_derivation=fallback（档位反推带，高估（精确复算为 0.5-0.78×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按高估档标准带0.50-0.78×估值价换算（锚点口径49.7-62.1与档位不符，按档位标准带）,2026-08-01
3,其余,blocking,920982,锦波生物,L2,C-GARP成长型,中性,104,132,fallback,检查6 band_derivation=fallback（档位反推带，中性（精确复算为 0.88-1.12×估值当日现价）） | 检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按中性档标准带0.88-1.12×估值价换算（锚点口径156.4-195.6与档位不符，按档位标准带）,2026-08-01
1,持仓,backfill,000423,东阿阿胶,L2,A-DCF/现金流复利型,低估,74.8,93.5,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,A档5年PE中位33.8x回归带80-100%（现PE16.92x）,2026-08-01
1,持仓,backfill,300750,宁德时代,L2,D-产业链爆发/关键瓶颈型,较低估,425,530,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈69%）,2026-08-01
1,持仓,backfill,600415,小商品城,L1,C-GARP成长型,低估,16.7,25.1,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（26E前瞻10.1x/一致增速17%推算PEG0.61）,2026-08-01
1,持仓,backfill,600519,贵州茅台,L1,A-DCF/现金流复利型,低估,1647,2058,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,A档5年PE中位30.2x回归带80-100%×FY2025A锚823亿，并入2026-07-17提价公告增量：飞天出厂/合同价1269→1369(+7.9%)自7/18生效，年化归母增量估算+50~60亿(+6~7%)、2026年内约5.5个月权重≈+3%，带按26年权重上移3%（1599-1998→1647-2058）,2026-08-01
1,持仓,backfill,600600,青岛啤酒,L2,A-DCF/现金流复利型,低估,71.1,88.8,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,A档5年PE中位25.9x回归带80-100%（现PE15.6x）,2026-08-01
1,持仓,backfill,603195,公牛集团,L2,A-DCF/现金流复利型,低估,47.7,59.6,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,A档5年PE中位25.9x回归带80-100%（现PE16.27x）,2026-08-01
1,持仓,backfill,605499,东鹏饮料,L2,C-GARP成长型,中性,116,163,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档归一化PEG中性带1.0-1.5：EV=归一化经营净利46.5亿×(PEG×g)，g=15%（FY26E扣非+13.5%、券商27E/28E归一后+18.9%/+17.6%待下修、Q2扣非受约2.3亿汇兑损失压低），PEG1.0→EV15.0x=697亿、PEG1.5→EV22.5x=1046亿；加净现金152.61亿→市值850-1199亿；÷7.342亿股=115.8-163.3，取116-163（中值139.5）。口径变更说明：上一轮(2026-07-10)按券商26E归母EPS7.50×PE18-27(g=18%)得135-203，本次因§6.4.2公允价值收益重大化而强制转归一化口径，并同步下调g,2026-08-01
2,当前可买,backfill,000100,TCL科技,L2,D-产业链爆发/关键瓶颈型,中性,4.77,5.96,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（bull合理市值1240亿≈86%）,2026-08-01
2,当前可买,backfill,000538,云南白药,L1,A-DCF/现金流复利型,低估,55.9,69.8,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,A档5年PE中位23.7x回归带80-100%（现PE16.57x）,2026-08-01
2,当前可买,backfill,002008,大族激光,L2,D-产业链爆发/关键瓶颈型,中性,85,106,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈123%）,2026-08-01
2,当前可买,backfill,002049,紫光国微,L1,D-产业链爆发/关键瓶颈型,中性,79.8,99.8,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈86%）,2026-08-01
2,当前可买,backfill,002179,中航光电,L2,D-产业链爆发/关键瓶颈型,中性,34.9,43.6,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（bull合理市值915亿≈90%）,2026-08-01
2,当前可买,backfill,002273,水晶光电,L2,D-产业链爆发/关键瓶颈型,中性,30.5,38.2,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈81%）,2026-08-01
2,当前可买,backfill,002338,奥普光电,L2,C-GARP成长型,较低估,41.6,52.0,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按bull合理市值口径中性带80-100%（bull合理市值125亿≈106%）,2026-08-01
2,当前可买,backfill,002384,东山精密,L2,D-产业链爆发/关键瓶颈型,中性,186,233,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈104%）,2026-08-01
2,当前可买,backfill,002414,高德红外,L2,D-产业链爆发/关键瓶颈型,较低估,16.9,21.1,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（bull合理市值900亿≈69%）,2026-08-01
2,当前可买,backfill,002463,沪电股份,L2,D-产业链爆发/关键瓶颈型,中性,109,136,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈95%）,2026-08-01
2,当前可买,backfill,002465,海格通信,L2,D-产业链爆发/关键瓶颈型,较低估,9.93,12.41,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（bull合理市值308亿≈109%）,2026-08-01
2,当前可买,backfill,300373,扬杰科技,L2,D-产业链爆发/关键瓶颈型,较低估,114,142,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（bull合理市值774亿≈83%）,2026-08-01
2,当前可买,backfill,300450,先导智能,L2,D-产业链爆发/关键瓶颈型,中性,35.4,44.2,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈82%）,2026-08-01
2,当前可买,backfill,300476,胜宏科技,L2,D-产业链爆发/关键瓶颈型,中性,253,316,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈86%）,2026-08-01
2,当前可买,backfill,300604,长川科技,L2,D-产业链爆发/关键瓶颈型,高估,261,326,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈108%）,2026-08-01
2,当前可买,backfill,300776,帝尔激光,L2,D-产业链爆发/关键瓶颈型,高估,99,124,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈127%）,2026-08-01
2,当前可买,backfill,600160,巨化股份,L1,F-垄断资源型,中性,33.3,43.3,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,F档中枢/正常化利润50-65亿×PE18x,2026-08-01
2,当前可买,backfill,600549,厦门钨业,L2,F-垄断资源型,中性,49.1,62.2,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,F档中枢/正常化利润30-38亿×PE26x,2026-08-01
2,当前可买,backfill,600660,福耀玻璃,L1,A-DCF/现金流复利型,较低估,57.1,71.3,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,A档5年PE中位20.7x回归带80-100%（现PE14.74x）,2026-08-01
2,当前可买,backfill,600862,中航高科,L1,D-产业链爆发/关键瓶颈型,中性,19.4,24.3,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（bull合理市值338亿≈81%）,2026-08-01
2,当前可买,backfill,600887,伊利股份,L2,A-DCF/现金流复利型,低估,32.1,40.1,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,A档5年PE中位21.0x回归带80-100%（现PE13.02x）,2026-08-01
2,当前可买,backfill,603267,鸿远电子,L2,D-产业链爆发/关键瓶颈型,中性,50.5,63.1,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈97%）,2026-08-01
2,当前可买,backfill,603288,海天味业,L2,A-DCF/现金流复利型,较低估,38.7,48.4,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,A档5年PE中位38.9x回归带80-100%（现PE27.1x）,2026-08-01
2,当前可买,backfill,603501,豪威集团,L2,D-产业链爆发/关键瓶颈型,中性,96,120,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈86%）,2026-08-01
2,当前可买,backfill,603505,金石资源,L1,F-垄断资源型,中性,13.27,16.59,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,F档中枢/正常化利润4-5亿×PE28x,2026-08-01
2,当前可买,backfill,688002,睿创微纳,L2,D-产业链爆发/关键瓶颈型,较低估,152,190,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值893亿÷4.6995亿股（2027E正常化归母29.8亿×30x）,2026-08-01
2,当前可买,backfill,688008,澜起科技,L1,D-产业链爆发/关键瓶颈型,中性,188,235,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈114%）,2026-08-01
2,当前可买,backfill,688114,华大智造,L2,C-GARP成长型,中性,57.7,72.1,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按bull合理市值口径中性带80-100%（bull合理市值300亿≈78%）,2026-08-01
2,当前可买,backfill,688120,华海清科,L1,D-产业链爆发/关键瓶颈型,高估,216,271,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈120%）,2026-08-01
2,当前可买,backfill,688122,西部超导,L1,D-产业链爆发/关键瓶颈型,中性,46.8,58.5,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈97%）,2026-08-01
2,当前可买,backfill,688183,生益电子,L2,D-产业链爆发/关键瓶颈型,较低估,103,128,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈96%）,2026-08-01
2,当前可买,backfill,688190,云路股份,L2,C-GARP成长型,中性,71.0,88.8,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按bull合理市值口径中性带80-100%（bull合理市值106亿≈85%）,2026-08-01
2,当前可买,backfill,688300,联瑞新材,L2,C-GARP成长型,高估,109,137,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按bull合理市值口径中性带80-100%（记录当前/bull比值≈134%）,2026-08-01
2,当前可买,backfill,688385,复旦微电,L2,D-产业链爆发/关键瓶颈型,中性,65.8,82.2,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈90%）,2026-08-01
2,当前可买,backfill,688516,奥特维,L2,D-产业链爆发/关键瓶颈型,中性,44.1,55.1,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（bull合理市值173亿≈91%）,2026-08-01
2,当前可买,backfill,688652,京仪装备,L2,D-产业链爆发/关键瓶颈型,高估,153,191,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈109%）,2026-08-01
2,当前可买,backfill,688708,佳驰科技,L2,D-产业链爆发/关键瓶颈型,中性,47.9,59.9,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（bull合理市值240亿≈84%）,2026-08-01
3,其余,backfill,000063,中兴通讯,L2,D-产业链爆发/关键瓶颈型,高估,29.4,36.8,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（bull合理市值1760亿≈110%）,2026-08-01
3,其余,backfill,000408,藏格矿业,L2,F-垄断资源型,中性,61.2,72.7,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,F档中枢/正常化利润80-95亿×PE12x,2026-08-01
3,其余,backfill,000938,紫光股份,L2,C-GARP成长型,较高估,28,42.5,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG质量折价带（PE29.8-44.7x，同7/10口径）×预告后26E中位EPS0.948,2026-08-01
3,其余,backfill,000960,锡业股份,L2,F-垄断资源型,中性,30.4,36.5,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,F档中枢/正常化利润25-30亿×PE20x,2026-08-01
3,其余,backfill,000999,华润三九,L2,C-GARP成长型,中性,19.6,29.5,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按原C档PEG中性带隐含倍数（约10-15x·26E，PEG1.0-1.5×g10口径）以保守26E 33.0亿等比重推：新带=原带×33.0/36.8；33.0亿=H1快报16.72亿+H2按同比持平16.05亿（Q2已+9.3%回正、但整合费用与昆药拖累延续）,2026-08-01
3,其余,backfill,002025,航天电器,L2,D-产业链爆发/关键瓶颈型,高估,47.3,59.2,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈134%）,2026-08-01
3,其余,backfill,002050,三花智控,L2,C-GARP成长型,高估,19.4,29.1,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（26E前瞻38.2x/一致增速17%推算PEG2.23）,2026-08-01
3,其余,backfill,002128,电投能源,L2,F-垄断资源型,较高估,20.5,24.2,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,F档中枢/正常化利润55-65亿×PE11x,2026-08-01
3,其余,backfill,002138,顺络电子,L2,C-GARP成长型,高估,21,31,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,"C档归一化PEG中性带1.0-1.5：中枢归一化归母11.0亿÷8.0632亿股=EPS 1.364，g=15%（营收约+20%但毛利率修复仅部分计入；券商26-28E +24~26%为滞后值不采用），PEG1.0→PE15.0x=20.5、PEG1.5→PE22.5x=30.7，取21-31（中值26.0，原带21.6-32.5微调）。定档留痕：按§6.2.1.6价格自动定档，现价40.10>1.2×31=37.2→高估；直接归一化PEG=(323.3/11.0)/15=1.96，落在较高估(1.5-2.0)与高估(>2.0)边界，即1.2×带顶的粗口径与PEG阶梯在本票存在约一档的差异——两种口径下均""不可买""，故不影响操作结论",2026-08-01
3,其余,backfill,002156,通富微电,L2,D-产业链爆发/关键瓶颈型,高估,41.4,51.8,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈137%）,2026-08-01
3,其余,backfill,002180,奔图科技,L2,E-落难白马型,高估,9.4,11.7,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,E档修复情形中性带80-100%×bull市值162亿÷13.79亿股（27E正常化归母5.4亿×30x，信创恢复推迟一年）,2026-08-01
3,其余,backfill,002236,大华股份,L3,C-GARP成长型,中性,13.8,20.7,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（26E前瞻14.2x/一致增速11%推算PEG1.25）,2026-08-01
3,其余,backfill,002262,恩华药业,L2,C-GARP成长型,中性,16.7,25.1,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（26E前瞻16.9x/一致增速14%推算PEG1.19）,2026-08-01
3,其余,backfill,002281,光迅科技,L2,D-产业链爆发/关键瓶颈型,较高估,133,167,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈140%）,2026-08-01
3,其余,backfill,002318,久立特材,L2,C-GARP成长型,较高估,14.3,17.8,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档中性带80-100%×bull市值174亿÷9.75亿股（28E正常化扣非中枢14.5亿×12x，原倍数沿用）,2026-08-01
3,其余,backfill,002409,雅克科技,L2,D-产业链爆发/关键瓶颈型,高估,135,168,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈123%）,2026-08-01
3,其余,backfill,002415,海康威视,L2,C-GARP成长型,中性,24.5,36.5,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（26E前瞻19.2x/一致增速13%推算PEG1.46）,2026-08-01
3,其余,backfill,002460,赣锋锂业,L2,F-垄断资源型,中性,39.4,53.7,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,F档中枢/正常化利润55-75亿×PE15x,2026-08-01
3,其余,backfill,002475,立讯精密,L2,D-产业链爆发/关键瓶颈型,中性,57.8,72.3,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈86%）,2026-08-01
3,其余,backfill,002484,江海股份,L2,D-产业链爆发/关键瓶颈型,高估,49.5,61.9,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈140%）,2026-08-01
3,其余,backfill,002916,深南电路,L2,D-产业链爆发/关键瓶颈型,中性,279,349,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈122%）,2026-08-01
3,其余,backfill,002938,鹏鼎控股,L2,D-产业链爆发/关键瓶颈型,高估,65.6,82.1,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈120%）,2026-08-01
3,其余,backfill,300033,同花顺,L2,C-GARP成长型,高估,114,172,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（26E前瞻40.0x/一致增速20%推算PEG1.98）,2026-08-01
3,其余,backfill,300034,钢研高纳,L2,D-产业链爆发/关键瓶颈型,中性,14.75,18.44,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（bull合理市值147亿≈90%）,2026-08-01
