cy,cik,name,revenue,sic,ticker,exchange,ticker_source,obs_from,obs_to
2015,0001166126,"Old COPPER Company, Inc.",12625000000,5311,JCP,,primary_document,2016-04-30,2017-03-31
2015,0001047862,CONSOLIDATED EDISON INC,12554000000,4931,ED,NYSE,submissions,2016-04-30,2017-03-31
2015,0000797468,OCCIDENTAL PETROLEUM CORP /DE/,12480000000,1311,OXY,NYSE,submissions,2016-04-30,2017-03-31
2015,0001552275,Sunoco LP,12430000000,2911,SUN,NYSE,submissions,2016-04-30,2017-03-31
2015,0001058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,12416000000,7371,CTSH,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0000004281,Howmet Aerospace Inc.,12413000000,3350,HWM,NYSE,submissions,2016-04-30,2017-03-31
2015,0001013871,"NRG ENERGY, INC.",12328000000,4911,NRG,NYSE,submissions,2016-04-30,2017-03-31
2015,0001385157,TE Connectivity plc,12233000000,5065,TEL,NYSE,submissions,2016-04-30,2017-03-31
2015,0000701985,"Bath & Body Works, Inc.",12154000000,5990,BBWI,NYSE,submissions,2016-04-30,2017-03-31
2015,0000052988,JACOBS SOLUTIONS INC.,12114832000,1600,J,NYSE,submissions,2016-04-30,2017-03-31
2015,0000886158,"20230930-DK-Butterfly-1, Inc.",12103887000,5700,BBBY,,primary_document,2016-04-30,2017-03-31
2015,0000745732,"ROSS STORES, INC.",11939999000,5651,ROST,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0000277948,CSX CORP,11811000000,4011,CSX,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0001005414,TOYS R US INC,11802000000,5945,,,,2016-04-30,2017-03-31
2015,0000800240,ODP Corp,11727000000,5940,ODP,,primary_document,2016-04-30,2017-03-31
2015,0001300514,LAS VEGAS SANDS CORP,11688000000,7011,LVS,NYSE,submissions,2016-04-30,2017-03-31
2015,0000715957,"DOMINION ENERGY, INC",11683000000,4911,D,NYSE,submissions,2016-04-30,2017-03-31
2015,0001163302,UNITED STATES STEEL CORP,11574000000,3312,X,,primary_document,2016-04-30,2017-03-31
2015,0001636023,WRKCo Inc.,11558500000,2650,,,,2016-04-30,2017-03-31
2015,0000827052,EDISON INTERNATIONAL,11524000000,4911,EIX,NYSE,submissions,2016-04-30,2017-03-31
2015,0001681459,TechnipFMC plc,11471900000,3533,FTI,NYSE,submissions,2016-04-30,2017-03-31
2015,0001504461,NGL Energy Partners LP,11468646000,4922,NGL,NYSE,submissions,2016-04-30,2017-03-31
2015,0000108772,XEROX CORP,11465000000,3577,XRX,,primary_document,2016-04-30,2017-03-31
2015,0001562039,"CST BRANDS, LLC",11455000000,5500,,,,2016-04-30,2017-03-31
2015,0000883980,FIRST DATA CORP,11451000000,7389,,,,2016-04-30,2017-03-31
2015,0000089800,SHERWIN WILLIAMS CO,11339304000,5200,SHW,NYSE,submissions,2016-04-30,2017-03-31
2015,0000095521,SUPERVALU INC,11283000000,5141,,,,2016-04-30,2017-03-31
2015,0000874761,AES CORP,11260000000,4991,AES,NYSE,submissions,2016-04-30,2017-03-31
2015,0001675149,Alcoa Corp,11199000000,3334,AA,NYSE,submissions,2016-04-30,2017-03-31
2015,0000093556,"STANLEY BLACK & DECKER, INC.",11171800000,3420,SWK,NYSE,submissions,2016-04-30,2017-03-31
2015,0001041061,YUM BRANDS INC,11145000000,5812,YUM,NYSE,submissions,2016-04-30,2017-03-31
2015,0001318084,"Core-Mark Holding Company, LLC",11069400000,5141,CORE,,primary_document,2016-04-30,2017-03-31
2015,0000072903,XCEL ENERGY INC,11024000000,4931,XEL,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0001060391,"REPUBLIC SERVICES, INC.",11013500000,4953,RSG,NYSE,submissions,2016-04-30,2017-03-31
2015,0001376986,Tennessee Valley Authority,11003000000,4911,TVE,NYSE,submissions,2016-04-30,2017-03-31
2015,0000103379,V F CORP,10996393000,2320,VFC,NYSE,submissions,2016-04-30,2017-03-31
2015,0000008670,AUTOMATIC DATA PROCESSING INC,10938500000,7374,ADP,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0001521332,Aptiv PLC,10864000000,3714,APTV,NYSE,submissions,2016-04-30,2017-03-31
2015,0000882184,HORTON D R INC /DE/,10824000000,1531,DHI,NYSE,submissions,2016-04-30,2017-03-31
2015,0001001250,ESTEE LAUDER COMPANIES INC,10780000000,2844,EL,NYSE,submissions,2016-04-30,2017-03-31
2015,0000884905,LINDE INC,10776000000,2810,,,,2016-04-30,2017-03-31
2015,0000875045,BIOGEN INC.,10763800000,2836,BIIB,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0001275283,REYNOLDS AMERICAN INC,10675000000,2111,,,,2016-04-30,2017-03-31
2015,0001031203,GROUP 1 AUTOMOTIVE INC,10632505000,5500,GPI,NYSE,submissions,2016-04-30,2017-03-31
2015,0001027884,CHICAGO BRIDGE & IRON CO N V,10630812000,1700,,,,2016-04-30,2017-03-31
2015,0001000228,HENRY SCHEIN INC,10629719000,5047,HSIC,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0000047129,HERTZ CORP,10535000000,7510,HTZZ,,primary_document,2016-04-30,2017-03-31
2015,0001364479,HERC HOLDINGS INC,10535000000,7350,HRI,NYSE,submissions,2016-04-30,2017-03-31
2015,0000702165,NORFOLK SOUTHERN CORP,10511000000,4011,NSC,NYSE,submissions,2016-04-30,2017-03-31
2015,0001056239,L 3 COMMUNICATIONS HOLDINGS INC,10466000000,3663,,,,2016-04-30,2017-03-31
2015,0000885590,Bausch Health Companies Inc.,10447000000,2834,BHC,NYSE,submissions,2016-04-30,2017-03-31
2015,0000788784,PUBLIC SERVICE ENTERPRISE GROUP INC,10415000000,4931,PEG,NYSE,submissions,2016-04-30,2017-03-31
2015,0000936340,DTE ENERGY CO,10337000000,4911,DTE,NYSE,submissions,2016-04-30,2017-03-31
2015,0001323468,GLOBAL PARTNERS LP,10314852000,5171,GLP,NYSE,submissions,2016-04-30,2017-03-31
2015,0000010795,BECTON DICKINSON & CO,10282000000,3841,BDX,NYSE,submissions,2016-04-30,2017-03-31
2015,0001329099,"Baidu, Inc.",10247573000,7370,BIDU,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0001032208,SEMPRA,10231000000,4932,SRE,NYSE,submissions,2016-04-30,2017-03-31
2015,0000866787,AUTOZONE INC,10187340000,5531,AZO,NYSE,submissions,2016-04-30,2017-03-31
2015,0000808450,NAVISTAR INTERNATIONAL CORP,10140000000,3711,,,,2016-04-30,2017-03-31
2015,0001355096,"Old QVC Group, Inc.",9989000000,5961,QVCAQ,,company_tickers_exchange,2016-04-30,2017-03-31
2015,0000277135,"W.W. GRAINGER, INC.",9973384000,5000,GWW,NYSE,submissions,2016-04-30,2017-03-31
2015,0000010456,BAXTER INTERNATIONAL INC,9968000000,3841,BAX,NYSE,submissions,2016-04-30,2017-03-31
2015,0000310764,STRYKER CORP,9946000000,3841,SYK,NYSE,submissions,2016-04-30,2017-03-31
2015,0001304280,Novelis Inc.,9872000000,3350,NVL,,primary_document,2016-04-30,2017-03-31
2015,0000075252,ACCENDRA HEALTH INC/VA/,9772946000,5047,ACH,NYSE,submissions,2016-04-30,2017-03-31
2015,0001091667,"CHARTER COMMUNICATIONS, INC. /MO/",9754000000,4841,CHTR,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0001271833,CCO HOLDINGS LLC,9754000000,4841,CCOH,,primary_document,2016-04-30,2017-03-31
2015,0001158449,ADVANCE AUTO PARTS INC,9737018000,5531,AAP,NYSE,submissions,2016-04-30,2017-03-31
2015,0001141391,Mastercard Inc,9667000000,7389,MA,NYSE,submissions,2016-04-30,2017-03-31
2015,0000006951,APPLIED MATERIALS INC /DE,9659000000,3674,AMAT,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0000915389,EASTMAN CHEMICAL CO,9648000000,2821,EMN,NYSE,submissions,2016-04-30,2017-03-31
2015,0001043509,SONIC AUTOMOTIVE INC,9624299000,5500,SAH,NYSE,submissions,2016-04-30,2017-03-31
2015,0000920760,LENNAR CORP /NEW/,9474008000,1520,LEN,NYSE,submissions,2016-04-30,2017-03-31
2015,0001603923,Weatherford International plc,9433000000,3533,WFRD,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0001623613,Mylan II B.V.,9429300000,2834,,,,2016-04-30,2017-03-31
2015,0001326380,GameStop Corp.,9363800000,5734,GME,NYSE,submissions,2016-04-30,2017-03-31
2015,0000861884,"RELIANCE, INC.",9350500000,5051,RS,NYSE,submissions,2016-04-30,2017-03-31
2015,0000048465,HORMEL FOODS CORP /DE/,9263863000,2011,HRL,NYSE,submissions,2016-04-30,2017-03-31
2015,0000816284,CELGENE CORP /DE/,9256000000,2834,,,,2016-04-30,2017-03-31
2015,0001633917,"PayPal Holdings, Inc.",9248000000,7389,PYPL,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0001039101,"L3 TECHNOLOGIES, INC.",9231000000,3663,,,,2016-04-30,2017-03-31
2015,0001075531,Booking Holdings Inc.,9223987000,4700,BKNG,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0000789570,MGM Resorts International,9179590000,7011,MGM,NYSE,submissions,2016-04-30,2017-03-31
2015,0001034670,AUTOLIV INC,9169600000,3714,ALV,NYSE,submissions,2016-04-30,2017-03-31
2015,0000024741,CORNING INC /NY,9111000000,3357,GLW,NYSE,submissions,2016-04-30,2017-03-31
2015,0000352915,UNIVERSAL HEALTH SERVICES INC,9043451000,8062,UHS,NYSE,submissions,2016-04-30,2017-03-31
2015,0001657853,"HERTZ GLOBAL HOLDINGS, INC",9017000000,7510,HTZ,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0001494319,Univar Solutions Inc.,8981800000,5160,UNVR,,primary_document,2016-04-30,2017-03-31
2015,0000068622,QWEST CORP,8964000000,4813,CTGG,NYSE,company_tickers_exchange,2016-04-30,2017-03-31
2015,0001285785,MOSAIC CO,8895300000,2870,MOS,NYSE,submissions,2016-04-30,2017-03-31
2015,0000941548,CAMERON INTERNATIONAL CORP,8782000000,3533,,,,2016-04-30,2017-03-31
2015,0001219601,"CROWN HOLDINGS, INC.",8762000000,3411,CCK,NYSE,submissions,2016-04-30,2017-03-31
2015,0000821189,EOG RESOURCES INC,8757428000,1311,EOG,NYSE,submissions,2016-04-30,2017-03-31
2015,0000802481,PILGRIMS PRIDE CORP,8752672000,2015,PPC,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0001254699,"QVC Group, Inc.",8743000000,5961,QVCG,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0001599489,Veritiv Corp,8717700000,5110,VRTV,,primary_document,2016-04-30,2017-03-31
2015,0000773910,ANADARKO PETROLEUM CORP,8698000000,1311,,,,2016-04-30,2017-03-31
2015,0000920148,LABCORP HOLDINGS INC.,8680100000,8071,LH,NYSE,submissions,2016-04-30,2017-03-31
2015,0000023217,CONAGRA BRANDS INC.,8664100000,2000,CAG,NYSE,submissions,2016-04-30,2017-03-31
2015,0000895655,JARDEN CORP,8603900000,5190,,,,2016-04-30,2017-03-31
2015,0001065088,EBAY INC,8592000000,7389,EBAY,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0001564708,NEWS CORP,8524000000,2711,NWSA,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0000884887,ROYAL CARIBBEAN CRUISES LTD,8299074000,4400,RCL,NYSE,submissions,2016-04-30,2017-03-31
2015,0000794323,"Level 3 Parent, LLC",8229000000,4813,LUMN,,primary_document,2016-04-30,2017-03-31
2015,0001020859,UNITED NATURAL FOODS INC,8184978000,5141,UNFI,NYSE,submissions,2016-04-30,2017-03-31
2015,0001024725,TENNECO INC,8181000000,3714,TEN,,primary_document,2016-04-30,2017-03-31
2015,0001307954,Huntsman CORP,8139000000,2800,HUN,NYSE,submissions,2016-04-30,2017-03-31
2015,0000931336,DEAN FOODS CO,8121661000,2020,DF,,primary_document,2016-04-30,2017-03-31
2015,0000016732,CAMPBELL'S Co,8082000000,2000,CPB,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0000851968,MOHAWK INDUSTRIES INC,8071563000,2273,MHK,NYSE,submissions,2016-04-30,2017-03-31
2015,0000885725,BOSTON SCIENTIFIC CORP,8068000000,3841,BSX,NYSE,submissions,2016-04-30,2017-03-31
2015,0000908255,BORGWARNER INC,8023200000,3714,BWA,NYSE,submissions,2016-04-30,2017-03-31
2015,0000078239,PVH CORP. /DE/,8020300000,2320,PVH,NYSE,submissions,2016-04-30,2017-03-31
2015,0000009389,BALL Corp,7997000000,3411,BALL,NYSE,submissions,2016-04-30,2017-03-31
2015,0000898173,O REILLY AUTOMOTIVE INC,7966674000,5531,ORLY,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0000072741,EVERSOURCE ENERGY,7954827000,4911,ES,NYSE,submissions,2016-04-30,2017-03-31
2015,0001023128,LITHIA MOTORS INC,7864252000,5500,LAD,NYSE,submissions,2016-04-30,2017-03-31
2015,0000002969,"Air Products & Chemicals, Inc.",7824300000,2810,APD,NYSE,submissions,2016-04-30,2017-03-31
2015,0000091419,J M SMUCKER Co,7811200000,2033,SJM,NYSE,submissions,2016-04-30,2017-03-31
2015,0001039684,ONEOK INC /NEW/,7763206000,4923,OKE,NYSE,submissions,2016-04-30,2017-03-31
2015,0000909281,ONEOK Partners LP,7761068000,4922,,,,2016-04-30,2017-03-31
2015,0000055387,KENTUCKY UTILITIES CO,7669000000,4911,PPL,,primary_document,2016-04-30,2017-03-31
2015,0000922224,PPL Corp,7669000000,4911,PPL,NYSE,submissions,2016-04-30,2017-03-31
2015,0000877422,SpartanNash Co,7651973000,5141,SPTN,,primary_document,2016-04-30,2017-03-31
2015,0001166003,"XPO, Inc.",7623200000,4700,XPO,NYSE,submissions,2016-04-30,2017-03-31
2015,0000051644,"INTERPUBLIC GROUP OF COMPANIES, INC.",7613800000,7311,IPG,,primary_document,2016-04-30,2017-03-31
2015,0001022671,STEEL DYNAMICS INC,7594411000,3312,STLD,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0000929008,WESCO INTERNATIONAL INC,7518487000,5063,WCC,NYSE,submissions,2016-04-30,2017-03-31
2015,0001022079,QUEST DIAGNOSTICS INC,7493000000,8071,DGX,NYSE,submissions,2016-04-30,2017-03-31
2015,0000880266,AGCO CORP /DE,7467300000,3523,AGCO,NYSE,submissions,2016-04-30,2017-03-31
2015,0001338065,"DCP Midstream, LP",7430000000,4922,DPM,,primary_document,2016-04-30,2017-03-31
2015,0001419581,Federal-Mogul Holdings LLC,7419000000,3714,FDML,,primary_document,2016-04-30,2017-03-31
2015,0000850209,"FOOT LOCKER, INC.",7412000000,5661,FL,,primary_document,2016-04-30,2017-03-31
2015,0001037038,RALPH LAUREN CORP,7405200000,2320,RL,NYSE,submissions,2016-04-30,2017-03-31
2015,0000047111,HERSHEY CO,7386626000,2060,HSY,NYSE,submissions,2016-04-30,2017-03-31
2015,0001130310,CENTERPOINT ENERGY INC,7386000000,4911,CNP,NYSE,submissions,2016-04-30,2017-03-31
2015,0001451505,Transocean Ltd.,7386000000,1381,RIG,NYSE,submissions,2016-04-30,2017-03-31
2015,0000107263,"WILLIAMS COMPANIES, INC.",7360000000,4922,WMB,NYSE,submissions,2016-04-30,2017-03-31
2015,0001483096,WILLIAMS PARTNERS L.P.,7331000000,4922,,,,2016-04-30,2017-03-31
2015,0001089063,"DICK'S SPORTING GOODS, INC.",7270965000,5940,DKS,NYSE,submissions,2016-04-30,2017-03-31
2015,0001335258,"Live Nation Entertainment, Inc.",7245731000,7900,LYV,NYSE,submissions,2016-04-30,2017-03-31
2015,0000016918,"CONSTELLATION BRANDS, INC.",7223800000,2080,STZ,NYSE,submissions,2016-04-30,2017-03-31
2015,0001065696,LKQ CORP,7192633000,5010,LKQ,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0000062996,MASCO CORP /DE/,7142000000,3430,MAS,NYSE,submissions,2016-04-30,2017-03-31
2015,0001585689,Hilton Worldwide Holdings Inc.,7133000000,7011,HLT,NYSE,submissions,2016-04-30,2017-03-31
2015,0000726958,CASEYS GENERAL STORES INC,7122086000,5500,CASY,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0000023082,COMPUTER SCIENCES CORP,7106000000,7373,,,,2016-04-30,2017-03-31
2015,0001688568,DXC Technology Co,7106000000,7374,DXC,NYSE,submissions,2016-04-30,2017-03-31
2015,0001501585,"HUNTINGTON INGALLS INDUSTRIES, INC.",7020000000,3730,HII,NYSE,submissions,2016-04-30,2017-03-31
2015,0001491675,"COCA-COLA EUROPEAN PARTNERS US, LLC",7011000000,2086,CCE,,primary_document,2016-04-30,2017-03-31
2015,0000029905,DOVER Corp,6956311000,3530,DOV,NYSE,submissions,2016-04-30,2017-03-31
2015,0000940944,DARDEN RESTAURANTS INC,6933500000,5812,DRI,NYSE,submissions,2016-04-30,2017-03-31
2015,0001673358,"Yum China Holdings, Inc.",6909000000,5812,YUMC,NYSE,submissions,2016-04-30,2017-03-31
2015,0000932787,STMicroelectronics N.V.,6897000000,3674,STM,NYSE,submissions,2016-04-30,2017-03-31
2015,0000029669,RR Donnelley & Sons Co,6880700000,2750,,,,2016-04-30,2017-03-31
2015,0001441634,Avago Technologies LTD,6824000000,3674,AVGO,,primary_document,2016-04-30,2017-03-31
2015,0001649338,Broadcom Pte. Ltd.,6824000000,3674,AVGO,,primary_document,2016-04-30,2017-03-31
2015,0001649345,Broadcom Cayman L.P.,6824000000,3674,AVGO,,primary_document,2016-04-30,2017-03-31
2015,0001065280,NETFLIX INC,6779511000,7841,NFLX,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0000028917,"DILLARD'S, INC.",6754545000,5311,DDS,NYSE,submissions,2016-04-30,2017-03-31
2015,0000105634,"EMCOR Group, Inc.",6718726000,1731,EME,NYSE,submissions,2016-04-30,2017-03-31
2015,0000918160,Cleveland-Cliffs Steel Holding Corp,6692900000,3312,,,,2016-04-30,2017-03-31
2015,0000884614,UGI CORP /PA/,6691100000,4932,UGI,NYSE,submissions,2016-04-30,2017-03-31
2015,0001324424,"Expedia Group, Inc.",6672317000,4700,EXPE,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0001108524,"Salesforce, Inc.",6667216000,7372,CRM,NYSE,submissions,2016-04-30,2017-03-31
2015,0001677703,CONDUENT Inc,6662000000,7389,CNDT,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0001364885,"Spirit AeroSystems Holdings, Inc.",6643900000,3728,SPR,,primary_document,2016-04-30,2017-03-31
2015,0000746515,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,6616632000,4731,EXPD,NYSE,submissions,2016-04-30,2017-03-31
2015,0001144980,ASBURY AUTOMOTIVE GROUP INC,6588300000,5500,ABG,NYSE,submissions,2016-04-30,2017-03-31
2015,0000085961,RYDER SYSTEM INC,6571893000,7510,R,NYSE,submissions,2016-04-30,2017-03-31
2015,0001124610,VMWARE LLC,6571000000,7372,VMW,,primary_document,2016-04-30,2017-03-31
2015,0000004447,HESS CORP,6561000000,2911,HES,,primary_document,2016-04-30,2017-03-31
2015,0000832988,SIGNET JEWELERS LTD,6550200000,5944,SIG,NYSE,submissions,2016-04-30,2017-03-31
2015,0000916457,CALPINE CORP,6472000000,4911,,,,2016-04-30,2017-03-31
2015,0000811156,CMS ENERGY CORP,6456000000,4931,CMS,NYSE,submissions,2016-04-30,2017-03-31
2015,0000936402,Shire plc,6416700000,2834,,,,2016-04-30,2017-03-31
2015,0001437107,"Warner Bros. Discovery, Inc.",6394000000,4841,WBD,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0000099780,TRINITY INDUSTRIES INC,6392700000,3743,TRN,NYSE,submissions,2016-04-30,2017-03-31
2015,0000897723,SANMINA CORP,6374541000,3672,SANM,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0000070866,NCR Voyix Corp,6373000000,3578,VYX,NYSE,submissions,2016-04-30,2017-03-31
2015,0001135152,FMC TECHNOLOGIES INC,6362700000,3533,,,,2016-04-30,2017-03-31
2015,0001024478,"ROCKWELL AUTOMATION, INC",6307900000,3829,ROK,NYSE,submissions,2016-04-30,2017-03-31
2015,0001418135,Keurig Dr Pepper Inc.,6282000000,2080,KDP,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0001136893,"Fidelity National Information Services, Inc.",6260000000,7389,FIS,NYSE,submissions,2016-04-30,2017-03-31
2015,0000739708,"iHeartCommunications, Inc.",6241516000,4832,,,,2016-04-30,2017-03-31
2015,0001400891,"iHeartMedia, Inc.",6241516000,4832,IHRT,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0001457737,"iHeartMedia Capital I, LLC",6241516000,4813,,,,2016-04-30,2017-03-31
2015,0000916365,TRACTOR SUPPLY CO /DE/,6226507000,5200,TSCO,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0001529192,Vipshop Holdings Ltd,6206307000,5961,VIPS,NYSE,submissions,2016-04-30,2017-03-31
2015,0000052795,ANIXTER INTERNATIONAL INC,6190500000,5063,,,,2016-04-30,2017-03-31
2015,0000728535,HUNT J B TRANSPORT SERVICES INC,6187646000,4213,JBHT,Nasdaq,submissions,2016-04-30,2017-03-31
2015,0001659166,Fortive Corp,6178800000,3823,FTV,NYSE,submissions,2016-04-30,2017-03-31
2015,0001492633,Nielsen Holdings plc,6172000000,7389,,,,2016-04-30,2017-03-31
2015,0000008868,AVON PRODUCTS INC,6160500000,2844,AVP,,primary_document,2016-04-30,2017-03-31
2015,0000812074,"O-I Glass, Inc. /DE/",6156000000,3221,OI,NYSE,submissions,2016-04-30,2017-03-31
2015,0000812233,OWENS-ILLINOIS GROUP INC,6156000000,3221,OW,,primary_document,2016-04-30,2017-03-31
2015,0000800459,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,6155297000,3651,,,,2016-04-30,2017-03-31
2015,0001620546,Baxalta Inc,6148000000,2834,,,,2016-04-30,2017-03-31
2015,0000205402,GRAYBAR ELECTRIC CO INC,6110299000,5063,,,,2016-04-30,2017-03-31
2015,0001413447,NXP Semiconductors N.V.,6101000000,3674,NXPI,Nasdaq,submissions,2016-04-30,2017-03-31
2016,0000104169,Walmart Inc.,485873000000,5331,WMT,Nasdaq,submissions,2017-04-30,2018-03-31
2016,0000320193,Apple Inc.,215639000000,3571,AAPL,Nasdaq,submissions,2017-04-30,2018-03-31
2016,0000034088,EXXON MOBIL CORP,200628000000,2911,XOM,,primary_document,2017-04-30,2018-03-31
2016,0000927653,MCKESSON CORP,198533000000,5122,MCK,NYSE,submissions,2017-04-30,2018-03-31
2016,0000064803,CVS HEALTH Corp,177546000000,5912,CVS,NYSE,submissions,2017-04-30,2018-03-31
2016,0000732717,AT&T INC.,163786000000,4813,T,NYSE,submissions,2017-04-30,2018-03-31
2016,0000037996,FORD MOTOR CO,151800000000,3711,F,NYSE,submissions,2017-04-30,2018-03-31
2016,0001467858,General Motors Co,149184000000,3711,GM,NYSE,submissions,2017-04-30,2018-03-31
2016,0001140859,"Cencora, Inc.",146849686000,5122,COR,NYSE,submissions,2017-04-30,2018-03-31
2016,0001018724,AMAZON COM INC,135987000000,5961,AMZN,Nasdaq,submissions,2017-04-30,2018-03-31
2016,0000732712,VERIZON COMMUNICATIONS INC,125980000000,4813,VZ,NYSE,submissions,2017-04-30,2018-03-31
2016,0000721371,CARDINAL HEALTH INC,121546000000,5122,CAH,NYSE,submissions,2017-04-30,2018-03-31
2016,0000040545,GENERAL ELECTRIC CO,119469000000,3600,GE,NYSE,submissions,2017-04-30,2018-03-31
2016,0000909832,COSTCO WHOLESALE CORP /NEW,118719000000,5331,COST,Nasdaq,submissions,2017-04-30,2018-03-31
2016,0001618921,"Walgreens Boots Alliance, Inc.",117351000000,5912,WBA,,primary_document,2017-04-30,2018-03-31
2016,0000056873,KROGER CO,115337000000,5411,KR,NYSE,submissions,2017-04-30,2018-03-31
2016,0000093410,CHEVRON CORP,114472000000,2911,CVX,NYSE,submissions,2017-04-30,2018-03-31
2016,0001532063,Express Scripts Holding Co.,100287500000,5912,ESRX,,primary_document,2017-04-30,2018-03-31
2016,0000354950,"HOME DEPOT, INC.",94595000000,5211,HD,NYSE,submissions,2017-04-30,2018-03-31
2016,0000012927,BOEING CO,93496000000,3721,BA,NYSE,submissions,2017-04-30,2018-03-31
2016,0000789019,MICROSOFT CORP,91154000000,7372,MSFT,Nasdaq,submissions,2017-04-30,2018-03-31
2016,0001652044,Alphabet Inc.,90272000000,7370,GOOGL,Nasdaq,submissions,2017-04-30,2018-03-31
2016,0001534701,Phillips 66,84279000000,2911,PSX,NYSE,submissions,2017-04-30,2018-03-31
2016,0001166691,COMCAST CORP,80736000000,4841,CMCSA,Nasdaq,submissions,2017-04-30,2018-03-31
2016,0000051143,INTERNATIONAL BUSINESS MACHINES CORP,79919000000,3570,IBM,NYSE,submissions,2017-04-30,2018-03-31
2016,0001413329,Philip Morris International Inc.,74953000000,2111,PM,NYSE,submissions,2017-04-30,2018-03-31
2016,0000200406,JOHNSON & JOHNSON,71890000000,2834,JNJ,NYSE,submissions,2017-04-30,2018-03-31
2016,0000027419,TARGET CORP,70271000000,5331,TGT,NYSE,submissions,2017-04-30,2018-03-31
2016,0000080424,PROCTER & GAMBLE Co,65299000000,2840,PG,NYSE,submissions,2017-04-30,2018-03-31
2016,0000060667,LOWES COMPANIES INC,65017000000,5211,LOW,NYSE,submissions,2017-04-30,2018-03-31
2016,0000077476,PEPSICO INC,62799000000,2080,PEP,Nasdaq,submissions,2017-04-30,2018-03-31
2016,0000007084,Archer-Daniels-Midland Co,62346000000,2070,ADM,NYSE,submissions,2017-04-30,2018-03-31
2016,0001571996,Dell Technologies Inc.,62164000000,3571,DELL,NYSE,submissions,2017-04-30,2018-03-31
2016,0001090727,UNITED PARCEL SERVICE INC,61610000000,4210,UPS,NYSE,submissions,2017-04-30,2018-03-31
2016,0001048911,FEDEX CORP,60319000000,4513,FDX,NYSE,submissions,2017-04-30,2018-03-31
2016,0001646972,"Albertsons Companies, Inc.",59678200000,5411,ACI,NYSE,submissions,2017-04-30,2018-03-31
2016,0000050863,INTEL CORP,59387000000,3674,INTC,Nasdaq,submissions,2017-04-30,2018-03-31
2016,0000101829,RTX Corp,57244000000,3724,RTX,NYSE,submissions,2017-04-30,2018-03-31
2016,0001744489,Walt Disney Co,55632000000,7990,DIS,NYSE,submissions,2017-04-30,2018-03-31
2016,0001001039,TWDC Enterprises 18 Corp.,55632000000,7990,,,,2017-04-30,2018-03-31
2016,0000078003,PFIZER INC,52824000000,2834,PFE,NYSE,submissions,2017-04-30,2018-03-31
2016,0000096021,SYSCO CORP,50366919000,5140,SYY,NYSE,submissions,2017-04-30,2018-03-31
2016,0000858877,"CISCO SYSTEMS, INC.",49247000000,3576,CSCO,Nasdaq,submissions,2017-04-30,2018-03-31
2016,0000047217,HP INC,48238000000,3570,HPQ,NYSE,submissions,2017-04-30,2018-03-31
2016,0001666700,"DuPont de Nemours, Inc.",48158000000,2821,DD,NYSE,submissions,2017-04-30,2018-03-31
2016,0000029915,DOW CHEMICAL CO /DE/,48158000000,2821,DOW,,primary_document,2017-04-30,2018-03-31
2016,0000936468,LOCKHEED MARTIN CORP,47290000000,3760,LMT,NYSE,submissions,2017-04-30,2018-03-31
2016,0001144519,BUNGELTD,42679000000,2070,BG,,primary_document,2017-04-30,2018-03-31
2016,0000021344,COCA COLA CO,41863000000,2080,KO,NYSE,submissions,2017-04-30,2018-03-31
2016,0000006201,American Airlines Group Inc.,40180000000,4512,AAL,Nasdaq,submissions,2017-04-30,2018-03-31
2016,0000310158,"Merck & Co., Inc.",39807000000,2834,MRK,NYSE,submissions,2017-04-30,2018-03-31
