security_code,security_name,current_attention_class,review_outcome,confidence,review_reason,next_hard_evidence,external_check_scope,new_source_ids,new_source_urls,prior_verdict,prior_reason_not_reverified,prior_sources_not_all_reopened,related_migration_decision_id,production_action
300408,三环集团,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体为材料配方+粉体自制垂直一体化的成本优势：插芯全球约70%、氧化铝基板50%+、晶振基座40%，多品类第一持续十年以上；ROE中位16.9%、毛利42-50%持续高于风华等同业。,data/interim/moat_audit_2026-09-07/batch_05_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300408_三环集团/README.md ; data/archive/completed-queues/evidence_review_log.md ; docs/peer-group-calibration/a-share-electronic-components.md ; https://www.guandian.cn/article/20260803/580026.html ; https://m.gelonghui.com/p/1675075 ; https://finance.ifeng.com/c/8uqRGdEQ5To,,none_recommendation_only
300415,伊之密,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体为成型装备工艺与规模成本：注塑/压铸双品类国内第二，≥6000吨压铸机国内仅三家可造；ROE中位18.9%、≥15%共9年，回报持续；不如海天不等于被覆盖。,data/interim/moat_audit_2026-09-07/batch_05_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300415_伊之密/README.md ; data/archive/completed-queues/evidence_review_log.md ; docs/peer-group-calibration/a-share-other-special-machinery.md ; https://news.smm.cn/news/102684637 ; https://www.chinabaogao.com/detail/706998.html ; chyxx.com/industry/1264333,,none_recommendation_only
300470,中密控股,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体为石化认证+失效成本高的存量服务粘性：机械密封国内第一、核心板块毛利稳定近50%，2025综合毛利下滑系并表KS GmbH与低毛利板块结构所致而非降价；ROE十一年均≥11.5%。,data/interim/moat_audit_2026-09-07/batch_05_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300470_中密控股/README.md ; data/archive/completed-queues/evidence_review_log.md ; docs/peer-group-calibration/a-share-other-general-machinery.md ; https://finance.sina.com.cn/stock/aigc/stockfs/2026-04-14/doc-inhunpmu1488120.shtml ; https://stock.stockstar.com/RB2026041600004927.shtml ; https://news.qq.com/rain/a/20250928A03RBC00,,none_recommendation_only
300487,蓝晓科技,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体为树脂配方+应用工程化一体化：吸附法提锂12个千吨级项目8.6万吨、提镓份额70%+，海外仅漂莱特/陶氏同类；毛利十年升至51%、ROE≥15%共7年，回报持续且上行。,data/interim/moat_audit_2026-09-07/batch_05_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300487_蓝晓科技/README.md ; data/archive/completed-queues/evidence_review_log.md ; docs/peer-group-calibration/a-share-other-chemical-products-remaining.md ; https://www.cs.com.cn/ssgs/01/2026/04/23/detail_2026042310006119.html ; https://finance.sina.com.cn/stock/relnews/cn/2024-12-07/doc-incyrvxi0839401.shtml ; https://kjt.shaanxi.gov.cn/kjdt/myjj/202503/t20250321_3464922.html,,none_recommendation_only
300502,新易盛,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体为良率成本与海外云厂认证：1.6T/LPO全球首批量产，毛利三代上行26→48%，2020年起稳居全球前三；ROE≥15%共7年，2018/2023低谷为代际切换而非份额丢失；侵蚀路径高。,data/interim/moat_audit_2026-09-07/batch_05_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300502_新易盛/README.md ; data/archive/completed-queues/evidence_review_log.md ; docs/peer-group-calibration/a-share-communication-transmission.md ; https://www.163.com/money/article/KSMM8JPD00259SAH.html ; https://finance.sina.com.cn/wm/2026-04-23/doc-inhvpkaw3615125.shtml ; https://view.inews.qq.com/a/20260424A05U2100,,none_recommendation_only
300529,健帆生物,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体为品类定义者的临床证据与院端覆盖：灌流器约八成份额、6000+医院、381篇SCI，同类厂商十余年未撼动；ROE≥15%共10年、毛利83%；2024-25降价与收入−25%是需求与控费而非载体被复制。,data/interim/moat_audit_2026-09-07/batch_05_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300529_健帆生物/README.md ; data/archive/completed-queues/evidence_review_log.md ; docs/peer-group-calibration/a-share-medical-device-remaining.md ; https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/9c87fd12-0dea-495b-8473-ea3da682f312.PDF ; https://www.sfccn.com/2025/4-30/2MMDE0NzNfMjAyODI2Mw.html ; https://datacenter.eastmoney.com/securities/api/data/v1/get?reportName=RPT_F10_FN_MAINOP&columns=ALL&filter=(SECUCODE%3D%22300529.SZ%22),,none_recommendation_only
300604,长川科技,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体为ATE软硬件生态与测试程序库切换成本：测试机2025收入32亿毛利62%、分选机国内第一、SoC测试机领先华峰两年；ROE低谷年为封测周期与高研发投入期，行业校准已认可其独立测试角度。,data/interim/moat_audit_2026-09-07/batch_05_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300604_长川科技/README.md ; data/archive/completed-queues/evidence_review_log.md ; docs/peer-group-calibration/a-share-semiconductor-equipment.md ; https://finance.sina.com.cn/roll/2026-04-27/doc-inhvyeeu8966270.shtml ; https://www.hzcctech.com/uploadfiles/2026/04/20260427113635617.pdf ; https://www.laoyaoba.com/n/985385,,none_recommendation_only
300627,华测导航,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体为板卡算法自研+行业场景渠道：高精度GNSS国产第一、2025海外收入+35%占34%，同业中海达亏损/司南体量小；ROE≥15%共9年、毛利升至61%，回报持续高于同业。,data/interim/moat_audit_2026-09-07/batch_05_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300627_华测导航/README.md ; data/archive/completed-queues/evidence_review_log.md ; docs/peer-group-calibration/a-share-satellite-applications.md ; https://finance.sina.com.cn/wm/2026-04-16/doc-inhuucck2353151.shtml ; https://pdf.dfcfw.com/pdf/H3_AP202308201595380590_1.pdf,,none_recommendation_only
300628,亿联网络,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体为全球渠道网络+生态认证转化的定价权：SIP话机全球出货份额第一连续八年（2020年34.3%），净利率43%、海外80%+；ROE十一年全部≥25%，回报持续性为本批最高。,data/interim/moat_audit_2026-09-07/batch_05_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300628_亿联网络/README.md ; data/archive/completed-queues/evidence_review_log.md ; docs/peer-group-calibration/a-share-communication-terminal.md ; https://finance.sina.cn/2026-04-30/detail-inhwfihp0550579.d.html?vt=4 ; https://static.cninfo.com.cn/finalpage/2026-04-22/1225142083.PDF ; https://finance.sina.com.cn/stock/relnews/cn/2025-02-12/doc-inekezva2348029.shtml,,none_recommendation_only
300661,圣邦股份,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体为料号库与客户导入切换成本：38大类6800余款料号国产最多，同业纳芯微/思瑞浦2023-24亏损而圣邦持续盈利；ROE≥15%共7年、毛利升至53%，2023-25回报回落由TI降价与高研发解释。,data/interim/moat_audit_2026-09-07/batch_05_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300661_圣邦股份/README.md ; data/archive/completed-queues/evidence_review_log.md ; docs/peer-group-calibration/a-share-integrated-circuit.md ; https://wap.hibor.com.cn/wap_detail.aspx?id=5059401 ; https://finance.sina.com.cn/stock/relnews/dongmiqa/2025-12-31/doc-inhestep5263449.shtml ; https://www.cls.cn/detail/2327446,,none_recommendation_only
300685,艾德生物,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体为认证锁：35 项三类证国内伴随诊断最多，每证需临床＋审评数年且与靶向药联动注册；ROE≥15% 共 9/11 年、毛利 83%，同业 NGS 厂商持续亏损。复制测试通过，LDT/医保为主要侵蚀。,data/interim/moat_audit_2026-09-07/batch_06_input.json ; data/companies/300685_艾德生物/README.md ; data/archive/completed-queues/evidence_review_log.md ; http://xinpi.zqrb.cn/pdf/CYB/300685/2026/0416/c2a4e7327d5117aaa2192b6443a668b4.pdf ; https://bydrug.pharmcube.com/news/detail/e028cdcf54e6b315626c625a745e0c6f,,none_recommendation_only
300699,光威复材,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体为型号定型认证锁：5 个型号 36 亿定型合同至 2027，换供应商须重新定型验证。回报下滑（ROE 21→10.7%）有结构性解释——军品审价降价，中简同步下滑；载体未被破坏，复制测试通过，侵蚀高。,data/interim/moat_audit_2026-09-07/batch_06_input.json ; data/companies/300699_光威复材/README.md ; data/archive/completed-queues/evidence_review_log.md ; https://www.21jingji.com/article/20241225/herald/4bade72bf76068c1be8f3bac9cbf9426.html ; https://finance.sina.cn/2026-04-29/detail-inhweskw7597689.d.html ; https://pdf.dfcfw.com/pdf/H3_AP202506051685421369_1.pdf,,none_recommendation_only
300750,宁德时代,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,全球份额 39.2% 断档第一（SNE 2025），二线追赶多年盈利差距反而拉大：宁德 ROE 24.9% vs 亿纬 10.5%、国轩 8.7%。规模成本＋客户认证＋技术代际复合壁垒，复制测试通过。,data/interim/moat_audit_2026-09-07/batch_06_input.json ; data/companies/300750_宁德时代/README.md ; docs/peer-group-calibration/a-share-ev-battery.md ; https://cnevpost.com/2026/02/04/global-ev-battery-market-share-2025/ ; https://www.electrive.com/2026/02/04/sne-research-catl-continues-to-dominate-global-battery-market/,,none_recommendation_only
300759,康龙化成,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体=一体化CRO平台与MNC客户审计记录（能力锁）：十一年ROE最低11.6%、经营现金流÷净利1.78；回报下行系CDMO/临床产能投入期（归母2021-25横盘），非载体受损；L3折价已计。,data/interim/moat_audit_2026-09-07/batch_11_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/300759_康龙化成/README.md ; docs/peer-group-calibration/a-share-cxo.md ; https://static.cninfo.com.cn/finalpage/2026-03-31/1225057836.PDF,,none_recommendation_only
300760,迈瑞医疗,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,平台型载体：四大生命支持品类全球前三、国际收入近半，装机＋服务网络＋全球注册证组合数十年积累；ROE≥15% 共 10/11 年、中位 32%，同业联影中位 9.9%。复制测试通过，集采为可控侵蚀。,data/interim/moat_audit_2026-09-07/batch_06_input.json ; data/companies/300760_迈瑞医疗/README.md ; docs/peer-group-calibration/a-share-medical-device.md ; https://www.chnfund.com/article/ARbb1f5d5b-f3bb-0a94-5ef1-3a14b0d560c6 ; https://www.stcn.com/article/detail/3712930.html,,none_recommendation_only
300776,帝尔激光,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,激光工艺 know-how＋专利穿越 PERC→TOPCon→BC：掺杂合同 450GW、LIF 订单 100GW、BC 消融主供。十年 ROE 最低 14%、毛利 46% 稳，海目星同期亏损。复制测试通过，行业下行为主要侵蚀。,data/interim/moat_audit_2026-09-07/batch_06_input.json ; data/companies/300776_帝尔激光/README.md ; data/archive/completed-queues/evidence_review_log.md ; https://m.lejucaijing.com/report-117904.html ; https://solar.ofweek.com/2026-05/ART-260003-8460-30688295.html ; https://laser.ofweek.com/2025-05/ART-240002-8420-30663646.html,,none_recommendation_only
300811,铂科新材,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,全球粉芯份额 27.1% 第一、领先第二名 13.5pp，粉体自制＋配方工艺＋客户验证为能力锁；十年 ROE 最低 12.9%、毛利 39-43%，东睦同期 1-8%。复制测试通过；OCF/NI 0.3 与客户集中为弱点。,data/interim/moat_audit_2026-09-07/batch_06_input.json ; data/companies/300811_铂科新材/README.md ; data/archive/completed-queues/evidence_review_log.md ; https://finance.sina.com.cn/stock/aigc/hkipo/2026-07-09/doc-inihefvh7728983.shtml ; https://finance.sina.com.cn/stock/aigc/ggxg/zgs/2026-07-09/doc-inihefve8208288.shtml ; https://m.gelonghui.com/p/781525,,none_recommendation_only
300832,新产业,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,仪器＋试剂闭环为转换成本锁：装机存量决定试剂消耗，海外 100+ 国装机国产第一。十一年 ROE 全部 ≥18.4%、毛利 71%，同业安图降至 12%、亚辉龙 0.9%。复制测试通过，集采为侵蚀。,data/interim/moat_audit_2026-09-07/batch_06_input.json ; data/companies/300832_新产业/README.md ; docs/peer-group-calibration/a-share-medical-device.md ; data/archive/completed-queues/evidence_review_log.md ; https://www.cnenergynews.cn/article/4OAf7VsPzqz ; https://www.fxbaogao.com/detail/5041024,,none_recommendation_only
300866,安克创新,worth_attention,维持关注，品牌比较待同口径,medium,绿联/倍思存在不能自动否定品牌；对珀莱雅也使用同尺度。毛利和净利润支持研究，旧 ASP 溢价数字未在本轮重验，不作为独立入池凭据。,同品类同渠道 ASP、获客费后利润、产品召回和认证事件,prior_record_logic_only,,,维持,品牌渠道锁最软，但已转化为定价权：ASP 溢价 +67%、十一年 ROE 全部 ≥17%。绿联/倍思资本进入十年，规模差仍 3.5 倍、未见 3~5 年可追平证据，复制测试勉强通过；侵蚀高。,data/interim/moat_audit_2026-09-07/batch_06_input.json ; data/companies/300866_安克创新/README.md ; docs/peer-group-calibration/a-share-consumer-electronics.md ; https://paper.cnstock.com/html/2026-04/10/content_2198187.htm ; https://www.nbd.com.cn/articles/2026-04-10/4334165.html ; https://static.cninfo.com.cn/finalpage/2026-03-31/1225054187.PDF,,none_recommendation_only
300896,爱美客,worth_attention,维持关注，竞争跟踪,medium,单品排他性被削弱与全公司证书、医生渠道均被复制不同；与锦波应比较整个获批品种组合及利润承载，不能只比一张证。,核心单品竞争后销量/售价、证书组合利润贡献及渠道复购,prior_record_logic_only,,,维持,载体为三类证法律锁：12 款 III 类＋2 款药品，每证审批 5 年＋；十一年 ROE 全部 ≥16.9%、毛利 92%。嗨体独占已于 2024-10 被润致格格打破，回报下行但证组合仍最厚，复制测试通过，侵蚀高。,data/interim/moat_audit_2026-09-07/batch_06_input.json ; data/companies/300896_爱美客/README.md ; data/archive/completed-queues/evidence_review_log.md ; https://www.bbtnews.com.cn/2025/0820/566927.shtml ; https://finance.sina.com.cn/tech/roll/2026-03-23/doc-inhryhiw2474693.shtml ; https://caifuhao.eastmoney.com/news/20260317103858639284380,,none_recommendation_only
300910,瑞丰新材,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体为 OEM 认证锁：复合剂需台架＋OEM 认证 3~5 年，四大 85% 份额格局数十年无新进入者，瑞丰为唯一取得 OEM 认证的挑战者。近四年门类分位 92-96、毛利上行至 33%。复制测试通过；2026Q1 净利率塌陷需跟踪。,data/interim/moat_audit_2026-09-07/batch_06_input.json ; data/companies/300910_瑞丰新材/README.md ; data/archive/completed-queues/evidence_review_log.md ; https://static.cninfo.com.cn/finalpage/2026-03-21/1225022738.PDF ; https://www.baogaobox.com/insights/250625000012332.html,,none_recommendation_only
301589,诺瓦星云,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,显控软硬件生态为事实标准：全球份额 60-70%（集邦 2023），屏厂切换需重做协议与适配。八年 ROE 中位 21.7%、毛利 57.6%，次位卡莱特 2024-25 ROE 归零。复制测试通过，品类天花板为侵蚀。,data/interim/moat_audit_2026-09-07/batch_06_input.json ; data/companies/301589_诺瓦星云/README.md ; data/archive/completed-queues/evidence_review_log.md ; https://www.time-weekly.com/post/316492 ; https://m.gelonghui.com/p/2035320 ; https://www.eet-china.com/mp/a307941.html,,none_recommendation_only
600007,中国国贸,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体=不可再造的CBD核心整块地标+40年租户/品牌生态：写字楼出租率91.8%对全市空置17.5%、商城95.5%；十二年ROE≥10.2%为A股持有型物业唯一。租金可被邻近新供应压价，止于L2。,data/interim/moat_audit_2026-09-07/batch_11_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/600007_中国国贸/README.md ; docs/peer-group-calibration/a-share-general-commercial-property.md ; https://stockmc.xueqiu.com/202604/600007_20260402_CE7M.pdf ; https://news.qq.com/rain/a/20250501A01XA800,,none_recommendation_only
600031,三一重工,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,规模＋渠道服务网络＋成本位：全球第 4、海外 64%、毛利高徐工 5pp、挖机国内第一逾十年，新进入者无法数年再造。十年 ROE 中位 8.7% 平庸，结构性解释为周期低谷，上行期 27-30% 为同业 2 倍。,data/interim/moat_audit_2026-09-07/batch_06_input.json ; data/companies/600031_三一重工/README.md ; docs/peer-group-calibration/a-share-construction-machinery.md ; https://finance.sina.com.cn/jjxw/2026-05-12/doc-inhxrshk9897781.shtml ; https://www.cnenergynews.cn/article/4RXhGBrQ7Uq ; data/raw/financials/2025-12-31.csv（徐工/中联/柳工 ROE）,,none_recommendation_only
600036,招商银行,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体为零售负债端franchise：零售AUM超17万亿、活期占比49%、息差1.87%高于行业1.42%、客群2.24亿；十年ROE中位16.5%、10年分位≥80、行业下行期仍居大行首位，同业多轮零售转型未复制，复制测试通过。,https://s3gw.cmbimg.com/lb5001-cmbweb-prd-1255000097/cmbir/20260330/19d0dfa2-e517-48db-ac75-fe89db17cbb7.pdf ; https://m.bjnews.com.cn/detail/1774619528129385.html ; https://finance.sina.com.cn/wm/2026-03-28/doc-inhspryv7477800.shtml ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; docs/peer-group-calibration/a-share-bank.md ; data/companies/600036_招商银行/README.md,,none_recommendation_only
600066,宇通客车,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,"全球客车第一：出口 17,149 辆占 21.9% 第一，国内大中型座位客车份额 55.4%；行业萎缩期 ROE 升至 38%，金龙/中通十年中位不足 4%。整车平台＋全球服务网络＋定制体系，复制测试通过。",data/interim/moat_audit_2026-09-07/batch_06_input.json ; data/companies/600066_宇通客车/README.md ; docs/peer-group-calibration/a-share-commercial-vehicles.md ; data/archive/completed-queues/evidence_review_log.md ; https://www.cntplus.com/bus/267117.html ; https://www.cnbuses.com/news/show-6-9222-11.html ; https://news.10jqka.com.cn/20260814/c678944818.shtml,,none_recommendation_only
600085,同仁堂,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,载体为 300 年品牌＋天然麝香许可（仅 5 家）：安宫份额超 50%、860 元/丸较广誉远溢价 9%，定价权成立；「独家配方」不实（120+ 批文）。十年 ROE 中位 12.5% 平庸，被商业板块与少数股东稀释；复制测试通过，侵蚀高。,data/interim/moat_audit_2026-09-07/batch_06_input.json ; data/companies/600085_同仁堂/README.md ; docs/peer-group-calibration/a-share-traditional-chinese-medicine.md ; data/archive/completed-queues/evidence_review_log.md ; https://www.sfccn.com/2024/6-15/0NMDE0MDdfMTkyNjA0Ng.html ; https://xueqiu.com/8921357499/304778948 ; https://pro.huxiu.com/article/1302240.html ; data/raw/financials/2025-12-31.csv（片仔癀/东阿/达仁堂/云南白药/以岭/广誉远 ROE）,,none_recommendation_only
600132,重庆啤酒,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,啤酒五强格局固化，区域密度（新疆/宁夏/重庆）与嘉士伯品牌矩阵无法用资本再造；高档占六成、毛利 50% 高青啤 10pp，净利率啤酒业最高，转化为定价权。复制测试通过；乌苏退潮与大本营下滑为高侵蚀。,data/interim/moat_audit_2026-09-07/batch_06_input.json ; data/companies/600132_重庆啤酒/README.md ; docs/peer-group-calibration/a-share-beer.md ; data/archive/completed-queues/evidence_review_log.md ; https://www.jiemian.com/article/12795544.html ; https://finance.sina.com.cn/stock/relnews/cn/2025-04-05/doc-inesckpq3397410.shtml ; data/raw/financials/2025-12-31.csv（青啤/珠江/燕京 ROE）,,none_recommendation_only
600160,巨化股份,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,法律锁：HFCs 配额 29.99 万吨占全国 37.6% 第一，总量封顶递减、新进入者无配额。配额前十年 ROE 中位 8.5% 为基线年抢份额价格战所致（结构性），配额生效后 ROE 11.5→19.6%。复制测试通过。,data/interim/moat_audit_2026-09-07/batch_06_input.json ; data/companies/600160_巨化股份/README.md ; docs/peer-group-calibration/a-share-fluorochemicals.md ; data/archive/completed-queues/evidence_review_log.md ; https://finance.sina.com.cn/wm/2026-06-12/doc-iniceccm3426944.shtml ; https://finance.sina.com.cn/wm/2026-05-22/doc-inhytkat5913496.shtml ; https://cj.sina.com.cn/articles/view/1889633901/70a1866d00101j2v0,,none_recommendation_only
600176,中国巨石,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,成本曲线最左：粗纱 300 万吨、电子纱 27 万吨均全球第一，国内份额 34%；池窑单线规模＋叶蜡石自供＋海外基地。2024 底部 ROE 8.4% 仍为正，山东玻纤同期亏损、中材 4.8%。复制测试通过。,data/interim/moat_audit_2026-09-07/batch_06_input.json ; data/companies/600176_中国巨石/README.md ; docs/peer-group-calibration/a-share-glass-fiber.md ; data/archive/completed-queues/evidence_review_log.md ; https://finance.sina.com.cn/stock/relnews/cn/2026-02-08/doc-inhmcewm7185931.shtml ; https://finance.sina.com.cn/roll/2025-11-22/doc-infyfwzf8061232.shtml ; data/raw/financials/2025-12-31.csv（山东玻纤/中材科技 ROE）,,none_recommendation_only
600183,生益科技,worth_attention,档案层面未发现新增移出依据,not_rerated,已检查原载体、财务摘要及移出规则的一致性；未逐项重新外部尽调。原事实和来源单列，不标记为本轮已验证。,原载体被竞争、客户替换或经营证据证伪时复核,prior_record_logic_only,,,维持,覆铜板全球第二且十年份额稳定约 12%（Prismark），配方工艺与 PCB/终端认证数十年沉淀，高速料已入 AI 服务器链；ROE 中位 16.4、周期底 8.6 仍为正，回报持续。,data/interim/moat_audit_2026-09-07/batch_07_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/600183_生益科技/README.md ; docs/peer-group-calibration/a-share-electronic-components.md ; https://pdf.dfcfw.com/pdf/H3_AP202505231677628490_1.pdf ; https://www.vzkoo.com/read/202505303fac300fb93fe7902d1f7223.html,,none_recommendation_only
